date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-25 11:00:00,0.01,3.6,,,0.89,0.9099,1.4,408.0,,0.022,,2.1,0.003,0.019,8.2,,12.3,,,,4.4,
2011-02-22 09:55:00,0.009,4.8,,,0.94,0.9804,1.6,444.0,,0.018,,1.9,0.004,0.009,8.4,,12.0,,,,5.4,
2011-03-22 09:55:00,0.012,2.9,,,1.07,1.0964,1.6,418.0,,0.012,,1.7,0.002,0.008,8.3,,12.8,,,,5.3,
2011-04-26 10:05:00,0.011,3.6,,,0.41,0.37,1.4,425.0,,0.01,,1.6,0.005,0.006,8.1,,11.4,,,,10.1,
2011-05-10 13:45:00,0.024,3.8,,,0.33,0.28,1.5,409.0,,0.018,,1.6,0.006,0.008,8.2,,10.6,,,,13.9,
2011-06-27 09:05:00,0.032,3.9,,,0.36,0.3155,1.2,434.0,,0.025,,1.5,0.005,0.014,8.2,,9.0,,,,14.5,
2011-07-18 08:10:00,0.02,3.2,,,1.38,1.4959,2.9,457.0,,0.03,,1.5,0.002,0.016,8.3,,10.2,,,,11.7,
2011-08-09 10:25:00,0.013,3.4,,,0.72,0.739,1.5,434.0,,0.016,,1.6,0.002,0.01,8.3,,10.2,,,,12.8,
2011-09-06 10:25:00,0.024,3.5,,,0.85,0.871,2.6,470.0,,0.029,,1.8,0.002,0.018,8.2,,10.4,,,,11.9,
2011-10-04 09:55:00,0.013,3.9,,,0.24,0.1955,1.9,454.0,,0.017,,1.9,0.008,0.009,8.2,,10.4,,,,11.3,
2011-11-02 10:00:00,0.008,3.8,,,0.33,0.272,1.2,454.0,,0.018,,2.0,0.001,0.002,8.1,,11.1,,,,9.7,
2011-12-06 08:35:00,0.028,3.5,,,1.62,1.6979,3.0,463.0,,0.063,,2.1,0.003,0.023,8.3,,11.1,,,,7.0,
2012-01-24 09:55:00,0.041,3.0,,,2.9,3.1818,2.5,420.0,,0.048,,1.9,<0.001,0.026,8.2,,11.5,,,,6.2,
2012-02-21 08:45:00,0.042,6.8,,,0.84,0.8445,1.3,490.0,,0.02,,2.2,0.003,0.011,8.2,,12.9,,,,2.4,
2012-03-19 10:00:00,0.017,3.4,,,1.37,1.0369,1.7,413.0,,0.016,,1.6,0.004,0.002,8.3,,11.6,,,,6.8,
2012-04-24 09:40:00,0.028,3.1,,,2.23,2.2249,1.4,432.0,,0.018,,1.5,0.002,0.013,8.2,,10.8,,,,7.7,
2012-05-29 09:45:00,0.022,3.1,,,0.49,0.4585,1.1,438.0,,0.012,,1.6,0.003,0.009,8.2,,10.1,,,,12.1,
2012-06-18 10:50:00,0.027,2.9,,,0.88,0.8879,1.4,449.0,,0.025,,1.8,0.003,0.012,8.2,,10.0,,,,13.2,
2012-07-10 09:55:00,0.022,3.0,,,1.52,1.2659,1.4,470.0,,0.027,,1.8,0.003,0.013,8.2,,10.0,,,,12.6,
2012-08-21 09:20:00,0.012,3.9,,,0.24,0.249,2.1,459.0,,0.01,,1.9,0.003,0.011,8.1,,9.1,,,,16.4,
2012-09-11 08:55:00,0.019,3.4,,,0.64,0.7405,1.4,481.0,,0.012,,2.0,0.001,0.015,8.2,,9.8,,,,12.9,
2012-10-02 09:45:00,0.021,3.4,,,0.72,0.856,1.3,479.0,,0.014,,1.9,0.002,0.018,8.2,,10.5,,,,10.3,
2012-11-06 09:15:00,0.011,2.6,,,3.9,4.2753,2.3,482.0,,0.031,,1.9,0.001,0.02,8.0,,10.7,,,,8.8,
2012-12-04 09:50:00,0.036,3.0,,,8.61,10.9084,2.3,371.0,,0.214,,1.4,0.002,0.05,8.0,,11.3,,,,6.9,
2013-01-08 10:05:00,0.016,2.6,,,1.26,1.4754,0.9,443.0,,<0.01,,2.0,0.002,0.01,8.3,,11.4,,,,5.8,
2013-02-12 09:10:00,0.03,3.6,,,1.68,1.9079,1.6,466.0,,0.027,,1.9,<0.001,0.009,8.2,,11.1,,,,5.1,
