date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-10 08:00:00,0.067,12.9,17.18,10.18,12.91,13.8258,3.4,443.0,,0.224,,2.75,0.041,0.056,8.2,,,,,,5.6,
2011-02-15 09:00:00,0.023,13.8,3.59,3.19,3.3,3.1625,1.9,583.0,,0.051,,3.66,0.01,0.033,8.4,,,,,,5.6,
2011-03-16 09:55:00,0.008,14.0,2.82,2.11,2.73,2.7444,1.8,561.0,,0.038,,3.44,0.012,0.016,8.5,,,,,,8.3,
2011-04-28 08:55:00,0.015,18.3,2.27,1.61,1.74,1.6445,1.8,565.0,,0.039,,3.51,0.019,0.028,8.5,,,,,,10.5,
2011-05-13 09:00:00,0.068,15.9,5.66,0.09,2.15,0.1436,3.1,506.0,,0.104,,2.94,0.048,0.045,8.3,,,,,,13.5,
2011-06-18 06:45:00,0.209,12.0,11.55,3.36,6.87,6.7101,3.3,384.0,,0.549,,2.21,0.053,0.099,8.2,,,,,,16.6,
2011-07-17 08:45:00,0.02,10.9,9.01,3.0,5.71,3.6394,2.4,543.0,,0.049,,2.69,0.012,0.029,8.4,,,,,,16.5,
2011-08-22 09:45:00,0.004,17.8,1.36,0.71,1.22,1.5411,1.8,556.0,,0.023,,3.23,0.012,0.009,8.3,,,,,,18.7,
2011-09-20 09:00:00,0.016,11.8,3.42,2.41,2.73,3.1415,2.7,546.0,,0.051,,2.77,0.01,0.035,8.5,,,,,,12.8,
2011-10-19 08:35:00,0.005,18.4,8.2,1.94,3.71,2.143,2.0,593.0,,0.02,,3.1,0.009,0.009,8.3,,,,,,11.6,
2011-11-17 09:00:00,0.016,18.0,1.9,1.6,1.73,1.6957,1.8,599.0,,0.021,,3.4,0.018,0.01,8.3,,,,,,6.0,
2011-12-16 08:50:00,0.117,17.2,36.65,4.94,15.52,15.5366,3.4,507.0,,0.254,,2.93,0.064,0.148,8.3,,,,,,6.9,
2012-01-16 08:40:00,0.035,11.2,4.87,4.59,4.68,4.6555,1.8,590.0,,0.048,,3.41,0.052,0.035,8.5,,,,,,2.1,
2012-02-14 09:05:00,0.165,14.6,3.42,2.96,3.08,3.0019,1.6,610.0,,0.062,,3.53,0.032,0.047,8.4,,,,,,1.6,
2012-03-14 16:15:00,0.012,18.6,3.63,3.4,3.48,3.4763,2.1,556.0,,0.068,,3.36,0.008,0.049,8.7,,,,,,9.6,
2012-04-19 07:30:00,0.021,8.77,8.83,7.15,7.86,7.9977,2.5,501.0,,0.041,,2.61,0.006,0.018,8.3,,,,,,7.0,
2012-05-11 08:15:00,0.018,16.0,3.61,3.25,3.47,3.5235,2.1,549.0,,0.036,,2.93,0.018,0.019,8.3,,,,,,14.6,
2012-06-16 07:50:00,0.028,11.8,5.4,4.62,5.09,5.2609,2.5,547.0,,0.049,,2.98,0.021,0.027,8.1,,,,,,14.6,
2012-07-22 09:15:00,0.012,13.4,3.9,2.62,3.04,3.0647,2.1,518.0,,0.044,,2.84,0.02,0.027,8.4,,,,,,14.0,
2012-08-20 11:05:00,0.013,16.7,1.82,1.57,1.67,1.7319,1.9,548.0,,0.044,,3.21,0.012,0.031,8.4,,,,,,18.7,
2012-09-18 09:10:00,0.013,14.4,3.16,2.93,3.03,3.028,2.2,549.0,,0.046,,3.03,0.011,0.023,8.4,,,,,,13.5,
2012-10-17 09:00:00,0.014,10.4,6.07,5.34,5.67,5.7839,2.6,560.0,,0.046,,3.03,0.007,0.033,8.4,,,,,,10.1,
2012-11-15 09:00:00,0.033,9.9,9.41,7.5,8.57,8.6995,2.5,564.0,,0.047,,3.22,0.01,0.034,8.5,,,,,,7.9,
2012-12-14 08:45:00,0.033,24.3,6.63,6.15,6.46,6.427,2.2,620.0,,0.037,,3.45,0.025,0.027,8.5,,,,,,3.6,
2013-01-14 09:10:00,0.015,12.7,6.7,6.1,6.5,6.6705,2.2,602.0,,0.034,,3.7,0.017,0.023,8.5,,,,,,5.3,
2013-02-05 08:35:00,0.07,13.6,15.9,13.2,14.5,14.9317,2.7,523.0,,0.074,,2.98,0.008,0.032,8.4,,,,,,5.6,
2013-03-20 08:50:00,0.004,13.8,5.4,4.9,5.1,5.2277,2.0,567.0,,0.043,,3.16,0.019,0.015,8.5,,,,,,5.3,
