date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-17 09:45:00,0.017,1.41,,,8.77,8.1888,1.25,67.0,,0.009,,0.77,0.002,0.005,7.5,,,,,,5.2,
2011-02-21 10:15:00,0.014,1.64,,,6.38,6.0102,0.91,76.0,,0.008,,0.84,0.001,0.006,7.5,,,,,,6.5,
2011-03-21 10:15:00,,1.37,,,9.82,8.5604,0.97,65.0,,,,0.75,0.001,,7.5,,,,,,8.0,
2011-04-18 08:55:00,,1.33,,,5.55,5.0697,0.65,74.0,,0.006,,0.75,0.001,,7.6,,,,,,9.8,
2011-05-16 10:00:00,,1.08,,,6.13,5.4492,0.88,63.0,,,,0.92,0.002,,7.7,,,,,,11.3,
2011-06-14 09:40:00,,1.03,,,5.54,4.8702,1.02,63.0,,,,0.77,0.002,,7.6,,,,,,16.2,
2011-07-11 09:40:00,,,,,9.91,10.8154,1.35,55.0,,,,,0.001,,7.7,,,,,,16.8,
2011-08-08 10:00:00,,,,,37.0,36.4305,2.26,40.0,,,,,,,7.2,,,,,,16.7,
2011-09-05 10:30:00,,,,,19.9,16.9707,1.51,53.0,,,,0.998,,,7.1,,,,,,15.1,
2011-10-03 12:00:00,,1.37,,,4.68,4.0922,0.62,92.0,,,,1.24,0.001,,7.5,,,,,,14.1,
2011-11-14 09:30:00,,1.07,,,11.0,11.7485,0.98,63.0,,,,,,,7.4,,,,,,6.5,
2011-12-12 09:40:00,,1.55,,,5.01,5.8122,0.59,83.0,,<0.006,,0.791,0.001,,7.5,,,,,,5.6,
2012-01-16 10:00:00,0.016,1.5,4.64,4.16,4.36,4.3312,0.5,86.0,,<0.006,,0.828,0.001,<0.005,7.6,,,,,,3.7,
2012-02-13 10:20:00,0.024,1.8,4.18,3.35,3.8,3.6862,0.5,90.0,,0.006,,0.827,0.001,0.006,7.6,,,,,,3.1,
2012-03-12 10:10:00,0.015,1.6,6.31,5.11,5.35,5.1602,0.7,82.0,,0.006,,0.834,0.001,<0.005,7.6,,,,,,8.9,
2012-04-16 10:30:00,<0.01,1,17.48,13.93,15.9,14.1816,1.5,54.0,,<0.006,,<0.65,<0.001,<0.005,7.4,,,,,,9.2,
2012-05-14 11:40:00,0.019,<1.0,32.81,14.59,22.6,22.7909,1.1,50.0,,<0.006,,<0.65,0.001,<0.005,7.4,,,,,,12.3,
2012-06-11 09:50:00,0.012,<1.0,50.93,32.74,36.3,39.6396,1.3,44.0,,<0.006,,<0.65,<0.001,<0.005,7.2,,,,,,13.1,
2012-07-09 09:00:00,0.015,1.1,9.21,7.07,7.24,8.3373,1.1,74.0,,0.006,,1.16,0.001,<0.005,6.9,,,,,,17.7,
2012-08-06 11:10:00,0.012,<1.0,123.82,29.25,67.7,41.5667,2.1,30.0,,0.007,,<0.65,0.001,<0.005,7.1,,,,,,17.2,
2012-09-03 10:05:00,0.012,1.2,7.93,5.44,6.0,6.6128,0.7,79.0,,0.008,,0.682,0.002,<0.005,7.8,,,,,,16.3,
2012-10-15 09:30:00,<0.01,<1.0,250.88,14.35,145.0,236.8428,2.9,36.0,,0.039,,0.65,0.001,<0.005,7.2,,,,,,10.8,
2012-11-12 08:30:00,<0.01,<1.0,61.37,29.75,59.7,56.7664,1.7,39.0,,<0.006,,0.669,<0.001,<0.005,7.1,,,,,,8.9,
2012-12-10 10:15:00,0.014,1.4,13.12,10.92,12.8,9.3764,0.8,73.0,,0.007,,0.861,0.001,<0.005,7.4,,,,,,5.4,
2013-01-14 14:00:00,0.011,1.6,8.8,7.27,8.04,4.7262,0.59,82.0,,<0.006,,0.86,0.001,<0.005,7.4,,,,,,5.6,
2013-02-04 11:00:00,0.012,1.48,3.88,3.7,3.79,3.7432,0.51,91.0,,<0.006,,0.854,0.001,<0.005,7.5,,,,,,4.8,
2013-03-11 08:40:00,<0.01,1.61,6.08,4.61,5.15,4.6232,0.77,86.0,,<0.006,,0.848,0.001,<0.005,7.5,,,,,,7.3,
2013-04-15 11:00:00,0.012,1.35,12.68,6.13,9.82,9.3104,0.63,70.0,,<0.006,,0.848,0.001,<0.005,7.5,,,,,,11.6,
2013-05-13 08:15:00,0.02,<1.0,127.27,59.77,86.7,74.5071,0.98,50.0,,<0.006,,1.01,<0.001,<0.005,6.3,,,,,,8.2,
