date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-17 09:30:00,<0.01,3.64,,,9.27,11.2502,0.67,170.0,,0.011,,0.75,0.002,<0.005,7.7,,,,,,4.8,
2011-02-21 09:20:00,0.019,5.23,,,6.34,10.0543,0.6,227.0,,0.014,,0.88,0.001,0.007,7.8,,,,,,6.0,
2011-03-21 09:30:00,<0.01,5.09,,,7.46,9.0704,0.61,191.0,,<0.006,,0.87,0.003,<0.005,7.8,,,,,,5.4,
2011-04-18 09:35:00,<0.01,2.54,,,15.4,19.8307,0.61,141.0,,<0.006,,0.81,0.001,<0.005,7.7,,,,,,7.5,
2011-05-16 09:35:00,<0.01,1.14,,,25.8,26.2312,0.71,84.0,,<0.006,,<0.65,0.001,<0.005,7.4,,,,,,7.7,
2011-06-14 07:00:00,<0.01,1.54,,,20.2,20.7296,0.65,108.0,,<0.006,,<0.65,0.001,<0.005,7.6,,,,,,13.1,
2011-07-11 07:30:00,0.01,1.53,,,29.6,27.5711,1.03,112.0,,<0.006,,<0.65,0.001,<0.005,7.6,,,,,,12.5,
2011-08-08 07:15:00,<0.01,<1.0,,,104.0,114.6637,1.71,63.0,,,,<0.65,<0.001,<0.005,7.5,,,,,,13.4,
2011-09-05 09:15:00,<0.01,1.13,,,37.9,40.7172,1.25,96.0,,,,<0.65,<0.001,<0.005,7.5,,,,,,15.4,
2011-10-03 09:25:00,<0.01,2.65,,,11.4,17.4318,0.65,196.0,,,,<0.65,0.001,<0.005,7.8,,,,,,11.3,
2011-11-14 07:35:00,<0.01,2.21,,,19.1,13.6331,0.65,158.0,,,,0.737,0.001,<0.005,7.7,,,,,,6.6,
2011-12-12 09:30:00,<0.01,3.38,,,8.09,8.3714,0.5,243.0,,<0.006,,0.842,0.001,<0.005,7.8,,,,,,7.5,
2012-01-16 09:30:00,0.017,3.6,17.8,3.22,6.41,5.8246,0.5,212.0,,<0.006,,0.832,0.002,<0.005,7.8,,,,,,3.0,
2012-02-13 07:45:00,0.026,5,8.84,2.45,4.78,2.4498,0.5,230.0,,<0.006,,0.846,0.001,0.006,7.8,,,,,,1.4,
2012-03-12 07:35:00,0.015,4.8,5.49,2.59,3.78,3.1638,0.6,228.0,,<0.006,,0.898,0.002,<0.005,7.8,,,,,,7.4,
2012-04-16 07:40:00,<0.01,3.8,22.0,6.36,10.2,9.4474,0.8,184.0,,<0.006,,0.802,0.001,<0.005,7.7,,,,,,7.7,
2012-05-14 07:50:00,0.016,1.6,44.89,38.99,41.7,42.4661,1.1,91.0,,0.007,,<0.65,<0.001,<0.005,7.4,,,,,,7.0,
2012-06-11 07:50:00,0.01,1,63.54,52.17,57.2,65.9855,1.1,72.0,,<0.006,,<0.65,<0.001,<0.005,7.4,,,,,,9.9,
2012-07-09 07:25:00,0.015,1.4,34.28,20.49,29.1,26.3902,1.0,118.0,,<0.006,,<0.65,<0.001,<0.005,7.6,,,,,,12.5,
2012-08-06 07:40:00,0.012,1.2,197.86,24.65,56.4,29.799,1.1,98.0,,0.007,,<0.65,0.001,<0.005,7.5,,,,,,13.4,
2012-09-03 08:55:00,0.012,1.6,23.96,9.45,19.0,23.8384,0.6,153.0,,0.007,,<0.65,0.001,<0.005,7.7,,,,,,11.8,
2012-10-15 09:10:00,<0.01,1.2,52.58,7.6,29.7,35.4026,1.3,106.0,,0.015,,0.667,0.001,<0.005,7.5,,,,,,9.5,
2012-11-12 09:15:00,<0.01,1.4,54.26,31.81,39.6,41.8202,1.4,88.0,,<0.006,,0.764,0.001,<0.005,7.4,,,,,,7.6,
2012-12-10 09:30:00,0.011,2.5,17.14,8.66,12.0,9.4864,0.6,194.0,,<0.006,,0.754,0.001,<0.005,7.7,,,,,,4.1,
2013-01-14 09:30:00,0.012,3.1,7.01,3.58,6.45,6.8485,0.64,186.0,,<0.006,,0.819,0.001,<0.005,7.7,,,,,,4.6,
2013-02-04 09:35:00,0.013,4.4,10.06,3.2,5.27,3.2628,0.48,264.0,,<0.006,,0.901,0.002,<0.005,7.8,,,,,,4.7,
2013-03-11 09:35:00,<0.01,4.63,11.87,3.16,5.98,5.7446,0.73,218.0,,<0.006,,0.689,0.001,<0.005,7.8,,,,,,6.5,
2013-04-15 09:35:00,0.012,4.24,11.4,4.54,7.46,10.7483,0.54,169.0,,<0.006,,0.841,0.002,<0.005,7.7,,,,,,9.1,
2013-05-13 09:35:00,0.017,1.68,46.95,39.93,42.1,41.7127,0.86,94.0,,<0.006,,<0.65,0.001,<0.005,7.5,,,,,,7.4,
2013-06-10 10:00:00,<0.01,<1.0,118.17,42.92,78.7,73.174,1.33,62.0,,<0.006,,<0.65,<0.001,<0.005,7.3,,,,,,8.3,
2013-07-08 07:55:00,<0.01,1.41,39.63,18.82,30.4,32.5203,0.7,117.0,,<0.006,,<0.65,0.005,<0.005,7.6,,,,,,12.3,
2013-08-05 07:35:00,<0.01,2.2,28.26,6.67,16.6,19.9146,0.48,170.0,,<0.006,,<0.65,0.001,<0.005,7.7,,,,,,13.2,
2013-09-02 09:40:00,<0.01,2.81,14.24,4.64,9.02,14.723,0.57,168.0,,<0.006,,<0.65,0.001,<0.005,7.8,,,,,,12.4,
2013-10-14 09:00:00,<0.01,1.97,25.37,10.5,15.4,21.7725,1.08,143.0,,<0.006,,<0.65,0.001,<0.005,7.6,,,,,,8.6,
2013-11-11 09:25:00,<0.01,1.91,36.57,10.81,21.2,23.1519,0.83,146.0,,<0.006,,<0.65,0.001,<0.005,7.7,,,,,,6.7,
2013-12-09 09:25:00,<0.01,2.67,13.59,4.3,8.63,15.136,0.55,195.0,,<0.006,,0.702,0.001,<0.005,7.7,,,,,,4.6,
2014-01-13 09:10:00,<0.01,4.2,26.66,5.42,10.8,11.5172,0.6,209.0,,<0.006,,0.92,0.001,<0.005,7.7,,,,,,5.2,
2014-02-17 09:30:00,<0.01,8.1,17.79,6.47,11.2,18.1628,0.9,238.0,,0.007,,0.79,0.001,<0.005,7.9,,,,,,6.9,
2014-03-10 09:30:00,<0.01,4.4,21.92,6.7,13.8,15.5599,1.0,146.0,,<0.006,,0.68,0.001,<0.005,7.7,,,,,,6.2,
2014-04-07 09:40:00,0.013,2.8,36.71,18.45,25.9,30.9379,1.2,108.0,,<0.006,,0.72,0.002,<0.005,7.5,,,,,,7.2,
2014-05-05 07:30:00,<0.01,1.7,36.61,24.26,33.0,34.0717,1.1,98.0,,0.006,,<0.65,0.001,<0.005,7.5,,,,,,6.2,
2014-06-02 09:20:00,<0.01,1.1,44.19,34.54,40.5,42.6081,0.9,82.0,,<0.006,,<0.65,0.001,<0.005,7.5,,,,,,8.5,
2014-07-07 07:00:00,0.018,1.2,82.95,30.38,57.9,53.5544,1.4,96.0,,0.025,,<0.65,0.002,<0.005,7.6,,,,,,11.9,
2014-08-04 08:00:00,<0.01,1,48.93,37.75,42.4,41.6092,1.1,89.0,,<0.006,,<0.65,<0.001,<0.005,7.3,,,,,,8.4,
2014-09-08 08:00:00,0.018,5,27.44,5.65,15.3,11.6192,1.0,246.0,,0.008,,<0.65,0.002,<0.005,8.1,,,,,,17.4,
2014-10-06 06:10:00,0.017,3.2,15.72,3.77,6.73,3.0198,0.7,213.0,,<0.006,,<0.65,0.001,<0.005,8.1,,,,,,11.6,
2014-11-03 09:15:00,0.01,2.9,18.58,4.62,12.8,6.4286,0.6,218.0,,<0.006,,<0.65,0.001,<0.005,7.9,,,,,,8.4,
2014-12-01 08:45:00,<0.01,1.5,51.38,17.4,35.4,33.5222,0.9,99.0,,0.01,,0.65,0.001,<0.005,7.5,,,,,,8.6,
2015-01-19 11:40:00,<0.01,2.4,23.59,9.0,11.7,13.2091,0.8,148.0,,0.008,,<0.65,0.001,<0.005,7.8,,,,,,5.4,
2015-02-02 07:20:00,<0.01,3.5,13.95,7.26,8.82,6.7315,0.8,184.0,,<0.006,,<0.65,0.001,<0.005,7.8,,,,,,3.0,
2015-03-16 09:15:00,0.012,4.5,20.51,5.62,11.0,13.0056,0.7,213.0,,<0.006,,<0.65,0.003,0.005,7.8,,,,,,6.7,
2015-04-20 09:30:00,<0.01,1.9,23.84,5.35,17.6,27.1392,0.7,128.0,,<0.006,,<0.65,0.002,<0.005,7.6,,,,,,7.3,
2015-05-18 07:40:00,<0.01,1.1,53.33,45.2,47.3,49.2866,0.7,78.0,,<0.006,,<0.65,0.001,<0.005,7.4,,,,,,9.3,
2015-06-15 07:45:00,<0.01,<1.0,72.35,40.94,50.7,50.7505,0.8,74.0,,<0.006,,<0.65,0.001,<0.005,7.5,,,,,,10.8,
2015-07-20 07:30:00,<0.01,1.8,27.5,4.81,14.6,10.8743,0.6,168.0,,<0.006,,<0.65,0.001,<0.005,7.8,,,,,,14.9,
2015-08-17 07:20:00,<0.01,1.7,34.47,9.01,21.5,15.4569,0.9,142.0,,<0.006,,<0.65,0.001,<0.005,7.7,,,,,,13.1,
2015-09-14 08:45:00,0.019,<1.0,226.73,31.9,96.9,135.7028,2.3,56.0,,0.006,,<0.65,0.001,<0.005,7.4,,,,,,12.2,
2015-10-12 08:55:00,<0.01,1.5,32.25,10.41,21.8,30.1519,0.7,132.0,,<0.006,,<0.65,0.001,<0.005,7.6,,,,,,9.4,
2015-11-09 09:05:00,<0.01,2.1,22.98,5.31,15.0,14.7835,0.6,202.0,,<0.006,,<0.65,0.001,<0.005,7.8,,,,,,8.3,
2015-12-09 08:20:00,<0.01,2.5,18.88,2.21,9.12,3.1668,0.5,174.0,,<0.006,,<0.65,0.001,<0.005,7.7,,,,,,5.4,
2016-01-18 09:15:00,0.04,4.99,12.99,1.43,4.6,5.7586,0.6,201.0,,<0.006,,0.824,0.005,<0.005,7.8,,,,,,2.6,
2016-02-15 08:00:00,<0.01,7.45,8.72,2.29,4.07,2.2938,0.58,262.0,,<0.006,,0.771,0.005,<0.005,7.9,,,,,,4.6,
2016-03-14 09:00:00,<0.01,6.98,16.59,3.37,6.49,6.1896,0.69,248.0,,<0.006,,0.824,0.002,<0.005,7.9,,,,,,7.0,
2016-04-11 09:35:00,<0.01,1.78,30.15,7.37,19.6,28.5226,0.94,107.0,,<0.006,,0.889,0.005,<0.005,7.6,,,,,,7.6,
2016-05-02 09:35:00,0.013,2.68,30.08,6.34,16.8,25.6963,0.69,163.0,,<0.006,,0.776,0.007,<0.005,7.8,,,,,,8.7,
2016-06-13 09:15:00,0.01,1.12,39.49,28.5,36.0,39.3978,0.68,93.0,,<0.006,,<0.65,0.006,<0.005,7.6,,,,,,9.8,
2016-07-11 07:45:00,0.02,2.53,57.33,12.06,27.1,24.0729,0.83,192.0,,0.01,,<0.65,0.002,0.008,7.8,,,,,,14.0,
2016-08-08 07:50:00,<0.01,2.16,35.38,9.77,21.1,11.7862,0.8,171.0,,<0.006,,<0.65,0.001,<0.005,7.8,,,,,,11.8,
2016-09-12 09:15:00,<0.01,1.57,25.15,2.72,9.73,16.1349,0.62,124.0,,0.006,,<0.65,0.001,<0.005,7.7,,,,,,13.1,
2016-10-24 09:10:00,<0.01,2.36,20.05,2.2,10.7,16.2699,0.55,201.0,,<0.006,,<0.65,0.001,0.007,7.7,,,,,,8.8,
2016-11-14 08:00:00,<0.01,2.62,24.61,1.66,9.59,2.8658,0.65,173.0,,<0.006,,<0.65,0.002,<0.005,7.7,,,,,,5.3,
2016-12-12 09:45:00,<0.01,2.8,23.41,3.56,10.8,12.5156,0.62,169.0,,<0.006,,0.704,0.002,<0.005,7.7,,,,,,4.2,
2017-01-16 09:10:00,<0.012,7.69,6.5,2.16,3.74,2.5698,0.6,270.0,,<0.032,,0.625,<0.006,<0.011,7.8,,,,,,1.0,
2017-02-13 09:20:00,<0.012,12.6,8.39,2.1,2.93,2.1089,0.6,270.0,,<0.032,,0.725,<0.006,<0.011,7.9,,,,,,5.1,
2017-03-13 09:35:00,<0.012,9.21,12.22,2.38,5.17,5.6006,0.9,287.0,,<0.032,,0.659,<0.006,<0.011,7.8,,,,,,6.0,
2017-04-10 09:30:00,<0.012,2.82,19.47,6.92,12.4,18.2748,0.8,116.0,,<0.032,,0.611,<0.006,<0.011,7.6,,,,,,7.6,
2017-05-15 08:00:00,0.012,1.75,37.15,25.93,32.2,32.2638,1.1,89.0,,<0.032,,0.587,<0.006,<0.011,7.4,,,,,,7.7,
2017-06-12 09:10:00,<0.012,1.65,38.1,26.04,33.3,37.4875,0.7,96.0,,<0.032,,0.362,<0.006,<0.011,7.5,,,,,,11.3,
2017-07-10 07:55:00,0.012,3.06,30.84,7.75,20.4,14.3625,0.8,146.0,,<0.032,,0.544,<0.006,<0.011,7.7,,,,,,12.6,
2017-08-07 07:55:00,<0.012,3.09,30.19,5.24,11.7,15.8094,0.7,155.0,,<0.032,,0.465,<0.006,<0.011,7.8,,,,,,12.6,
2017-09-25 07:50:00,<0.012,2.24,29.52,10.37,19.5,22.9834,0.6,163.0,,<0.032,,0.591,<0.006,<0.011,7.7,,,,,,10.3,
2017-10-09 07:45:00,0.012,3.59,22.34,6.47,12.3,17.3748,0.7,201.0,,<0.032,,0.644,<0.006,<0.011,7.8,,,,,,8.3,
2017-11-13 07:50:00,<0.012,5.87,16.27,5.03,7.38,3.5278,0.7,216.0,,<0.032,,0.656,<0.006,<0.011,7.8,,,,,,6.8,
2017-12-18 08:20:00,<0.012,11.2,12.59,4.2,5.55,2.4428,0.5,293.0,,<0.032,,0.788,<0.006,<0.011,7.8,,,,,,2.5,
2018-01-15 08:25:00,0.019,8.1,14.79,6.12,7.09,7.6955,0.7,210.0,,<0.032,,0.894,<0.006,<0.011,7.8,,,,,,4.9,
