date,minimum Secchi depth
1970,2.4
1971,3.0
1972,4.4
1973,2.8
1974,4.3
1975,2.5
1976,2.9
1977,2.6
1978,3.6
1979,4.5
1980,4.8
1981,1.6
1982,3.5
1983,2.3
1984,2.1
1985,2.2
1986,1.5
1987,2.1
1988,1.9
1989,2.4
1990,2.0
1991,2.8
1992,2.3
1993,2.1
1994,2.3
1995,2.1
1996,1.9
1997,2.1
1998,2.3
2000,1.7
2001,3.6
2002,1.5
2003,2.5
2004,4.3
2005,2.2
2006,2.4
2007,2.2
2008,3.8
2009,2.5
2010,2.0
2011,2.0
2012,2.4
2013,3.0
2014,2.4
2015,3.6
2016,3.9
2017,3.2
2018,3.0
2019,4.7
2020,5.2
2021,2.8
2023,3.4
