date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
27.03.1984 12:00,30.0
07.06.1984 12:00,1.8
05.07.1984 12:00,5.7
14.08.1984 12:00,8.6
12.09.1984 12:00,11.2
09.10.1984 12:00,24.1
16.01.1985 12:00,30.0
22.02.1985 12:00,30.0
13.03.1985 12:00,30.0
11.04.1985 12:00,30.0
05.06.1985 12:00,5.5
02.07.1985 12:00,6.1
15.08.1985 12:00,8.4
04.09.1985 12:00,12.5
18.09.1985 12:00,14.1
01.10.1985 12:00,13.6
15.05.1986 12:00,4.0
16.07.1986 12:00,7.0
27.08.1986 12:00,10.3
18.09.1986 12:00,12.9
01.10.1986 12:00,17.2
05.11.1986 12:00,1.8
19.01.1987 12:00,30.0
05.05.1987 12:00,9.0
19.05.1987 12:00,1.8
02.06.1987 12:00,1.3
07.07.1987 12:00,1.9
22.07.1987 12:00,1.9
12.08.1987 12:00,1.8
02.09.1987 12:00,6.3
20.07.1988 12:00,4.7
31.08.1988 12:00,11.5
17.05.1989 12:00,26.5
13.06.1989 12:00,11.8
11.07.1989 12:00,8.0
29.08.1989 12:00,9.0
26.09.1989 12:00,12.2
25.10.1989 12:00,1.4
25.04.1990 12:00,1.8
16.05.1990 12:00,6.0
13.06.1990 12:00,9.9
10.07.1990 12:00,8.6
07.08.1990 12:00,7.3
26.09.1990 12:00,17.1
10.10.1990 12:00,16.6
16.04.1991 12:00,2.5
22.05.1991 12:00,3.7
19.06.1991 12:00,10.7
16.07.1991 12:00,8.6
27.08.1991 12:00,9.4
19.09.1991 12:00,12.5
08.10.1991 12:00,14.3
22.04.1992 12:00,4.0
05.05.1992 12:00,2.4
10.06.1992 12:00,8.6
23.06.1992 12:00,10.1
07.07.1992 12:00,11.8
21.07.1992 12:00,4.0
26.08.1992 12:00,11.0
08.09.1992 12:00,12.9
30.09.1992 12:00,15.6
13.10.1992 12:00,17.5
22.04.1993 12:00,4.4
18.05.1993 12:00,4.0
08.06.1993 12:00,3.6
22.06.1993 12:00,7.7
29.07.1993 12:00,1.8
18.08.1993 12:00,11.3
09.09.1993 12:00,17.2
29.09.1993 12:00,22.6
26.04.1994 12:00,1.9
13.05.1994 12:00,7.9
25.05.1994 12:00,12.5
07.06.1994 12:00,1.9
20.06.1994 12:00,7.1
06.07.1994 12:00,4.0
20.07.1994 12:00,6.9
16.08.1994 12:00,7.9
30.08.1994 12:00,9.0
28.09.1994 12:00,3.6
22.11.1994 12:00,2.3
09.05.1995 12:00,3.5
08.06.1995 12:00,6.1
22.06.1995 12:00,3.9
04.07.1995 12:00,8.3
19.07.1995 12:00,7.7
02.08.1995 12:00,9.5
14.08.1995 12:00,9.3
30.08.1995 12:00,12.5
12.09.1995 12:00,11.0
25.09.1995 12:00,17.5
10.10.1995 12:00,2.9
23.10.1995 12:00,4.0
31.10.1995 12:00,2.8
06.05.1996 12:00,4.0
28.05.1996 12:00,2.4
20.06.1996 12:00,7.5
08.07.1996 12:00,12.5
22.07.1996 12:00,7.6
12.08.1996 12:00,11.7
26.08.1996 12:00,11.7
17.09.1996 12:00,17.5
30.09.1996 12:00,1.8
26.05.1997 12:00,3.0
24.06.1997 12:00,9.0
21.07.1997 12:00,5.7
25.08.1997 12:00,7.9
29.09.1997 12:00,1.9
03.11.1997 12:00,1.8
30.03.1998 12:00,1.0
28.04.1998 12:00,1.8
12.05.1998 12:00,4.0
22.06.1998 12:00,7.8
05.07.1998 12:00,8.3
20.07.1998 12:00,10.5
25.08.1998 12:00,12.5
29.09.1998 12:00,21.3
03.05.1999 12:00,6.4
25.05.1999 12:00,2.3
07.06.1999 12:00,8.6
21.06.1999 12:00,9.0
21.07.1999 12:00,10.8
10.08.1999 12:00,11.8
23.08.1999 12:00,12.2
06.09.1999 12:00,12.5
21.09.1999 12:00,12.9
18.10.1999 12:00,22.5
01.05.2000 12:00,4.0
22.05.2000 12:00,6.5
19.06.2000 12:00,6.8
17.07.2000 12:00,12.2
02.08.2000 12:00,11.2
14.08.2000 12:00,3.5
28.08.2000 12:00,12.1
11.09.2000 12:00,12.2
02.10.2000 12:00,12.9
23.10.2000 12:00,1.9
30.04.2001 12:00,3.6
14.05.2001 12:00,9.8
12.06.2001 12:00,8.6
02.07.2001 12:00,12.2
26.07.2001 12:00,11.5
27.08.2001 12:00,11.1
10.09.2001 12:00,12.5
15.10.2001 12:00,17.9
15.04.2002 12:00,3.0
13.05.2002 12:00,2.3
17.06.2002 12:00,5.2
03.07.2002 12:00,8.7
22.07.2002 12:00,1.8
13.08.2002 12:00,12.2
26.08.2002 12:00,10.8
18.09.2002 12:00,1.9
18.11.2002 12:00,22.9
29.04.2003 12:00,0.0
12.06.2003 12:00,5.7
23.06.2003 12:00,8.6
14.07.2003 12:00,9.2
28.07.2003 12:00,8.6
13.08.2003 12:00,8.7
25.08.2003 12:00,10.6
17.09.2003 12:00,12.5
11.11.2003 12:00,3.3
25.05.2004 12:00,4.0
15.06.2004 12:00,6.0
30.06.2004 12:00,6.9
22.07.2004 12:00,9.0
11.08.2004 12:00,9.7
07.09.2004 12:00,11.9
05.10.2004 12:00,17.2
25.10.2004 12:00,17.5
07.02.2005 12:00,30.0
08.03.2005 12:00,30.0
24.05.2005 12:00,6.3
13.06.2005 12:00,9.0
05.07.2005 12:00,7.4
30.08.2005 12:00,12.5
20.09.2005 12:00,4.0
05.10.2005 12:00,17.5
07.11.2005 12:00,20.8
25.04.2006 12:00,3.6
29.05.2006 12:00,3.6
20.06.2006 12:00,5.8
10.07.2006 12:00,7.8
25.07.2006 12:00,7.9
09.08.2006 12:00,9.0
23.08.2006 12:00,11.8
06.09.2006 12:00,9.9
19.09.2006 12:00,1.8
16.10.2006 12:00,17.5
03.04.2007 12:00,1.8
25.04.2007 12:00,3.3
05.06.2007 12:00,8.3
12.07.2007 12:00,14.0
18.07.2007 12:00,4.4
08.08.2007 12:00,11.5
22.08.2007 12:00,11.7
11.09.2007 12:00,17.5
25.09.2007 12:00,17.5
