date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen content [t]
23.02.1984 12:00,273.1
27.03.1984 12:00,228.3
26.04.1984 12:00,267.1
15.05.1984 12:00,272.8
07.06.1984 12:00,268.9
05.07.1984 12:00,185.0
14.08.1984 12:00,110.7
12.09.1984 12:00,43.9
09.10.1984 12:00,180.5
08.11.1984 12:00,245.2
04.12.1984 12:00,248.8
16.01.1985 12:00,270.1
22.02.1985 12:00,129.9
13.03.1985 12:00,210.2
11.04.1985 12:00,276.8
05.06.1985 12:00,217.9
02.07.1985 12:00,168.4
15.08.1985 12:00,74.2
04.09.1985 12:00,43.5
18.09.1985 12:00,28.5
01.10.1985 12:00,12.9
30.10.1985 12:00,200.6
04.12.1985 12:00,248.8
02.04.1986 12:00,339.9
15.05.1986 12:00,285.9
16.07.1986 12:00,152.7
27.08.1986 12:00,37.3
18.09.1986 12:00,31.3
01.10.1986 12:00,13.2
05.11.1986 12:00,226.6
26.11.1986 12:00,249.0
19.01.1987 12:00,257.8
22.04.1987 12:00,334.9
05.05.1987 12:00,264.2
19.05.1987 12:00,272.2
02.06.1987 12:00,240.4
07.07.1987 12:00,175.6
22.07.1987 12:00,140.6
12.08.1987 12:00,80.2
02.09.1987 12:00,24.4
13.10.1987 12:00,206.6
11.11.1987 12:00,214.1
02.12.1987 12:00,246.4
19.04.1988 12:00,246.1
10.05.1988 12:00,146.8
06.06.1988 12:00,168.1
20.07.1988 12:00,69.2
31.08.1988 12:00,4.9
26.10.1988 12:00,270.4
23.11.1988 12:00,166.6
14.12.1988 12:00,260.2
14.03.1989 12:00,269.7
29.03.1989 12:00,228.5
17.05.1989 12:00,192.9
13.06.1989 12:00,192.4
11.07.1989 12:00,120.5
29.08.1989 12:00,0.0
26.09.1989 12:00,0.4
25.10.1989 12:00,224.4
14.11.1989 12:00,243.6
05.12.1989 12:00,262.0
05.02.1990 12:00,296.4
06.03.1990 12:00,283.9
25.04.1990 12:00,278.1
16.05.1990 12:00,261.6
13.06.1990 12:00,182.1
10.07.1990 12:00,173.0
07.08.1990 12:00,111.7
26.09.1990 12:00,18.0
10.10.1990 12:00,58.8
07.11.1990 12:00,222.3
16.04.1991 12:00,296.5
22.05.1991 12:00,270.1
19.06.1991 12:00,210.2
16.07.1991 12:00,172.6
27.08.1991 12:00,13.8
19.09.1991 12:00,7.0
08.10.1991 12:00,7.3
19.11.1991 12:00,244.7
07.04.1992 12:00,317.3
22.04.1992 12:00,301.0
05.05.1992 12:00,249.0
10.06.1992 12:00,171.4
23.06.1992 12:00,159.2
07.07.1992 12:00,106.7
21.07.1992 12:00,63.1
26.08.1992 12:00,8.4
08.09.1992 12:00,3.0
30.09.1992 12:00,5.9
13.10.1992 12:00,12.7
17.11.1992 12:00,256.3
22.04.1993 12:00,305.9
18.05.1993 12:00,230.6
08.06.1993 12:00,211.7
22.06.1993 12:00,153.9
29.07.1993 12:00,68.6
18.08.1993 12:00,34.7
09.09.1993 12:00,17.9
29.09.1993 12:00,91.9
12.10.1993 12:00,244.7
09.11.1993 12:00,221.2
23.03.1994 12:00,300.5
26.04.1994 12:00,289.3
13.05.1994 12:00,272.3
25.05.1994 12:00,251.2
07.06.1994 12:00,226.5
20.06.1994 12:00,218.2
06.07.1994 12:00,186.3
20.07.1994 12:00,219.9
16.08.1994 12:00,96.4
30.08.1994 12:00,75.4
28.09.1994 12:00,70.4
26.10.1994 12:00,235.6
22.11.1994 12:00,236.5
