date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
23.02.1984 12:00,1.2
27.03.1984 12:00,2.1
26.04.1984 12:00,3.3
15.05.1984 12:00,5.7
07.06.1984 12:00,7.7
05.07.1984 12:00,7.2
14.08.1984 12:00,8.4
12.09.1984 12:00,8.7
09.10.1984 12:00,9.7
08.11.1984 12:00,9.1
04.12.1984 12:00,6.5
16.01.1985 12:00,2.7
22.02.1985 12:00,3.9
13.03.1985 12:00,3.9
11.04.1985 12:00,4.0
05.06.1985 12:00,5.9
02.07.1985 12:00,7.5
15.08.1985 12:00,9.0
04.09.1985 12:00,9.6
18.09.1985 12:00,9.7
01.10.1985 12:00,9.8
30.10.1985 12:00,10.2
04.12.1985 12:00,4.1
02.04.1986 12:00,1.8
15.05.1986 12:00,4.2
16.07.1986 12:00,7.7
27.08.1986 12:00,8.7
18.09.1986 12:00,9.7
01.10.1986 12:00,9.8
05.11.1986 12:00,9.1
26.11.1986 12:00,7.4
19.01.1987 12:00,3.0
22.04.1987 12:00,4.8
05.05.1987 12:00,5.2
19.05.1987 12:00,7.0
02.06.1987 12:00,7.7
07.07.1987 12:00,9.2
22.07.1987 12:00,9.7
12.08.1987 12:00,9.9
02.09.1987 12:00,10.6
13.10.1987 12:00,12.1
11.11.1987 12:00,9.9
02.12.1987 12:00,6.0
19.04.1988 12:00,8.1
10.05.1988 12:00,9.2
06.06.1988 12:00,7.2
20.07.1988 12:00,9.0
31.08.1988 12:00,10.0
26.10.1988 12:00,11.1
23.11.1988 12:00,7.1
14.12.1988 12:00,4.4
14.03.1989 12:00,3.8
29.03.1989 12:00,4.7
17.05.1989 12:00,8.4
13.06.1989 12:00,8.9
11.07.1989 12:00,9.7
29.08.1989 12:00,10.1
26.09.1989 12:00,10.3
25.10.1989 12:00,10.9
14.11.1989 12:00,8.7
05.12.1989 12:00,5.0
05.02.1990 12:00,3.0
06.03.1990 12:00,3.1
25.04.1990 12:00,5.35
16.05.1990 12:00,6.6
13.06.1990 12:00,7.13
10.07.1990 12:00,8.53
07.08.1990 12:00,9.1
26.09.1990 12:00,9.5
10.10.1990 12:00,11.2
07.11.1990 12:00,8.7
16.04.1991 12:00,5.1
22.05.1991 12:00,6.5
19.06.1991 12:00,7.9
16.07.1991 12:00,9.8
