date (yyyy-mm-dd HH:MM:SS),hypolimnetic density [kg/m3]
05.01.1976 12:00,1000.26409596419
01.03.1976 12:00,1000.2748089750748
29.03.1976 12:00,1000.2697219947694
26.04.1976 12:00,1000.2679742549295
24.05.1976 12:00,1000.2648813407554
21.06.1976 12:00,1000.264280415236
13.09.1976 12:00,1000.2583612492698
11.10.1976 12:00,1000.2554842236981
08.11.1976 12:00,1000.2584019018514
06.12.1976 12:00,1000.2535851160545
03.01.1977 12:00,1000.2624499001805
31.01.1977 12:00,1000.2689039937229
28.02.1977 12:00,1000.2700475731973
28.03.1977 12:00,1000.2546434504194
25.04.1977 12:00,1000.231473864152
23.05.1977 12:00,1000.2255085812566
20.06.1977 12:00,1000.2215627754239
18.07.1977 12:00,1000.2101238473599
15.08.1977 12:00,1000.1960684185062
12.09.1977 12:00,1000.2011084519664
10.10.1977 12:00,1000.2173626425259
07.11.1977 12:00,1000.2204188046104
05.12.1977 12:00,1000.2277103777543
03.01.1978 12:00,1000.2512495156635
30.01.1978 12:00,1000.2514143799834
28.03.1978 12:00,1000.305586675309
10.04.1978 12:00,1000.3067476280602
08.05.1978 12:00,1000.2993005760877
05.06.1978 12:00,1000.2957649737725
03.07.1978 12:00,1000.2887933102148
02.08.1978 12:00,1000.2828966722346
28.08.1978 12:00,1000.2878250895311
25.09.1978 12:00,1000.2824950754216
23.10.1978 12:00,1000.2732678832506
20.11.1978 12:00,1000.2760516936665
18.12.1978 12:00,1000.2665966518701
13.03.1979 12:00,1000.2913529927482
10.04.1979 12:00,1000.2814694610878
07.05.1979 12:00,1000.2805156682296
05.06.1979 12:00,1000.2622166842684
02.07.1979 12:00,1000.2597691687312
30.07.1979 12:00,1000.2542883333276
27.08.1979 12:00,1000.2513652455866
24.09.1979 12:00,1000.2468380144603
22.10.1979 12:00,1000.2485878468632
19.11.1979 12:00,1000.2460130429148
17.12.1979 12:00,1000.2420728864455
04.02.1980 12:00,1000.282390214669
10.03.1980 12:00,1000.2894823921644
08.04.1980 12:00,1000.2677056396352
05.05.1980 12:00,1000.2570844698386
27.05.1980 12:00,1000.2604773515257
30.06.1980 12:00,1000.2436860198424
28.07.1980 12:00,1000.2369763595772
25.08.1980 12:00,1000.2390669984356
22.09.1980 12:00,1000.2315034511797
20.10.1980 12:00,1000.2324180938788
10.11.1980 12:00,1000.232374460488
15.12.1980 12:00,1000.2714157437507
12.01.1981 12:00,1000.267958653192
06.04.1981 12:00,1000.292841752898
05.05.1981 12:00,1000.28641867768
02.06.1981 12:00,1000.277912587079
29.06.1981 12:00,1000.2782291855522
04.08.1981 12:00,1000.274668728038
21.09.1981 12:00,1000.2719184456973
20.10.1981 12:00,1000.285699675465
16.11.1981 12:00,1000.2824434336706
14.12.1981 12:00,1000.2868939075294
15.03.1982 12:00,1000.3141873010068
13.04.1982 12:00,1000.307731270064
07.06.1982 12:00,1000.297776573628
05.07.1982 12:00,1000.2983127931045
10.08.1982 12:00,1000.2871281094285
30.08.1982 12:00,1000.2795059062687
04.10.1982 12:00,1000.2838909426407
25.10.1982 12:00,1000.2663181978369
22.11.1982 12:00,1000.2470382866023
13.12.1982 12:00,1000.2317834277645
17.01.1983 12:00,1000.2938969350646
18.04.1983 12:00,1000.2949699212335
24.05.1983 12:00,1000.2761087242334
20.06.1983 12:00,1000.2602731403842
11.07.1983 12:00,1000.2723559260729
29.08.1983 12:00,1000.2580684196182
26.09.1983 12:00,1000.2567362533299
24.10.1983 12:00,1000.2431122198813
21.11.1983 12:00,1000.2389925144531
12.12.1983 12:00,1000.2626846003699
10.01.1984 12:00,1000.287204205734
06.02.1984 12:00,1000.2943821378408
05.03.1984 12:00,1000.2950573467205
02.04.1984 12:00,1000.2950251341246
30.04.1984 12:00,1000.2968091171005
12.06.1984 12:00,1000.296395974239
02.07.1984 12:00,1000.2924783232212
13.08.1984 12:00,1000.2868370873692
10.09.1984 12:00,1000.2825757679049
01.10.1984 12:00,1000.2723847436715
05.11.1984 12:00,1000.2724104171494
03.12.1984 12:00,1000.2619333448287
11.03.1985 12:00,1000.3040621595723
09.04.1985 12:00,1000.2938568721618
06.05.1985 12:00,1000.2822307811931
03.06.1985 12:00,1000.2698497123888
01.07.1985 12:00,1000.2568483360753
26.08.1985 12:00,1000.2538728911007
23.09.1985 12:00,1000.2467165070241
22.10.1985 12:00,1000.2496455875801
18.11.1985 12:00,1000.2435412647976
09.12.1985 12:00,1000.2601456030686
13.01.1986 12:00,1000.2870397180408
07.04.1986 12:00,1000.2918939521221
05.05.1986 12:00,1000.2811197192539
02.06.1986 12:00,1000.2688503886188
30.06.1986 12:00,1000.2783759865486
28.07.1986 12:00,1000.2766191409141
25.08.1986 12:00,1000.2731880598035
22.09.1986 12:00,1000.2731482882347
20.10.1986 12:00,1000.2688603567601
17.11.1986 12:00,1000.2632401325152
15.12.1986 12:00,1000.2653520493799
09.03.1987 12:00,1000.2871833217271
13.04.1987 12:00,1000.2891094302846
