date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
14.10.1942 12:00,5.2
09.09.1947 12:00,6.2
24.06.1948 12:00,6.0
17.03.1949 12:00,3.6
30.03.1949 12:00,4.2
20.04.1949 12:00,5.1
31.05.1949 12:00,5.4
08.07.1949 12:00,5.9
20.07.1949 12:00,5.5
26.08.1949 12:00,5.7
22.09.1949 12:00,5.6
04.11.1949 12:00,5.5
08.12.1949 12:00,6.1
10.01.1950 12:00,4.6
16.02.1950 12:00,3.2
16.03.1950 12:00,4.0
14.04.1950 12:00,5.5
10.05.1950 12:00,6.0
12.06.1950 12:00,6.4
12.07.1950 12:00,6.4
09.08.1950 12:00,6.8
06.09.1950 12:00,6.4
05.10.1950 12:00,6.6
06.11.1950 12:00,6.4
04.12.1950 12:00,6.8
08.02.1951 12:00,3.4
08.03.1951 12:00,3.5
03.04.1951 12:00,4.8
07.05.1951 12:00,5.5
07.06.1951 12:00,5.8
03.07.1951 12:00,6.0
04.09.1951 12:00,6.0
02.10.1951 12:00,6.2
11.09.1952 12:00,5.2
27.01.1953 12:00,3.8
03.03.1953 12:00,3.4
27.03.1953 12:00,3.7
17.04.1953 12:00,4.0
26.05.1953 12:00,4.6
23.06.1953 12:00,5.0
27.07.1953 12:00,5.5
25.08.1953 12:00,5.4
21.09.1953 12:00,5.6
20.10.1953 12:00,5.6
18.11.1953 12:00,5.5
14.12.1953 12:00,5.4
08.02.1954 12:00,3.2
10.03.1954 12:00,3.0
21.04.1954 12:00,4.8
18.05.1954 12:00,5.2
15.06.1954 12:00,5.3
20.07.1954 12:00,5.4
26.08.1954 12:00,5.6
14.09.1954 12:00,5.8
20.10.1954 12:00,5.8
23.11.1954 12:00,5.8
21.12.1954 12:00,6.2
26.01.1955 12:00,3.7
18.07.1955 12:00,5.5
19.09.1955 12:00,5.8
17.02.1956 12:00,3.0
26.03.1956 12:00,3.7
24.04.1956 12:00,4.6
16.05.1956 12:00,4.7
12.06.1956 12:00,5.0
03.07.1956 12:00,5.2
06.08.1956 12:00,5.6
11.09.1956 12:00,5.8
11.10.1956 12:00,5.6
07.11.1956 12:00,5.6
05.12.1956 12:00,5.4
15.01.1957 12:00,3.9
19.02.1957 12:00,3.2
18.03.1957 12:00,4.1
10.04.1957 12:00,4.1
06.05.1957 12:00,4.3
04.06.1957 12:00,4.7
02.07.1957 12:00,5.2
15.08.1957 12:00,5.7
20.09.1957 12:00,5.8
30.10.1957 12:00,6.1
21.11.1957 12:00,5.9
17.12.1957 12:00,5.6
22.01.1958 12:00,3.7
19.02.1958 12:00,3.7
18.03.1958 12:00,3.3
17.04.1958 12:00,4.5
20.05.1958 12:00,5.0
17.06.1958 12:00,6.0
16.07.1958 12:00,5.7
15.08.1958 12:00,6.2
23.09.1958 12:00,6.0
28.10.1958 12:00,5.8
15.12.1958 12:00,5.3
13.01.1959 12:00,3.4
24.03.1959 12:00,4.5
28.04.1959 12:00,4.9
21.05.1959 12:00,5.3
16.06.1959 12:00,5.4
14.07.1959 12:00,5.4
12.08.1959 12:00,5.8
10.09.1959 12:00,5.4
20.10.1959 12:00,5.4
18.11.1959 12:00,5.4
15.12.1959 12:00,5.4
19.01.1960 12:00,5.2
10.02.1960 12:00,4.1
08.03.1960 12:00,3.8
07.04.1960 12:00,4.6
05.05.1960 12:00,4.8
01.06.1960 12:00,4.7
04.07.1960 12:00,5.6
03.08.1960 12:00,5.8
14.09.1960 12:00,5.2
18.10.1960 12:00,5.3
22.11.1960 12:00,5.3
20.12.1960 12:00,5.3
24.01.1961 12:00,3.4
24.02.1961 12:00,3.9
24.03.1961 12:00,4.7
26.04.1961 12:00,5.7
14.06.1961 12:00,6.7
11.07.1961 12:00,6.3
15.08.1961 12:00,6.7
21.09.1961 12:00,6.4
24.10.1961 12:00,6.3
29.11.1961 12:00,6.6
27.12.1961 12:00,4.8
17.01.1962 12:00,4.0
16.02.1962 12:00,3.0
07.03.1962 12:00,2.7
17.04.1962 12:00,4.9
24.05.1962 12:00,5.5
20.06.1962 12:00,5.7
25.07.1962 12:00,6.2
29.08.1962 12:00,6.1
25.09.1962 12:00,6.2
24.10.1962 12:00,5.7
26.11.1962 12:00,5.7
14.12.1962 12:00,5.5
23.01.1963 12:00,2.9
12.02.1963 12:00,3.0
09.04.1963 12:00,3.4
07.05.1963 12:00,4.2
11.06.1963 12:00,4.8
05.07.1963 12:00,4.9
07.08.1963 12:00,4.8
03.09.1963 12:00,4.7
16.10.1963 12:00,4.9
14.11.1963 12:00,5.0
05.12.1963 12:00,4.9
15.01.1964 12:00,4.1
07.02.1964 12:00,3.7
25.03.1964 12:00,3.7
24.04.1964 12:00,4.9
21.05.1964 12:00,5.2
19.06.1964 12:00,5.1
16.07.1964 12:00,5.2
27.08.1964 12:00,5.2
16.09.1964 12:00,5.4
28.10.1964 12:00,5.4
24.11.1964 12:00,5.2
28.12.1964 12:00,5.2
20.01.1965 12:00,3.2
17.02.1965 12:00,3.2
25.03.1965 12:00,3.4
22.04.1965 12:00,4.2
21.05.1965 12:00,5.1
30.06.1965 12:00,6.2
29.07.1965 12:00,6.8
30.08.1965 12:00,6.5
23.09.1965 12:00,6.9
15.10.1965 12:00,6.6
30.11.1965 12:00,6.5
22.12.1965 12:00,5.4
15.02.1966 12:00,3.8
23.03.1966 12:00,4.6
13.04.1966 12:00,5.2
11.05.1966 12:00,5.4
30.06.1966 12:00,5.8
27.07.1966 12:00,6.1
29.08.1966 12:00,6.1
21.09.1966 12:00,6.2
12.10.1966 12:00,6.4
08.11.1966 12:00,5.9
07.12.1966 12:00,6.0
26.01.1967 12:00,3.8
28.02.1967 12:00,3.9
21.03.1967 12:00,4.9
11.04.1967 12:00,5.7
12.05.1967 12:00,6.0
22.06.1967 12:00,6.4
25.07.1967 12:00,6.5
22.08.1967 12:00,7.3
20.09.1967 12:00,6.5
25.10.1967 12:00,6.6
29.11.1967 12:00,6.8
27.12.1967 12:00,4.5
30.01.1968 12:00,2.7
13.03.1968 12:00,3.3
16.04.1968 12:00,4.6
14.05.1968 12:00,5.1
19.06.1968 12:00,5.0
09.07.1968 12:00,5.2
13.08.1968 12:00,5.7
11.09.1968 12:00,6.1
08.10.1968 12:00,5.5
06.11.1968 12:00,5.6
18.12.1968 12:00,5.2
20.01.1969 12:00,3.6
28.02.1969 12:00,2.9
25.03.1969 12:00,3.5
22.04.1969 12:00,5.5
27.05.1969 12:00,6.1
25.06.1969 12:00,6.0
15.07.1969 12:00,6.2
19.08.1969 12:00,6.3
09.09.1969 12:00,6.0
21.10.1969 12:00,6.0
17.12.1969 12:00,4.4
11.03.1970 12:00,2.9
24.04.1970 12:00,4.7
21.05.1970 12:00,5.2
10.06.1970 12:00,5.3
07.07.1970 12:00,6.3
05.08.1970 12:00,6.1
09.09.1970 12:00,6.1
13.10.1970 12:00,6.1
10.11.1970 12:00,5.9
29.12.1970 12:00,4.2
14.04.1971 12:00,4.0
12.05.1971 12:00,4.2
09.06.1971 12:00,4.3
06.07.1971 12:00,4.9
10.08.1971 12:00,5.0
15.09.1971 12:00,4.9
19.10.1971 12:00,4.8
30.11.1971 12:00,4.8
29.12.1971 12:00,4.7
18.01.1972 12:00,4.6
22.02.1972 12:00,4.6
16.03.1972 12:00,4.5
10.04.1972 12:00,5.3
16.05.1972 12:00,5.6
13.06.1972 12:00,6.3
11.07.1972 12:00,6.2
15.08.1972 12:00,6.7
26.09.1972 12:00,6.5
17.10.1972 12:00,6.3
27.11.1972 12:00,6.5
20.12.1972 12:00,5.2
24.01.1973 12:00,3.7
21.03.1973 12:00,3.4
24.04.1973 12:00,5.0
22.05.1973 12:00,5.5
26.06.1973 12:00,5.5
24.07.1973 12:00,5.6
22.08.1973 12:00,5.4
26.09.1973 12:00,5.8
23.10.1973 12:00,5.5
20.11.1973 12:00,5.6
11.12.1973 12:00,5.2
09.01.1974 12:00,4.0
11.02.1974 12:00,3.8
05.03.1974 12:00,4.0
02.04.1974 12:00,4.3
14.05.1974 12:00,4.6
05.06.1974 12:00,5.1
09.07.1974 12:00,5.2
06.08.1974 12:00,5.2
03.09.1974 12:00,5.2
08.10.1974 12:00,5.8
06.11.1974 12:00,5.6
03.12.1974 12:00,6.1
14.01.1975 12:00,4.6
06.02.1975 12:00,4.4
12.03.1975 12:00,4.4
08.04.1975 12:00,5.1
12.05.1975 12:00,5.2
10.06.1975 12:00,6.1
02.07.1975 12:00,5.9
06.08.1975 12:00,6.4
03.09.1975 12:00,6.2
20.10.1975 12:00,5.7
11.11.1975 12:00,5.7
10.12.1975 12:00,5.5
05.01.1976 12:00,3.6
01.03.1976 12:00,3.3
29.03.1976 12:00,3.7
26.04.1976 12:00,3.95
24.05.1976 12:00,4.1
21.06.1976 12:00,4.55
13.09.1976 12:00,4.85
11.10.1976 12:00,4.95
08.11.1976 12:00,4.85
06.12.1976 12:00,4.95
03.01.1977 12:00,4.55
31.01.1977 12:00,3.75
28.02.1977 12:00,4.4
28.03.1977 12:00,4.3
25.04.1977 12:00,5.45
23.05.1977 12:00,5.75
20.06.1977 12:00,5.85
18.07.1977 12:00,6.1
15.08.1977 12:00,6.4
12.09.1977 12:00,6.2
10.10.1977 12:00,6.15
07.11.1977 12:00,6.1
05.12.1977 12:00,6.0
03.01.1978 12:00,4.6
30.01.1978 12:00,3.2
13.03.1978 12:00,3.6
28.03.1978 12:00,4.0
10.04.1978 12:00,4.3
08.05.1978 12:00,4.5
05.06.1978 12:00,4.95
03.07.1978 12:00,5.1
02.08.1978 12:00,5.25
28.08.1978 12:00,5.2
25.09.1978 12:00,5.4
23.10.1978 12:00,5.6
20.11.1978 12:00,5.55
18.12.1978 12:00,5.45
13.03.1979 12:00,3.95
10.04.1979 12:00,4.8
07.05.1979 12:00,4.85
05.06.1979 12:00,5.6
02.07.1979 12:00,5.7
30.07.1979 12:00,5.85
27.08.1979 12:00,5.95
24.09.1979 12:00,6.05
22.10.1979 12:00,6.05
19.11.1979 12:00,6.05
17.12.1979 12:00,6.1
04.02.1980 12:00,3.05
10.03.1980 12:00,3.9
08.04.1980 12:00,5.5
05.05.1980 12:00,5.8
27.05.1980 12:00,5.75
30.06.1980 12:00,5.95
28.07.1980 12:00,6.2
25.08.1980 12:00,6.05
22.09.1980 12:00,6.3
20.10.1980 12:00,6.3
10.11.1980 12:00,6.2
15.12.1980 12:00,4.0
12.01.1981 12:00,2.9
06.04.1981 12:00,3.75
05.05.1981 12:00,4.2
02.06.1981 12:00,4.7
29.06.1981 12:00,4.85
04.08.1981 12:00,5.05
21.09.1981 12:00,5.15
20.10.1981 12:00,5.3
16.11.1981 12:00,5.4
14.12.1981 12:00,5.2
15.03.1982 12:00,3.4
13.04.1982 12:00,4.55
07.06.1982 12:00,5.15
05.07.1982 12:00,5.25
10.08.1982 12:00,5.5
30.08.1982 12:00,5.65
04.10.1982 12:00,5.65
25.10.1982 12:00,5.85
22.11.1982 12:00,6.0
13.12.1982 12:00,6.2
17.01.1983 12:00,4.8
18.04.1983 12:00,4.75
24.05.1983 12:00,5.35
20.06.1983 12:00,5.75
11.07.1983 12:00,5.2
29.08.1983 12:00,5.95
26.09.1983 12:00,6.1
24.10.1983 12:00,6.35
21.11.1983 12:00,6.4
12.12.1983 12:00,5.5
10.01.1984 12:00,4.2
06.02.1984 12:00,3.4
05.03.1984 12:00,3.05
02.04.1984 12:00,3.95
30.04.1984 12:00,4.25
12.06.1984 12:00,4.45
02.07.1984 12:00,4.7
13.08.1984 12:00,4.95
10.09.1984 12:00,5.1
01.10.1984 12:00,5.35
05.11.1984 12:00,5.4
03.12.1984 12:00,5.45
11.03.1985 12:00,3.7
09.04.1985 12:00,4.25
06.05.1985 12:00,4.8
03.06.1985 12:00,5.2
01.07.1985 12:00,5.7
26.08.1985 12:00,5.95
23.09.1985 12:00,6.2
22.10.1985 12:00,6.2
