date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
06.05.1942 12:00,11.4
14.10.1942 12:00,16.4
09.09.1947 12:00,20.1
24.06.1948 12:00,17.4
17.03.1949 12:00,3.5
30.03.1949 12:00,6.8
20.04.1949 12:00,15.4
31.05.1949 12:00,16.0
08.07.1949 12:00,21.6
20.07.1949 12:00,21.6
26.08.1949 12:00,21.0
22.09.1949 12:00,19.7
04.11.1949 12:00,11.0
08.12.1949 12:00,6.8
10.01.1950 12:00,4.6
16.02.1950 12:00,4.1
16.03.1950 12:00,4.8
14.04.1950 12:00,7.3
10.05.1950 12:00,14.3
12.06.1950 12:00,24.2
12.07.1950 12:00,23.2
09.08.1950 12:00,24.5
06.09.1950 12:00,19.6
05.10.1950 12:00,15.7
06.11.1950 12:00,9.7
04.12.1950 12:00,6.3
08.02.1951 12:00,2.7
08.03.1951 12:00,2.9
03.04.1951 12:00,5.3
07.05.1951 12:00,14.4
07.06.1951 12:00,18.3
03.07.1951 12:00,20.1
04.09.1951 12:00,20.2
02.10.1951 12:00,16.5
11.09.1952 12:00,17.0
27.01.1953 12:00,1.8
03.03.1953 12:00,2.4
27.03.1953 12:00,6.3
17.04.1953 12:00,8.2
26.05.1953 12:00,25.5
23.06.1953 12:00,20.2
27.07.1953 12:00,23.4
25.08.1953 12:00,20.0
21.09.1953 12:00,17.9
20.10.1953 12:00,14.2
18.11.1953 12:00,8.7
14.12.1953 12:00,6.1
08.02.1954 12:00,0.2
10.03.1954 12:00,2.9
21.04.1954 12:00,6.7
18.05.1954 12:00,15.2
15.06.1954 12:00,16.3
20.07.1954 12:00,19.3
26.08.1954 12:00,17.1
14.09.1954 12:00,18.8
20.10.1954 12:00,13.4
23.11.1954 12:00,8.4
21.12.1954 12:00,6.1
26.01.1955 12:00,3.8
18.07.1955 12:00,26.6
19.09.1955 12:00,16.6
17.02.1956 12:00,0.1
26.03.1956 12:00,4.6
24.04.1956 12:00,10.0
16.05.1956 12:00,14.4
12.06.1956 12:00,17.3
03.07.1956 12:00,18.6
06.08.1956 12:00,20.8
11.09.1956 12:00,19.1
11.10.1956 12:00,13.4
07.11.1956 12:00,9.3
05.12.1956 12:00,5.6
15.01.1957 12:00,3.2
19.02.1957 12:00,3.1
18.03.1957 12:00,6.5
10.04.1957 12:00,8.4
06.05.1957 12:00,9.8
04.06.1957 12:00,16.8
02.07.1957 12:00,23.8
15.08.1957 12:00,19.4
20.09.1957 12:00,19.5
30.10.1957 12:00,11.3
21.11.1957 12:00,8.4
17.12.1957 12:00,5.4
22.01.1958 12:00,3.3
19.02.1958 12:00,3.4
18.03.1958 12:00,3.1
17.04.1958 12:00,5.15
20.05.1958 12:00,17.1
17.06.1958 12:00,23.4
16.07.1958 12:00,23.2
15.08.1958 12:00,22.1
23.09.1958 12:00,18.4
28.10.1958 12:00,10.7
15.12.1958 12:00,5.3
13.01.1959 12:00,3.4
24.03.1959 12:00,9.0
28.04.1959 12:00,12.5
21.05.1959 12:00,20.3
16.06.1959 12:00,19.9
14.07.1959 12:00,24.6
12.08.1959 12:00,22.0
10.09.1959 12:00,21.2
20.10.1959 12:00,13.8
18.11.1959 12:00,7.9
15.12.1959 12:00,5.2
19.01.1960 12:00,2.0
10.02.1960 12:00,2.6
08.03.1960 12:00,3.5
07.04.1960 12:00,9.3
05.05.1960 12:00,12.0
01.06.1960 12:00,18.7
04.07.1960 12:00,20.1
03.08.1960 12:00,21.0
14.09.1960 12:00,19.5
18.10.1960 12:00,11.3
22.11.1960 12:00,7.8
20.12.1960 12:00,5.2
24.01.1961 12:00,2.5
24.02.1961 12:00,3.8
24.03.1961 12:00,6.2
26.04.1961 12:00,13.4
14.06.1961 12:00,19.0
11.07.1961 12:00,23.7
15.08.1961 12:00,20.5
21.09.1961 12:00,21.0
24.10.1961 12:00,14.6
29.11.1961 12:00,8.1
27.12.1961 12:00,5.2
17.01.1962 12:00,3.8
16.02.1962 12:00,2.9
07.03.1962 12:00,2.4
17.04.1962 12:00,6.7
24.05.1962 12:00,13.6
20.06.1962 12:00,22.0
25.07.1962 12:00,22.7
29.08.1962 12:00,24.0
25.09.1962 12:00,16.9
24.10.1962 12:00,12.9
26.11.1962 12:00,6.5
14.12.1962 12:00,4.2
23.01.1963 12:00,1.5
12.02.1963 12:00,0.5
09.04.1963 12:00,4.5
07.05.1963 12:00,17.7
11.06.1963 12:00,18.3
05.07.1963 12:00,22.6
07.08.1963 12:00,25.4
03.09.1963 12:00,19.2
