date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
04.11.1974 14:00,7.8
06.11.1978 14:05,9.8
26.03.1979 14:10,5.9
04.12.1979 14:00,7.9
17.03.1980 14:00,6.3
11.11.1980 14:15,8.6
10.03.1981 14:40,5.9
10.11.1981 14:40,7.8
15.03.1982 15:45,6.2
24.11.1982 16:40,8.0
07.03.1983 14:13,6.3
22.11.1983 14:10,8.5
07.03.1984 14:10,5.0
21.11.1984 14:05,9.4
19.03.1985 14:05,5.9
26.11.1985 15:50,7.6
10.03.1986 15:00,5.0
05.11.1986 14:15,9.6
09.11.1987 14:15,9.5
01.03.1988 14:10,4.9
14.11.1988 14:15,9.2
07.05.1991 09:00,8.3
26.06.1991 09:00,17.1
22.08.1991 10:46,18.3
10.11.1993 12:00,9.2
15.02.1994 12:00,5.16
15.03.1994 12:00,6.34
11.04.1994 12:00,6.32
10.05.1994 12:00,10.32
21.06.1994 12:00,14.6
05.07.1994 12:00,17.81
02.08.1994 12:00,15.31
31.08.1994 12:00,16.0
27.09.1994 12:00,12.52
25.10.1994 12:00,10.54
22.11.1994 12:00,9.48
20.12.1994 12:00,8.04
02.02.1995 12:00,5.68
21.02.1995 12:00,5.72
31.03.1995 12:00,5.6
25.04.1995 12:00,7.57
22.05.1995 12:00,9.85
20.06.1995 12:00,14.66
25.07.1995 12:00,16.14
14.08.1995 12:00,15.46
22.08.1995 12:00,16.02
19.09.1995 12:00,13.43
03.10.1995 12:00,11.75
17.10.1995 12:00,13.32
14.11.1995 12:00,9.75
19.12.1995 12:00,6.95
22.01.1996 12:00,5.9
26.02.1996 12:00,5.25
26.03.1996 12:00,7.44
30.04.1996 12:00,9.31
03.05.1996 12:00,8.94
23.05.1996 12:00,11.17
19.06.1996 12:00,16.99
16.07.1996 12:00,19.02
13.08.1996 12:00,16.46
12.09.1996 12:00,13.82
08.10.1996 12:00,12.02
11.11.1996 12:00,9.99
09.12.1996 12:00,7.29
22.01.1997 12:00,5.45
24.02.1997 12:00,5.49
19.03.1997 12:00,5.39
16.04.1997 12:00,7.14
14.05.1997 12:00,9.66
11.06.1997 12:00,16.12
09.07.1997 12:00,14.92
06.08.1997 12:00,16.96
10.09.1997 12:00,17.36
07.10.1997 12:00,13.84
12.11.1997 12:00,9.04
10.12.1997 12:00,7.37
22.01.1998 12:00,5.77
24.02.1998 12:00,5.58
25.03.1998 12:00,5.73
21.04.1998 12:00,7.7
19.05.1998 12:00,12.22
16.06.1998 12:00,13.78
14.07.1998 12:00,15.76
11.08.1998 12:00,18.2
22.09.1998 12:00,11.98
13.10.1998 12:00,10.88
10.11.1998 12:00,9.07
14.12.1998 12:00,6.07
19.01.1999 12:00,5.43
03.03.1999 12:00,5.44
23.03.1999 12:00,5.28
20.04.1999 12:00,6.27
21.05.1999 12:00,9.66
15.06.1999 12:00,12.81
22.07.1999 12:00,16.2
17.08.1999 12:00,15.78
14.09.1999 12:00,16.83
12.10.1999 12:00,11.64
09.11.1999 12:00,9.77
14.12.1999 12:00,6.77
18.01.2000 12:00,5.35
22.02.2000 12:00,4.96
23.03.2000 12:00,6.35
18.04.2000 12:00,6.46
16.05.2000 12:00,13.9
20.06.2000 12:00,17.52
18.07.2000 12:00,13.35
15.08.2000 12:00,18.44
12.09.2000 12:00,16.0
10.10.2000 12:00,11.72
07.11.2000 12:00,9.52
05.12.2000 12:00,7.88
23.01.2001 12:00,5.83
27.02.2001 12:00,5.5
20.03.2001 12:00,6.07
24.04.2001 12:00,6.58
31.05.2001 12:00,16.34
26.06.2001 12:00,17.04
24.07.2001 12:00,15.03
23.08.2001 12:00,17.45
18.09.2001 12:00,11.48
18.10.2001 12:00,13.74
20.11.2001 12:00,8.85
18.12.2001 12:00,6.48
15.01.2002 12:00,5.37
12.02.2002 12:00,5.32
19.03.2002 12:00,6.87
16.04.2002 12:00,7.28
15.05.2002 12:00,11.36
20.06.2002 12:00,20.27
25.07.2002 12:00,15.7
22.08.2002 12:00,16.07
19.09.2002 12:00,14.48
15.10.2002 12:00,11.42
19.11.2002 12:00,8.6
17.12.2002 12:00,7.21
21.01.2003 12:00,5.79
19.02.2003 12:00,5.24
18.03.2003 12:00,5.78
15.04.2003 12:00,7.86
16.05.2003 12:00,12.24
11.06.2003 12:00,19.59
08.07.2003 12:00,18.24
12.08.2003 12:00,19.7
09.09.2003 12:00,15.11
14.10.2003 12:00,11.87
11.11.2003 12:00,8.78
11.12.2003 12:00,7.14
13.01.2004 12:00,5.7
17.02.2004 12:00,5.22
16.03.2004 12:00,5.94
14.04.2004 12:00,6.94
11.05.2004 12:00,9.28
08.06.2004 12:00,13.98
06.07.2004 12:00,14.53
10.08.2004 12:00,17.72
07.09.2004 12:00,17.18
12.10.2004 12:00,13.18
09.11.2004 12:00,10.24
07.12.2004 12:00,7.52
11.01.2005 12:00,5.66
18.02.2005 12:00,5.03
15.03.2005 12:00,5.16
12.04.2005 12:00,7.05
20.05.2005 12:00,11.59
14.06.2005 12:00,15.14
12.07.2005 12:00,14.89
09.08.2005 12:00,14.38
13.09.2005 12:00,14.44
11.10.2005 12:00,12.36
08.11.2005 12:00,10.27
06.12.2005 12:00,6.51
10.01.2006 12:00,5.32
21.02.2006 12:00,5.0
21.03.2006 12:00,5.33
11.04.2006 12:00,5.76
09.05.2006 12:00,9.72
12.06.2006 12:00,14.71
11.07.2006 12:00,17.76
15.08.2006 12:00,13.37
12.09.2006 12:00,15.48
10.10.2006 12:00,12.39
14.11.2006 12:00,9.44
12.12.2006 12:00,7.85
16.01.2007 12:00,5.9
13.02.2007 12:00,5.37
13.03.2007 12:00,6.09
11.04.2007 12:00,10.48
08.05.2007 12:00,12.98
12.06.2007 12:00,16.95
10.07.2007 12:00,12.77
07.08.2007 12:00,18.32
11.09.2007 12:00,12.02
09.10.2007 12:00,14.11
06.11.2007 12:00,9.43
11.12.2007 12:00,6.74
25.01.2008 12:00,5.54
19.02.2008 12:00,5.4
18.03.2008 12:00,5.81
15.04.2008 12:00,6.02
20.05.2008 12:00,13.09
10.06.2008 12:00,13.84
08.07.2008 12:00,16.84
05.08.2008 12:00,19.26
09.09.2008 12:00,14.24
14.10.2008 12:00,12.36
11.11.2008 12:00,9.53
11.12.2008 12:00,7.08
20.01.2009 12:00,5.58
17.02.2009 12:00,5.34
17.03.2009 12:00,6.0
07.04.2009 12:00,8.32
12.05.2009 12:00,12.56
16.06.2009 12:00,15.74
21.07.2009 12:00,16.86
18.08.2009 12:00,20.1
15.09.2009 12:00,13.84
13.10.2009 12:00,12.52
10.11.2009 12:00,9.48
08.12.2009 12:00,8.09
12.01.2010 12:00,5.7
23.02.2010 12:00,5.32
16.03.2010 12:00,5.23
13.04.2010 12:00,7.42
18.05.2010 12:00,10.24
15.06.2010 12:00,13.16
13.07.2010 12:00,16.38
17.08.2010 12:00,14.75
14.09.2010 12:00,13.6
19.10.2010 12:00,10.65
16.11.2010 12:00,8.86
14.12.2010 12:00,6.45
11.01.2011 12:00,5.58
15.02.2011 12:00,5.43
15.03.2011 12:00,5.67
19.04.2011 12:00,10.86
17.05.2011 12:00,13.76
15.06.2011 12:00,16.37
12.07.2011 12:00,19.02
16.08.2011 12:00,18.42
13.09.2011 12:00,17.83
13.10.2011 12:00,12.12
15.11.2011 12:00,8.57
13.12.2011 12:00,6.71
17.01.2012 12:00,5.74
21.02.2012 12:00,5.13
13.03.2012 12:00,5.93
11.04.2012 12:00,7.63
08.05.2012 12:00,11.56
12.06.2012 12:00,14.28
10.07.2012 12:00,18.22
14.08.2012 12:00,18.74
11.09.2012 12:00,17.17
16.10.2012 12:00,11.22
13.11.2012 12:00,9.61
11.12.2012 12:00,7.06
22.01.2013 12:00,5.66
19.02.2013 12:00,5.28
