date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen concentration [mg/L]
04.11.1974 14:00,8.8
06.11.1978 14:05,9.1
26.03.1979 14:10,9.5
04.12.1979 14:00,8.6
17.03.1980 14:00,9.0
11.11.1980 14:15,8.4
10.03.1981 14:40,9.7
10.11.1981 14:40,8.8
15.03.1982 15:45,9.5
24.11.1982 16:40,8.9
07.03.1983 14:13,9.3
22.11.1983 14:10,8.9
07.03.1984 14:10,9.3
21.11.1984 14:05,8.6
19.03.1985 14:05,9.1
26.11.1985 15:50,8.6
10.03.1986 15:00,9.3
05.11.1986 14:15,8.9
09.11.1987 14:15,9.0
01.03.1988 14:10,9.2
14.11.1988 14:15,8.8
07.05.1991 09:00,9.4
26.06.1991 09:00,9.3
22.08.1991 10:46,9.1
10.11.1993 12:00,9.6
15.02.1994 12:00,10.6
15.03.1994 12:00,10.6
11.04.1994 12:00,10.2
10.05.1994 12:00,10.1
21.06.1994 12:00,9.5
05.07.1994 12:00,10.0
02.08.1994 12:00,10.2
31.08.1994 12:00,9.8
27.09.1994 12:00,9.5
25.10.1994 12:00,9.6
22.11.1994 12:00,9.8
20.12.1994 12:00,9.6
02.02.1995 12:00,9.8
21.02.1995 12:00,10.0
31.03.1995 12:00,10.1
25.04.1995 12:00,10.0
22.05.1995 12:00,10.0
20.06.1995 12:00,9.9
25.07.1995 12:00,9.9
14.08.1995 12:00,9.6
22.08.1995 12:00,9.8
19.09.1995 12:00,9.5
03.10.1995 12:00,9.6
17.10.1995 12:00,9.6
14.11.1995 12:00,9.5
19.12.1995 12:00,9.5
22.01.1996 12:00,10.1
26.02.1996 12:00,9.7
26.03.1996 12:00,9.6
30.04.1996 12:00,10.0
03.05.1996 12:00,10.0
23.05.1996 12:00,10.0
19.06.1996 12:00,10.3
16.07.1996 12:00,10.2
13.08.1996 12:00,10.2
12.09.1996 12:00,9.7
08.10.1996 12:00,9.9
11.11.1996 12:00,9.6
09.12.1996 12:00,9.6
22.01.1997 12:00,9.5
24.02.1997 12:00,9.9
19.03.1997 12:00,9.9
16.04.1997 12:00,10.1
14.05.1997 12:00,9.9
11.06.1997 12:00,9.7
