date (yyyy-mm-dd HH:MM:SS),bottom oxygen concentration [mg/L]
04.11.1974 14:00,7.7
15.03.1978 14:10,7.4
06.11.1978 14:05,7.7
26.03.1979 14:10,7.4
04.12.1979 14:00,5.5
17.03.1980 14:00,6.2
11.11.1980 14:15,5.4
10.03.1981 14:40,8.6
10.11.1981 14:40,8.1
15.03.1982 15:45,7.5
24.11.1982 16:40,6.8
07.03.1983 14:13,7.1
22.11.1983 14:10,6.2
07.03.1984 14:10,6.9
21.11.1984 14:05,5.4
19.03.1985 14:05,6.7
26.11.1985 15:50,5.4
10.03.1986 15:00,6.6
05.11.1986 14:15,7.1
09.11.1987 14:15,7.7
01.03.1988 14:10,7.6
14.11.1988 14:15,6.7
07.05.1991 09:00,8.8
26.06.1991 09:00,9.2
22.08.1991 10:46,8.7
10.11.1993 12:00,8.8
15.02.1994 12:00,8.7
15.03.1994 12:00,8.6
11.04.1994 12:00,8.4
10.05.1994 12:00,8.3
21.06.1994 12:00,8.1
05.07.1994 12:00,8.2
02.08.1994 12:00,8.7
31.08.1994 12:00,8.6
27.09.1994 12:00,8.6
25.10.1994 12:00,8.5
22.11.1994 12:00,8.6
20.12.1994 12:00,8.4
02.02.1995 12:00,8.4
21.02.1995 12:00,8.2
31.03.1995 12:00,8.5
25.04.1995 12:00,8.4
22.05.1995 12:00,8.3
20.06.1995 12:00,8.2
25.07.1995 12:00,8.3
14.08.1995 12:00,8.1
22.08.1995 12:00,8.2
19.09.1995 12:00,8.2
03.10.1995 12:00,8.1
17.10.1995 12:00,8.0
14.11.1995 12:00,7.7
19.12.1995 12:00,7.5
22.01.1996 12:00,7.8
26.02.1996 12:00,7.4
26.03.1996 12:00,7.1
30.04.1996 12:00,6.5
03.05.1996 12:00,5.5
23.05.1996 12:00,4.7
19.06.1996 12:00,3.5
16.07.1996 12:00,3.5
13.08.1996 12:00,4.7
12.09.1996 12:00,3.9
08.10.1996 12:00,4.2
11.11.1996 12:00,4.0
09.12.1996 12:00,4.4
22.01.1997 12:00,5.0
24.02.1997 12:00,5.7
19.03.1997 12:00,6.1
16.04.1997 12:00,6.3
14.05.1997 12:00,6.4
11.06.1997 12:00,6.3
09.07.1997 12:00,6.4
06.08.1997 12:00,6.4
10.09.1997 12:00,7.3
07.10.1997 12:00,7.3
12.11.1997 12:00,7.2
10.12.1997 12:00,7.1
22.01.1998 12:00,7.2
24.02.1998 12:00,7.0
25.03.1998 12:00,7.3
21.04.1998 12:00,7.8
19.05.1998 12:00,7.2
16.06.1998 12:00,7.0
14.07.1998 12:00,6.9
11.08.1998 12:00,7.1
22.09.1998 12:00,8.2
13.10.1998 12:00,8.5
10.11.1998 12:00,8.2
14.12.1998 12:00,8.0
19.01.1999 12:00,7.9
03.03.1999 12:00,10.8
23.03.1999 12:00,10.8
20.04.1999 12:00,10.6
21.05.1999 12:00,10.7
15.06.1999 12:00,10.5
22.07.1999 12:00,10.3
17.08.1999 12:00,10.2
14.09.1999 12:00,10.1
12.10.1999 12:00,9.9
09.11.1999 12:00,9.7
14.12.1999 12:00,9.7
18.01.2000 12:00,9.5
22.02.2000 12:00,9.4
23.03.2000 12:00,10.4
18.04.2000 12:00,10.5
16.05.2000 12:00,10.5
20.06.2000 12:00,10.8
18.07.2000 12:00,10.4
15.08.2000 12:00,10.3
12.09.2000 12:00,10.0
10.10.2000 12:00,10.0
07.11.2000 12:00,10.2
05.12.2000 12:00,9.8
23.01.2001 12:00,9.5
27.02.2001 12:00,9.4
20.03.2001 12:00,9.5
24.04.2001 12:00,9.3
31.05.2001 12:00,9.3
26.06.2001 12:00,9.4
24.07.2001 12:00,9.2
23.08.2001 12:00,9.1
18.09.2001 12:00,9.2
18.10.2001 12:00,9.0
20.11.2001 12:00,8.7
18.12.2001 12:00,8.7
15.01.2002 12:00,8.6
12.02.2002 12:00,8.7
19.03.2002 12:00,9.6
16.04.2002 12:00,10.0
15.05.2002 12:00,9.9
20.06.2002 12:00,9.9
25.07.2002 12:00,10.0
22.08.2002 12:00,9.9
19.09.2002 12:00,9.6
15.10.2002 12:00,9.4
19.11.2002 12:00,9.3
17.12.2002 12:00,9.2
21.01.2003 12:00,9.1
19.02.2003 12:00,10.6
18.03.2003 12:00,10.6
15.04.2003 12:00,10.4
16.05.2003 12:00,10.4
11.06.2003 12:00,10.2
08.07.2003 12:00,10.3
12.08.2003 12:00,10.3
09.09.2003 12:00,10.3
14.10.2003 12:00,9.8
11.11.2003 12:00,9.7
13.01.2004 12:00,8.8
17.02.2004 12:00,9.9
16.03.2004 12:00,10.5
14.04.2004 12:00,10.4
11.05.2004 12:00,10.4
08.06.2004 12:00,10.3
06.07.2004 12:00,10.2
10.08.2004 12:00,10.0
07.09.2004 12:00,10.0
12.10.2004 12:00,9.9
09.11.2004 12:00,9.7
11.01.2005 12:00,9.0
18.02.2005 12:00,10.7
15.03.2005 12:00,10.7
12.04.2005 12:00,10.7
20.05.2005 12:00,10.3
14.06.2005 12:00,10.2
12.07.2005 12:00,10.2
09.08.2005 12:00,10.6
13.09.2005 12:00,10.4
11.10.2005 12:00,10.2
08.11.2005 12:00,10.1
06.12.2005 12:00,10.0
10.01.2006 12:00,10.8
21.02.2006 12:00,11.0
21.03.2006 12:00,11.2
11.04.2006 12:00,11.0
09.05.2006 12:00,10.9
12.06.2006 12:00,10.7
11.07.2006 12:00,10.8
15.08.2006 12:00,10.6
12.09.2006 12:00,10.6
10.10.2006 12:00,10.4
14.11.2006 12:00,10.1
12.12.2006 12:00,10.0
16.01.2007 12:00,9.9
13.02.2007 12:00,10.0
13.03.2007 12:00,9.8
11.04.2007 12:00,10.0
08.05.2007 12:00,9.9
12.06.2007 12:00,9.8
10.07.2007 12:00,10.0
07.08.2007 12:00,10.0
11.09.2007 12:00,9.8
09.10.2007 12:00,9.8
06.11.2007 12:00,9.7
11.12.2007 12:00,9.5
25.01.2008 12:00,9.6
19.02.2008 12:00,10.7
18.03.2008 12:00,10.8
15.04.2008 12:00,10.8
20.05.2008 12:00,10.4
10.06.2008 12:00,10.6
08.07.2008 12:00,10.6
