date (yyyy-mm-dd HH:MM:SS),bottom oxygen concentration [mg/L]
28.04.1964 12:00,10.8
29.09.1964 12:00,8.1
28.04.1965 12:00,11.1
28.09.1965 12:00,8.4
26.04.1966 12:00,11.2
27.09.1966 12:00,8.5
25.04.1967 12:00,11.3
26.09.1967 12:00,8.3
30.04.1968 12:00,11.6
01.10.1968 12:00,8.9
29.04.1969 12:00,11.4
30.09.1969 12:00,7.7
28.04.1970 12:00,11.9
06.10.1970 12:00,8.3
27.04.1971 12:00,11.4
28.09.1971 12:00,7.6
02.05.1972 12:00,11.4
26.09.1972 12:00,7.5
01.05.1973 12:00,11.2
02.10.1973 12:00,7.7
07.05.1974 12:00,11.2
30.09.1975 12:00,8.0
27.09.1976 12:00,8.0
02.05.1977 12:00,6.3
04.10.1977 12:00,7.5
24.04.1978 12:00,10.2
09.10.1978 12:00,6.9
24.09.1979 12:00,8.8
28.04.1980 12:00,11.1
30.09.1980 12:00,7.8
01.01.1982 12:00,10.2
03.02.1982 12:00,11.1
05.03.1982 12:00,11.8
20.04.1982 12:00,11.8
25.05.1982 12:00,11.1
30.06.1982 12:00,10.1
26.07.1982 12:00,9.3
18.08.1982 12:00,8.0
27.09.1982 12:00,8.4
25.10.1982 12:00,7.1
02.12.1982 12:00,7.8
20.01.1983 12:00,11.0
04.02.1983 12:00,11.6
21.03.1983 12:00,11.4
25.04.1983 12:00,10.2
30.05.1983 12:00,9.6
22.06.1983 12:00,9.3
18.07.1983 12:00,8.4
09.08.1983 12:00,7.3
08.09.1983 12:00,6.2
07.11.1983 12:00,6.6
05.12.1983 12:00,8.3
15.02.1984 12:00,12.2
19.03.1984 12:00,12.2
24.04.1984 12:00,11.7
22.05.1984 12:00,11.4
12.06.1984 12:00,10.9
04.07.1984 12:00,10.9
06.08.1984 12:00,9.0
03.09.1984 12:00,8.6
01.10.1984 12:00,8.2
02.11.1984 12:00,9.0
10.12.1984 12:00,8.0
18.03.1985 12:00,11.4
01.04.1985 12:00,11.8
06.05.1985 12:00,11.6
29.05.1985 12:00,11.4
08.07.1985 12:00,10.0
12.08.1985 12:00,9.0
02.09.1985 12:00,9.0
24.09.1985 12:00,7.8
09.12.1985 12:00,8.4
03.03.1986 12:00,11.6
01.04.1986 12:00,12.0
05.05.1986 12:00,11.5
02.06.1986 12:00,10.8
09.07.1986 12:00,10.4
04.08.1986 12:00,8.7
01.09.1986 12:00,8.4
29.09.1986 12:00,8.3
04.11.1986 12:00,9.2
01.12.1986 12:00,8.8
09.03.1987 12:00,11.6
01.04.1987 12:00,11.8
06.05.1987 12:00,11.3
01.06.1987 12:00,10.9
30.06.1987 12:00,10.3
10.08.1987 12:00,9.9
31.08.1987 12:00,8.9
05.10.1987 12:00,8.0
02.11.1987 12:00,8.4
07.12.1987 12:00,8.9
29.03.1988 12:00,11.6
25.04.1988 12:00,11.3
24.05.1988 12:00,10.6
20.06.1988 12:00,9.8
18.07.1988 12:00,9.6
15.08.1988 12:00,8.8
12.09.1988 12:00,8.0
17.10.1988 12:00,8.1
14.11.1988 12:00,9.2
06.03.1989 12:00,11.4
03.04.1989 12:00,10.6
08.05.1989 12:00,10.4
12.06.1989 12:00,9.9
05.07.1989 12:00,9.6
07.08.1989 12:00,8.3
07.09.1989 12:00,7.8
09.10.1989 12:00,7.4
06.11.1989 12:00,8.3
11.12.1989 12:00,8.0
05.03.1990 12:00,11.2
02.04.1990 12:00,10.9
07.05.1990 12:00,10.5
05.06.1990 12:00,9.9
25.06.1990 12:00,8.9
06.08.1990 12:00,8.4
03.09.1990 12:00,7.4
23.10.1990 12:00,6.9
04.12.1990 12:00,8.0
04.03.1991 12:00,11.8
02.04.1991 12:00,12.2
06.05.1991 12:00,11.0
05.06.1991 12:00,10.7
01.07.1991 12:00,10.0
05.08.1991 12:00,9.2
02.09.1991 12:00,8.6
30.09.1991 12:00,8.0
06.11.1991 12:00,8.0
02.12.1991 12:00,8.4
02.03.1992 12:00,11.8
07.04.1992 12:00,11.6
05.05.1992 12:00,11.4
01.06.1992 12:00,10.6
29.06.1992 12:00,10.1
27.07.1992 12:00,10.2
25.08.1992 12:00,8.6
08.12.1992 12:00,8.9
09.03.1993 12:00,11.9
20.04.1993 12:00,11.5
01.06.1993 12:00,10.7
05.07.1993 12:00,9.7
02.08.1993 12:00,8.0
13.09.1993 12:00,8.0
27.10.1993 12:00,8.8
06.12.1993 12:00,8.8
07.03.1994 12:00,11.2
25.04.1994 12:00,11.0
30.05.1994 12:00,10.9
04.07.1994 12:00,10.0
02.08.1994 12:00,9.2
12.09.1994 12:00,8.4
24.10.1994 12:00,8.1
07.12.1994 12:00,8.2
03.05.1995 12:00,11.2
06.06.1995 12:00,10.2
17.07.1995 12:00,8.8
18.08.1995 12:00,8.0
12.09.1995 12:00,5.6
23.10.1995 12:00,8.5
28.11.1995 12:00,7.6
18.03.1996 12:00,11.4
06.05.1996 12:00,8.9
10.06.1996 12:00,9.1
15.07.1996 12:00,10.0
19.08.1996 12:00,9.0
10.09.1996 12:00,8.6
14.10.1996 12:00,9.4
10.03.1997 12:00,11.1
02.06.1997 12:00,10.0
18.08.1997 12:00,8.4
29.09.1997 12:00,7.9
13.11.1997 12:00,8.2
23.03.1998 12:00,11.4
22.04.1998 12:00,9.5
25.05.1998 12:00,9.9
22.06.1998 12:00,8.4
20.07.1998 12:00,9.2
17.08.1998 12:00,8.0
22.09.1998 12:00,9.9
20.10.1998 12:00,7.8
19.11.1998 12:00,8.1
26.02.1999 12:00,11.8
29.03.1999 12:00,11.8
19.05.1999 12:00,11.0
14.06.1999 12:00,9.7
19.07.1999 12:00,10.4
16.08.1999 12:00,11.6
11.10.1999 12:00,7.6
09.11.1999 12:00,10.9
15.12.1999 12:00,10.6
17.01.2000 12:00,11.2
23.02.2000 12:00,11.6
21.03.2000 12:00,11.8
18.04.2000 12:00,10.8
16.05.2000 12:00,11.4
19.06.2000 12:00,10.6
17.07.2000 12:00,9.6
14.08.2000 12:00,9.6
12.09.2000 12:00,8.6
12.10.2000 12:00,8.4
10.11.2000 12:00,8.6
04.12.2000 12:00,11.3
16.01.2001 12:00,8.6
19.02.2001 12:00,11.5
16.03.2001 12:00,11.0
24.04.2001 12:00,10.3
28.05.2001 12:00,9.8
27.06.2001 12:00,9.4
26.07.2001 12:00,8.6
24.09.2001 12:00,8.3
23.10.2001 12:00,7.1
22.11.2001 12:00,8.2
19.12.2001 12:00,10.9
17.01.2002 12:00,11.3
14.02.2002 12:00,11.7
18.04.2002 12:00,11.8
16.05.2002 12:00,11.0
19.06.2002 12:00,10.4
30.07.2002 12:00,9.3
21.08.2002 12:00,9.3
18.09.2002 12:00,8.2
21.10.2002 12:00,8.1
21.11.2002 12:00,8.6
20.02.2003 12:00,11.6
19.03.2003 12:00,11.9
17.04.2003 12:00,11.6
14.05.2003 12:00,10.6
13.06.2003 12:00,10.1
09.07.2003 12:00,9.5
14.08.2003 12:00,8.2
10.09.2003 12:00,7.4
22.10.2003 12:00,8.1
12.11.2003 12:00,8.8
14.01.2004 12:00,10.2
23.02.2004 12:00,11.4
17.03.2004 12:00,11.4
19.04.2004 12:00,11.0
12.05.2004 12:00,10.9
10.06.2004 12:00,10.4
07.07.2004 12:00,9.9
12.08.2004 12:00,9.4
08.09.2004 12:00,8.9
14.10.2004 12:00,8.1
10.11.2004 12:00,8.2
12.01.2005 12:00,10.3
22.02.2005 12:00,11.5
16.03.2005 12:00,11.6
14.04.2005 12:00,11.5
19.05.2005 12:00,11.0
15.06.2005 12:00,10.3
11.08.2005 12:00,9.6
14.09.2005 12:00,8.8
17.10.2005 12:00,7.9
09.11.2005 12:00,8.4
11.01.2006 12:00,11.1
23.02.2006 12:00,11.6
22.03.2006 12:00,12.2
20.04.2006 12:00,11.8
10.05.2006 12:00,11.3
15.06.2006 12:00,10.4
27.07.2006 12:00,8.9
17.08.2006 12:00,8.9
13.09.2006 12:00,8.8
11.10.2006 12:00,8.4
15.11.2006 12:00,8.8
14.12.2006 12:00,8.9
24.01.2007 12:00,10.3
15.02.2007 12:00,11.3
15.03.2007 12:00,11.0
16.04.2007 12:00,10.8
14.05.2007 12:00,10.1
14.06.2007 12:00,10.0
12.07.2007 12:00,9.2
08.08.2007 12:00,8.8
24.09.2007 12:00,8.0
16.10.2007 12:00,8.4
07.11.2007 12:00,8.7
12.12.2007 12:00,8.6
24.01.2008 12:00,10.9
20.02.2008 12:00,11.5
20.03.2008 12:00,11.6
16.04.2008 12:00,11.4
22.05.2008 12:00,10.5
12.06.2008 12:00,10.2
09.07.2008 12:00,9.6
06.08.2008 12:00,8.8
11.09.2008 12:00,8.0
16.10.2008 12:00,8.2
12.11.2008 12:00,8.4
09.12.2008 12:00,8.8
21.01.2009 12:00,11.0
19.02.2009 12:00,11.1
14.04.2009 12:00,10.8
14.05.2009 12:00,10.6
17.06.2009 12:00,10.1
23.07.2009 12:00,9.6
20.08.2009 12:00,8.7
16.09.2009 12:00,8.9
19.10.2009 12:00,8.6
11.11.2009 12:00,9.0
10.12.2009 12:00,8.9
13.01.2010 12:00,9.0
25.02.2010 12:00,10.7
17.03.2010 12:00,11.2
15.04.2010 12:00,11.1
20.05.2010 12:00,10.6
16.06.2010 12:00,10.1
15.07.2010 12:00,9.6
19.08.2010 12:00,9.2
28.10.2010 12:00,9.0
17.11.2010 12:00,9.0
16.12.2010 12:00,8.8
13.01.2011 12:00,8.8
17.02.2011 12:00,10.6
16.03.2011 12:00,11.2
27.04.2011 12:00,11.0
19.05.2011 12:00,10.6
16.06.2011 12:00,10.4
14.07.2011 12:00,9.1
18.08.2011 12:00,9.0
14.09.2011 12:00,8.1
16.11.2011 12:00,6.4
18.01.2012 12:00,8.6
16.02.2012 12:00,11.4
14.03.2012 12:00,11.4
13.04.2012 12:00,10.9
10.05.2012 12:00,10.6
14.06.2012 12:00,10.1
12.07.2012 12:00,9.7
15.08.2012 12:00,8.8
12.09.2012 12:00,8.4
18.10.2012 12:00,8.6
14.11.2012 12:00,8.8
24.01.2013 12:00,8.9
26.02.2013 12:00,11.2
21.03.2013 12:00,11.0
18.04.2013 12:00,11.0
16.05.2013 12:00,10.8
12.06.2013 12:00,10.6
18.07.2013 12:00,9.6
22.08.2013 12:00,8.8
16.10.2013 12:00,8.3
20.11.2013 12:00,9.1
12.12.2013 12:00,9.0
23.01.2014 12:00,8.2
20.02.2014 12:00,10.4
13.03.2014 12:00,10.4
17.04.2014 12:00,10.3
15.05.2014 12:00,10.3
19.06.2014 12:00,9.6
17.07.2014 12:00,9.3
21.08.2014 12:00,8.5
15.10.2014 12:00,7.6
13.11.2014 12:00,7.3
10.12.2014 12:00,7.6
15.01.2015 12:00,7.8
11.02.2015 12:00,11.1
12.03.2015 12:00,11.0
10.04.2015 12:00,11.2
21.05.2015 12:00,10.6
17.06.2015 12:00,9.8
16.07.2015 12:00,9.6
13.08.2015 12:00,9.0
09.09.2015 12:00,8.3
14.10.2015 12:00,7.6
19.11.2015 12:00,7.2
17.12.2015 12:00,8.1
14.01.2016 12:00,8.3
18.02.2016 12:00,10.9
17.03.2016 12:00,11.4
14.04.2016 12:00,11.0
12.05.2016 12:00,10.7
08.06.2016 12:00,10.3
07.07.2016 12:00,9.8
11.08.2016 12:00,8.8
07.09.2016 12:00,8.4
13.10.2016 12:00,7.6
25.11.2016 12:00,8.2
15.12.2016 12:00,8.4
27.01.2017 12:00,11.2
15.02.2017 12:00,11.2
16.03.2017 12:00,11.4
13.04.2017 12:00,11.0
17.05.2017 12:00,10.9
15.06.2017 12:00,10.8
13.07.2017 12:00,9.6
17.08.2017 12:00,8.8
26.09.2017 12:00,8.2
11.10.2017 12:00,8.1
09.11.2017 12:00,8.4
24.01.2018 12:00,11.2
07.02.2018 12:00,11.2
15.03.2018 12:00,11.6
12.04.2018 12:00,11.4
17.05.2018 12:00,11.1
13.06.2018 12:00,10.6
12.07.2018 12:00,9.6
15.08.2018 12:00,9.0
10.10.2018 12:00,8.7
08.11.2018 12:00,9.4
13.12.2018 12:00,9.0
23.01.2019 12:00,9.0
13.02.2019 12:00,10.9
20.03.2019 12:00,11.4
10.04.2019 12:00,11.1
16.05.2019 12:00,11.1
19.06.2019 12:00,10.4
18.07.2019 12:00,9.9
15.08.2019 12:00,8.8
11.09.2019 12:00,9.0
11.10.2019 12:00,8.9
17.12.2019 12:00,8.9
16.01.2020 12:00,8.6
20.02.2020 12:00,11.1
11.03.2020 12:00,11.1
14.05.2020 12:00,10.8
17.06.2020 12:00,9.2
16.07.2020 12:00,9.9
13.08.2020 12:00,9.2
09.09.2020 12:00,8.9
12.11.2020 12:00,8.3
10.12.2020 12:00,8.5
