date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
25.06.1957 12:00,13.2
27.08.1957 12:00,17.7
29.10.1957 12:00,12.2
26.12.1957 12:00,6.1
27.02.1958 12:00,5.8
29.04.1958 12:00,6.1
24.06.1958 12:00,16.9
26.08.1958 12:00,18.5
30.09.1958 12:00,17.5
28.10.1958 12:00,12.0
10.04.1959 12:00,7.1
28.04.1959 12:00,7.8
25.08.1959 12:00,19.0
29.09.1959 12:00,17.4
27.10.1959 12:00,14.0
26.04.1960 12:00,6.4
30.08.1960 12:00,19.2
27.09.1960 12:00,15.9
25.10.1960 12:00,11.7
17.01.1961 12:00,5.4
14.02.1961 12:00,4.9
14.03.1961 12:00,6.6
18.04.1961 12:00,11.3
08.05.1961 12:00,10.7
20.06.1961 12:00,17.0
18.07.1961 12:00,16.3
16.08.1961 12:00,18.5
12.09.1961 12:00,18.6
17.10.1961 12:00,16.0
14.11.1961 12:00,9.8
12.12.1961 12:00,8.9
25.04.1962 12:00,9.9
25.09.1962 12:00,15.7
12.02.1963 12:00,1.7
19.03.1963 12:00,2.7
17.04.1963 12:00,3.3
21.05.1963 12:00,9.6
18.06.1963 12:00,17.7
18.07.1963 12:00,20.8
13.08.1963 12:00,20.8
20.09.1963 12:00,18.5
15.10.1963 12:00,13.4
12.11.1963 12:00,10.4
17.12.1963 12:00,5.6
28.04.1964 12:00,8.5
29.09.1964 12:00,16.2
28.04.1965 12:00,4.8
28.09.1965 12:00,13.0
26.04.1966 12:00,8.2
27.09.1966 12:00,16.4
25.04.1967 12:00,7.1
26.09.1967 12:00,17.1
30.04.1968 12:00,9.0
01.10.1968 12:00,15.1
29.04.1969 12:00,7.8
30.09.1969 12:00,17.7
28.04.1970 12:00,5.1
06.10.1970 12:00,15.2
27.04.1971 12:00,8.8
28.09.1971 12:00,15.9
02.05.1972 12:00,8.2
26.09.1972 12:00,14.2
01.05.1973 12:00,8.4
02.10.1973 12:00,15.3
07.05.1974 12:00,9.0
30.09.1975 12:00,17.6
27.09.1976 12:00,16.6
02.05.1977 12:00,7.1
04.10.1977 12:00,14.0
24.04.1978 12:00,7.2
09.10.1978 12:00,13.3
07.05.1979 12:00,7.0
24.09.1979 12:00,18.3
28.04.1980 12:00,7.0
30.09.1980 12:00,17.6
01.01.1982 12:00,5.4
03.02.1982 12:00,5.0
05.03.1982 12:00,4.9
20.04.1982 12:00,5.4
25.05.1982 12:00,14.5
30.06.1982 12:00,16.6
26.07.1982 12:00,20.2
18.08.1982 12:00,20.9
27.09.1982 12:00,17.8
25.10.1982 12:00,12.4
02.12.1982 12:00,8.5
20.01.1983 12:00,5.9
04.02.1983 12:00,5.2
21.03.1983 12:00,6.1
25.04.1983 12:00,9.0
30.05.1983 12:00,11.1
22.06.1983 12:00,14.5
18.07.1983 12:00,24.8
09.08.1983 12:00,22.0
08.09.1983 12:00,21.8
07.11.1983 12:00,10.85
05.12.1983 12:00,7.4
15.02.1984 12:00,4.2
19.03.1984 12:00,4.3
24.04.1984 12:00,7.5
22.05.1984 12:00,7.4
12.06.1984 12:00,15.0
04.07.1984 12:00,17.2
06.08.1984 12:00,21.2
03.09.1984 12:00,21.3
01.10.1984 12:00,15.2
02.11.1984 12:00,10.9
10.12.1984 12:00,8.4
18.03.1985 12:00,3.9
01.04.1985 12:00,4.1
06.05.1985 12:00,7.6
29.05.1985 12:00,16.0
08.07.1985 12:00,19.1
12.08.1985 12:00,20.2
02.09.1985 12:00,18.3
24.09.1985 12:00,19.9
09.12.1985 12:00,6.9
03.03.1986 12:00,3.8
01.04.1986 12:00,4.4
05.05.1986 12:00,8.4
02.06.1986 12:00,13.8
09.07.1986 12:00,19.9
04.08.1986 12:00,24.7
01.09.1986 12:00,18.7
29.09.1986 12:00,15.6
04.11.1986 12:00,11.2
01.12.1986 12:00,8.7
09.03.1987 12:00,4.0
01.04.1987 12:00,4.1
06.05.1987 12:00,8.4
01.06.1987 12:00,11.8
30.06.1987 12:00,19.7
10.08.1987 12:00,17.8
31.08.1987 12:00,20.2
05.10.1987 12:00,16.1
02.11.1987 12:00,12.7
07.12.1987 12:00,7.8
29.03.1988 12:00,5.7
25.04.1988 12:00,7.9
24.05.1988 12:00,15.1
20.06.1988 12:00,18.0
18.07.1988 12:00,20.0
15.08.1988 12:00,23.5
12.09.1988 12:00,18.2
17.10.1988 12:00,14.5
14.11.1988 12:00,10.8
06.03.1989 12:00,6.0
03.04.1989 12:00,6.5
08.05.1989 12:00,8.7
12.06.1989 12:00,16.5
05.07.1989 12:00,18.7
07.08.1989 12:00,21.7
07.09.1989 12:00,18.4
09.10.1989 12:00,14.0
06.11.1989 12:00,12.5
11.12.1989 12:00,7.1
05.03.1990 12:00,6.0
02.04.1990 12:00,8.3
07.05.1990 12:00,12.2
05.06.1990 12:00,15.6
25.06.1990 12:00,17.9
06.08.1990 12:00,23.2
03.09.1990 12:00,20.1
23.10.1990 12:00,14.4
04.12.1990 12:00,8.0
02.03.1992 12:00,4.9
07.04.1992 12:00,5.4
05.05.1992 12:00,8.6
01.06.1992 12:00,17.1
29.06.1992 12:00,17.6
27.07.1992 12:00,23.0
25.08.1992 12:00,21.7
08.12.1992 12:00,8.0
09.03.1993 12:00,5.0
20.04.1993 12:00,8.0
01.06.1993 12:00,16.8
05.07.1993 12:00,21.6
02.08.1993 12:00,17.4
13.09.1993 12:00,17.4
27.10.1993 12:00,11.0
06.12.1993 12:00,7.0
07.03.1994 12:00,5.4
25.04.1994 12:00,8.6
30.05.1994 12:00,14.6
04.07.1994 12:00,25.7
02.08.1994 12:00,23.7
12.09.1994 12:00,18.7
24.10.1994 12:00,12.5
07.12.1994 12:00,9.4
03.05.1995 12:00,9.3
06.06.1995 12:00,14.4
17.07.1995 12:00,21.8
18.08.1995 12:00,21.6
12.09.1995 12:00,17.3
23.10.1995 12:00,14.8
28.11.1995 12:00,9.7
18.03.1996 12:00,5.0
06.05.1996 12:00,10.5
10.06.1996 12:00,19.7
15.07.1996 12:00,19.7
19.08.1996 12:00,19.8
10.09.1996 12:00,16.3
14.10.1996 12:00,13.3
10.03.1997 12:00,6.4
01.04.1997 12:00,6.5
02.06.1997 12:00,12.3
25.06.1997 12:00,16.9
21.07.1997 12:00,20.0
18.08.1997 12:00,23.3
29.09.1997 12:00,17.6
13.11.1997 12:00,10.6
23.03.1998 12:00,5.8
22.04.1998 12:00,12.1
25.05.1998 12:00,15.5
22.06.1998 12:00,19.9
20.07.1998 12:00,20.5
17.08.1998 12:00,22.8
22.09.1998 12:00,16.3
20.10.1998 12:00,13.9
19.11.1998 12:00,10.6
18.01.1999 12:00,6.0
26.02.1999 12:00,4.5
29.03.1999 12:00,5.6
20.04.1999 12:00,6.9
19.05.1999 12:00,16.6
14.06.1999 12:00,17.6
19.07.1999 12:00,22.2
16.08.1999 12:00,20.8
15.09.1999 12:00,21.0
11.10.1999 12:00,15.5
09.11.1999 12:00,12.0
15.12.1999 12:00,6.8
17.01.2000 12:00,5.5
23.02.2000 12:00,5.4
21.03.2000 12:00,7.0
18.04.2000 12:00,7.2
16.05.2000 12:00,20.8
19.06.2000 12:00,21.3
17.07.2000 12:00,17.6
14.08.2000 12:00,22.6
12.09.2000 12:00,20.7
12.10.2000 12:00,14.9
10.11.2000 12:00,11.1
04.12.2000 12:00,9.3
16.01.2001 12:00,6.6
19.02.2001 12:00,5.6
16.03.2001 12:00,7.8
24.04.2001 12:00,7.2
28.05.2001 12:00,17.0
27.06.2001 12:00,22.9
26.07.2001 12:00,20.7
20.08.2001 12:00,21.7
24.09.2001 12:00,15.1
23.10.2001 12:00,14.8
22.11.2001 12:00,9.0
19.12.2001 12:00,6.6
17.01.2002 12:00,5.4
14.02.2002 12:00,5.4
28.03.2002 12:00,6.2
18.04.2002 12:00,7.8
16.05.2002 12:00,13.2
19.06.2002 12:00,22.9
30.07.2002 12:00,22.4
21.08.2002 12:00,20.3
18.09.2002 12:00,18.0
21.10.2002 12:00,13.1
