date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen concentration [mg/L]
28.04.1964 12:00,12.1
28.04.1965 12:00,11.8
28.09.1965 12:00,9.2
26.04.1966 12:00,11.8
27.09.1966 12:00,9.2
25.04.1967 12:00,12.0
26.09.1967 12:00,8.4
30.04.1968 12:00,11.8
01.10.1968 12:00,8.4
29.04.1969 12:00,11.9
30.09.1969 12:00,9.1
28.04.1970 12:00,12.3
06.10.1970 12:00,9.0
27.04.1971 12:00,11.9
28.09.1971 12:00,9.1
02.05.1972 12:00,11.4
26.09.1972 12:00,9.1
01.05.1973 12:00,12.1
02.10.1973 12:00,10.3
07.05.1974 12:00,12.2
30.09.1975 12:00,8.7
27.09.1976 12:00,9.1
02.05.1977 12:00,11.5
04.10.1977 12:00,9.7
24.04.1978 12:00,10.9
09.10.1978 12:00,9.2
24.09.1979 12:00,9.3
28.04.1980 12:00,11.5
01.01.1982 12:00,10.8
03.02.1982 12:00,11.2
05.03.1982 12:00,12.2
20.04.1982 12:00,11.8
25.05.1982 12:00,11.6
30.06.1982 12:00,10.8
26.07.1982 12:00,10.3
18.08.1982 12:00,9.8
27.09.1982 12:00,8.2
25.10.1982 12:00,9.2
02.12.1982 12:00,10.0
20.01.1983 12:00,11.0
04.02.1983 12:00,11.3
21.03.1983 12:00,11.6
25.04.1983 12:00,11.0
30.05.1983 12:00,10.9
22.06.1983 12:00,10.3
18.07.1983 12:00,9.7
09.08.1983 12:00,8.7
08.09.1983 12:00,8.6
07.11.1983 12:00,8.3
05.12.1983 12:00,10.3
15.02.1984 12:00,12.2
19.03.1984 12:00,12.1
24.04.1984 12:00,12.3
22.05.1984 12:00,12.2
12.06.1984 12:00,11.8
04.07.1984 12:00,11.2
06.08.1984 12:00,10.1
03.09.1984 12:00,10.0
01.10.1984 12:00,9.5
02.11.1984 12:00,9.8
10.12.1984 12:00,10.3
18.03.1985 12:00,11.8
01.04.1985 12:00,12.1
06.05.1985 12:00,12.1
29.05.1985 12:00,11.5
08.07.1985 12:00,10.6
12.08.1985 12:00,10.3
02.09.1985 12:00,9.7
24.09.1985 12:00,9.4
09.12.1985 12:00,10.3
03.03.1986 12:00,11.7
01.04.1986 12:00,12.0
05.05.1986 12:00,12.1
02.06.1986 12:00,11.7
09.07.1986 12:00,11.0
04.08.1986 12:00,10.6
01.09.1986 12:00,10.3
29.09.1986 12:00,9.6
04.11.1986 12:00,9.1
01.12.1986 12:00,10.3
09.03.1987 12:00,11.7
01.04.1987 12:00,11.9
06.05.1987 12:00,11.9
01.06.1987 12:00,11.5
30.06.1987 12:00,11.1
10.08.1987 12:00,10.1
31.08.1987 12:00,10.0
05.10.1987 12:00,9.3
02.11.1987 12:00,9.2
07.12.1987 12:00,10.3
29.03.1988 12:00,11.7
25.04.1988 12:00,12.1
24.05.1988 12:00,11.4
20.06.1988 12:00,10.9
18.07.1988 12:00,10.3
15.08.1988 12:00,9.9
12.09.1988 12:00,8.9
17.10.1988 12:00,9.0
14.11.1988 12:00,9.4
06.03.1989 12:00,11.4
03.04.1989 12:00,11.3
08.05.1989 12:00,11.4
12.06.1989 12:00,10.5
05.07.1989 12:00,9.7
07.08.1989 12:00,9.4
07.09.1989 12:00,8.5
09.10.1989 12:00,8.4
06.11.1989 12:00,8.3
11.12.1989 12:00,10.0
05.03.1990 12:00,11.2
02.04.1990 12:00,11.4
07.05.1990 12:00,11.3
05.06.1990 12:00,10.7
25.06.1990 12:00,10.1
06.08.1990 12:00,9.3
03.09.1990 12:00,8.8
23.10.1990 12:00,8.0
04.12.1990 12:00,10.3
04.03.1991 12:00,11.9
02.04.1991 12:00,12.4
06.05.1991 12:00,11.6
05.06.1991 12:00,11.2
01.07.1991 12:00,10.4
05.08.1991 12:00,9.8
02.09.1991 12:00,9.6
30.09.1991 12:00,8.5
06.11.1991 12:00,9.0
02.12.1991 12:00,10.3
02.03.1992 12:00,11.7
07.04.1992 12:00,11.9
05.05.1992 12:00,11.8
01.06.1992 12:00,11.2
29.06.1992 12:00,10.6
27.07.1992 12:00,10.5
25.08.1992 12:00,9.6
08.12.1992 12:00,10.6
09.03.1993 12:00,11.9
20.04.1993 12:00,11.8
01.06.1993 12:00,11.0
05.07.1993 12:00,10.4
02.08.1993 12:00,8.5
13.09.1993 12:00,8.5
27.10.1993 12:00,9.3
06.12.1993 12:00,10.4
07.03.1994 12:00,11.3
25.04.1994 12:00,10.5
30.05.1994 12:00,10.7
04.07.1994 12:00,10.5
02.08.1994 12:00,9.8
12.09.1994 12:00,9.3
24.10.1994 12:00,8.6
07.12.1994 12:00,9.4
03.05.1995 12:00,11.9
06.06.1995 12:00,10.9
17.07.1995 12:00,10.1
18.08.1995 12:00,9.0
12.09.1995 12:00,6.8
23.10.1995 12:00,8.5
28.11.1995 12:00,9.1
18.03.1996 12:00,11.4
06.05.1996 12:00,8.9
10.06.1996 12:00,10.0
15.07.1996 12:00,10.2
19.08.1996 12:00,9.0
10.09.1996 12:00,9.2
14.10.1996 12:00,8.5
10.03.1997 12:00,11.3
02.06.1997 12:00,10.7
18.08.1997 12:00,8.7
29.09.1997 12:00,8.0
13.11.1997 12:00,11.1
23.03.1998 12:00,11.3
22.04.1998 12:00,10.6
25.05.1998 12:00,10.9
22.06.1998 12:00,9.5
20.07.1998 12:00,9.5
17.08.1998 12:00,9.6
22.09.1998 12:00,12.0
20.10.1998 12:00,8.1
19.11.1998 12:00,11.0
26.02.1999 12:00,11.8
29.03.1999 12:00,12.2
19.05.1999 12:00,11.2
14.06.1999 12:00,10.7
19.07.1999 12:00,10.7
16.08.1999 12:00,12.2
11.10.1999 12:00,8.9
09.11.1999 12:00,13.2
15.12.1999 12:00,12.4
17.01.2000 12:00,12.9
23.02.2000 12:00,11.9
21.03.2000 12:00,12.3
18.04.2000 12:00,11.4
16.05.2000 12:00,11.5
19.06.2000 12:00,10.7
17.07.2000 12:00,10.1
14.08.2000 12:00,11.3
12.09.2000 12:00,9.5
12.10.2000 12:00,9.1
10.11.2000 12:00,9.2
04.12.2000 12:00,10.4
16.01.2001 12:00,11.0
19.02.2001 12:00,11.2
16.03.2001 12:00,11.2
24.04.2001 12:00,11.4
28.05.2001 12:00,10.7
27.06.2001 12:00,11.0
26.07.2001 12:00,9.9
24.09.2001 12:00,8.4
23.10.2001 12:00,7.7
22.11.2001 12:00,9.9
19.12.2001 12:00,10.9
17.01.2002 12:00,11.4
14.02.2002 12:00,11.9
18.04.2002 12:00,12.3
16.05.2002 12:00,11.6
19.06.2002 12:00,11.0
30.07.2002 12:00,10.3
21.08.2002 12:00,10.3
18.09.2002 12:00,9.1
21.10.2002 12:00,9.2
21.11.2002 12:00,9.9
20.02.2003 12:00,11.6
19.03.2003 12:00,11.9
17.04.2003 12:00,12.0
14.05.2003 12:00,11.9
13.06.2003 12:00,11.5
09.07.2003 12:00,10.5
14.08.2003 12:00,10.2
10.09.2003 12:00,9.6
22.10.2003 12:00,8.9
12.11.2003 12:00,9.3
14.01.2004 12:00,10.1
23.02.2004 12:00,11.3
17.03.2004 12:00,11.6
19.04.2004 12:00,11.4
12.05.2004 12:00,11.5
10.06.2004 12:00,10.9
07.07.2004 12:00,10.5
12.08.2004 12:00,9.9
08.09.2004 12:00,9.2
14.10.2004 12:00,8.4
10.11.2004 12:00,8.7
12.01.2005 12:00,10.7
22.02.2005 12:00,11.5
16.03.2005 12:00,11.6
14.04.2005 12:00,11.7
19.05.2005 12:00,11.4
15.06.2005 12:00,10.9
11.08.2005 12:00,10.5
14.09.2005 12:00,9.8
17.10.2005 12:00,9.3
09.11.2005 12:00,9.0
