date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
25.06.1957 12:00,5.5
27.08.1957 12:00,5.05
29.10.1957 12:00,5.2
26.12.1957 12:00,5.7
27.02.1958 12:00,4.5
29.04.1958 12:00,4.7
24.06.1958 12:00,4.9
26.08.1958 12:00,5.0
30.09.1958 12:00,5.1
28.10.1958 12:00,5.1
28.04.1959 12:00,4.55
25.08.1959 12:00,4.6
29.09.1959 12:00,4.95
27.10.1959 12:00,5.1
26.04.1960 12:00,5.1
30.08.1960 12:00,4.95
27.09.1960 12:00,4.9
25.10.1960 12:00,5.2
25.04.1962 12:00,4.7
25.09.1962 12:00,5.2
28.04.1964 12:00,3.75
29.09.1964 12:00,4.2
28.04.1965 12:00,4.6
26.04.1966 12:00,5.3
27.09.1966 12:00,5.3
25.04.1967 12:00,5.85
26.09.1967 12:00,5.8
30.04.1968 12:00,5.1
01.10.1968 12:00,5.2
29.04.1969 12:00,4.9
30.09.1969 12:00,5.05
28.04.1970 12:00,4.3
06.10.1970 12:00,4.5
27.04.1971 12:00,4.1
28.09.1971 12:00,4.2
02.05.1972 12:00,5.6
26.09.1972 12:00,6.2
01.05.1973 12:00,5.05
02.10.1973 12:00,4.9
07.05.1974 12:00,4.8
30.09.1975 12:00,5.7
27.09.1976 12:00,5.5
02.05.1977 12:00,5.2
04.10.1977 12:00,5.3
24.04.1978 12:00,4.7
09.10.1978 12:00,4.8
07.05.1979 12:00,4.6
24.09.1979 12:00,6.5
28.04.1980 12:00,5.4
30.09.1980 12:00,5.5
01.01.1982 12:00,5.35
03.02.1982 12:00,5.0
05.03.1982 12:00,4.7
20.04.1982 12:00,5.4
25.05.1982 12:00,5.2
30.06.1982 12:00,6.1
26.07.1982 12:00,5.3
18.08.1982 12:00,5.2
27.09.1982 12:00,5.3
25.10.1982 12:00,5.4
02.12.1982 12:00,5.68
20.01.1983 12:00,5.8
04.02.1983 12:00,5.2
21.03.1983 12:00,5.3
25.04.1983 12:00,5.1
30.05.1983 12:00,5.2
22.06.1983 12:00,5.2
18.07.1983 12:00,5.25
09.08.1983 12:00,5.3
08.09.1983 12:00,5.3
07.11.1983 12:00,5.5
05.12.1983 12:00,6.2
15.02.1984 12:00,4.3
19.03.1984 12:00,4.0
24.04.1984 12:00,4.4
22.05.1984 12:00,4.4
12.06.1984 12:00,4.45
04.07.1984 12:00,4.5
06.08.1984 12:00,4.5
03.09.1984 12:00,4.65
01.10.1984 12:00,4.6
02.11.1984 12:00,4.75
10.12.1984 12:00,4.95
18.03.1985 12:00,3.7
01.04.1985 12:00,4.0
06.05.1985 12:00,4.45
29.05.1985 12:00,4.6
08.07.1985 12:00,4.8
12.08.1985 12:00,4.9
02.09.1985 12:00,4.8
24.09.1985 12:00,4.9
09.12.1985 12:00,5.3
03.03.1986 12:00,3.9
01.04.1986 12:00,4.3
05.05.1986 12:00,4.5
02.06.1986 12:00,4.4
09.07.1986 12:00,4.5
04.08.1986 12:00,4.5
01.09.1986 12:00,4.6
29.09.1986 12:00,4.6
04.11.1986 12:00,4.8
01.12.1986 12:00,4.9
09.03.1987 12:00,4.0
01.04.1987 12:00,4.1
06.05.1987 12:00,4.2
01.06.1987 12:00,4.3
30.06.1987 12:00,4.3
10.08.1987 12:00,4.4
31.08.1987 12:00,4.4
05.10.1987 12:00,4.4
02.11.1987 12:00,4.5
07.12.1987 12:00,4.7
29.03.1988 12:00,5.1
25.04.1988 12:00,5.2
24.05.1988 12:00,5.2
20.06.1988 12:00,5.3
18.07.1988 12:00,5.2
15.08.1988 12:00,5.3
12.09.1988 12:00,5.6
17.10.1988 12:00,5.4
14.11.1988 12:00,5.4
06.03.1989 12:00,5.4
03.04.1989 12:00,5.4
08.05.1989 12:00,5.6
12.06.1989 12:00,5.8
05.07.1989 12:00,5.7
07.08.1989 12:00,5.6
07.09.1989 12:00,5.6
09.10.1989 12:00,5.7
06.11.1989 12:00,6.0
11.12.1989 12:00,6.0
05.03.1990 12:00,5.8
02.04.1990 12:00,5.9
07.05.1990 12:00,5.9
05.06.1990 12:00,5.9
25.06.1990 12:00,5.8
06.08.1990 12:00,5.9
03.09.1990 12:00,5.9
23.10.1990 12:00,5.9
04.12.1990 12:00,6.25
04.03.1991 12:00,4.4
02.04.1991 12:00,4.8
06.05.1991 12:00,4.9
05.06.1991 12:00,4.9
01.07.1991 12:00,5.0
05.08.1991 12:00,5.0
02.09.1991 12:00,5.0
30.09.1991 12:00,5.1
06.11.1991 12:00,5.25
02.12.1991 12:00,5.3
02.03.1992 12:00,4.4
07.04.1992 12:00,4.6
05.05.1992 12:00,4.9
01.06.1992 12:00,5.0
29.06.1992 12:00,5.05
27.07.1992 12:00,5.1
25.08.1992 12:00,5.1
08.12.1992 12:00,6.3
09.03.1993 12:00,4.9
20.04.1993 12:00,4.9
01.06.1993 12:00,5.0
05.07.1993 12:00,5.1
02.08.1993 12:00,5.1
13.09.1993 12:00,5.1
27.10.1993 12:00,5.2
06.12.1993 12:00,5.5
07.03.1994 12:00,5.0
25.04.1994 12:00,5.2
30.05.1994 12:00,5.4
04.07.1994 12:00,5.4
02.08.1994 12:00,5.45
12.09.1994 12:00,5.45
24.10.1994 12:00,5.6
07.12.1994 12:00,5.2
03.05.1995 12:00,5.7
06.06.1995 12:00,5.8
17.07.1995 12:00,5.9
18.08.1995 12:00,5.8
12.09.1995 12:00,5.9
23.10.1995 12:00,5.7
28.11.1995 12:00,5.9
18.03.1996 12:00,4.9
06.05.1996 12:00,5.2
10.06.1996 12:00,5.1
15.07.1996 12:00,5.2
19.08.1996 12:00,5.1
10.09.1996 12:00,5.2
14.10.1996 12:00,5.4
10.03.1997 12:00,5.0
01.04.1997 12:00,4.8
02.06.1997 12:00,5.3
25.06.1997 12:00,5.6
21.07.1997 12:00,5.7
18.08.1997 12:00,5.55
29.09.1997 12:00,5.8
13.11.1997 12:00,5.9
23.03.1998 12:00,5.6
22.04.1998 12:00,5.8
25.05.1998 12:00,5.7
22.06.1998 12:00,5.9
20.07.1998 12:00,5.8
17.08.1998 12:00,5.9
22.09.1998 12:00,5.9
20.10.1998 12:00,5.9
19.11.1998 12:00,5.9
18.01.1999 12:00,5.7
26.02.1999 12:00,4.5
29.03.1999 12:00,4.7
20.04.1999 12:00,4.8
19.05.1999 12:00,4.7
14.06.1999 12:00,4.9
19.07.1999 12:00,6.8
16.08.1999 12:00,5.0
15.09.1999 12:00,5.2
11.10.1999 12:00,4.7
09.11.1999 12:00,5.0
15.12.1999 12:00,5.2
17.01.2000 12:00,5.5
23.02.2000 12:00,4.8
21.03.2000 12:00,5.1
18.04.2000 12:00,5.1
16.05.2000 12:00,4.9
19.06.2000 12:00,5.3
17.07.2000 12:00,5.0
14.08.2000 12:00,5.3
12.09.2000 12:00,5.1
12.10.2000 12:00,5.35
10.11.2000 12:00,5.4
04.12.2000 12:00,5.5
16.01.2001 12:00,5.6
19.02.2001 12:00,5.4
16.03.2001 12:00,5.7
24.04.2001 12:00,5.7
28.05.2001 12:00,5.7
27.06.2001 12:00,5.9
26.07.2001 12:00,6.0
20.08.2001 12:00,5.85
24.09.2001 12:00,6.1
23.10.2001 12:00,5.9
22.11.2001 12:00,6.3
19.12.2001 12:00,6.5
17.01.2002 12:00,5.1
14.02.2002 12:00,5.3
18.04.2002 12:00,5.5
16.05.2002 12:00,5.6
19.06.2002 12:00,5.6
30.07.2002 12:00,5.65
21.08.2002 12:00,5.7
18.09.2002 12:00,5.7
21.10.2002 12:00,5.7
21.11.2002 12:00,5.9
20.02.2003 12:00,5.0
19.03.2003 12:00,5.2
17.04.2003 12:00,5.35
14.05.2003 12:00,5.4
13.06.2003 12:00,5.4
09.07.2003 12:00,5.4
14.08.2003 12:00,5.4
10.09.2003 12:00,5.4
22.10.2003 12:00,5.5
12.11.2003 12:00,5.6
10.12.2003 12:00,5.7
14.01.2004 12:00,6.2
23.02.2004 12:00,5.3
17.03.2004 12:00,5.0
19.04.2004 12:00,5.2
12.05.2004 12:00,5.3
10.06.2004 12:00,5.4
07.07.2004 12:00,5.4
12.08.2004 12:00,5.4
08.09.2004 12:00,5.5
14.10.2004 12:00,5.5
10.11.2004 12:00,5.5
08.12.2004 12:00,5.8
12.01.2005 12:00,6.1
22.02.2005 12:00,4.9
16.03.2005 12:00,4.5
14.04.2005 12:00,4.7
19.05.2005 12:00,4.8
15.06.2005 12:00,4.9
11.08.2005 12:00,4.9
14.09.2005 12:00,4.95
17.10.2005 12:00,5.0
09.11.2005 12:00,5.0
11.01.2006 12:00,5.42
23.02.2006 12:00,4.46
22.03.2006 12:00,4.06
20.04.2006 12:00,4.24
10.05.2006 12:00,4.35
15.06.2006 12:00,4.39
27.07.2006 12:00,4.46
17.08.2006 12:00,4.48
13.09.2006 12:00,4.5
11.10.2006 12:00,4.53
15.11.2006 12:00,4.61
14.12.2006 12:00,4.7
24.01.2007 12:00,5.87
