date,depth,salinity [g kg-1]
18.03.1959 12:00,0.0,0.25
18.03.1959 12:00,5.0,0.236
18.03.1959 12:00,10.0,0.244
18.03.1959 12:00,20.0,0.245
18.03.1959 12:00,30.0,0.241
18.03.1959 12:00,40.0,0.243
18.03.1959 12:00,50.0,0.251
18.03.1959 12:00,100.0,0.252
18.03.1959 12:00,150.0,0.252
18.03.1959 12:00,200.0,0.252
18.03.1959 12:00,250.0,0.252
18.03.1959 12:00,300.0,0.269
20.05.1959 12:00,0.0,0.248
20.05.1959 12:00,5.0,0.245
20.05.1959 12:00,10.0,0.246
20.05.1959 12:00,20.0,0.245
20.05.1959 12:00,30.0,0.245
20.05.1959 12:00,40.0,0.247
20.05.1959 12:00,50.0,0.248
20.05.1959 12:00,100.0,0.245
20.05.1959 12:00,150.0,0.249
20.05.1959 12:00,200.0,0.251
20.05.1959 12:00,250.0,0.252
20.05.1959 12:00,300.0,0.256
16.06.1959 12:00,0.0,0.239
16.06.1959 12:00,5.0,0.239
16.06.1959 12:00,10.0,0.24
16.06.1959 12:00,20.0,0.246
16.06.1959 12:00,30.0,0.243
16.06.1959 12:00,40.0,0.243
16.06.1959 12:00,50.0,0.243
16.06.1959 12:00,100.0,0.243
16.06.1959 12:00,150.0,0.243
16.06.1959 12:00,200.0,0.247
16.06.1959 12:00,250.0,0.251
16.06.1959 12:00,300.0,0.259
16.07.1959 12:00,0.0,0.229
16.07.1959 12:00,5.0,0.23
16.07.1959 12:00,10.0,0.229
16.07.1959 12:00,20.0,0.236
16.07.1959 12:00,30.0,0.238
16.07.1959 12:00,40.0,0.238
16.07.1959 12:00,50.0,0.238
16.07.1959 12:00,100.0,0.24
16.07.1959 12:00,150.0,0.246
16.07.1959 12:00,200.0,0.247
16.07.1959 12:00,250.0,0.248
16.07.1959 12:00,300.0,0.252
20.08.1959 12:00,0.0,0.215
20.08.1959 12:00,5.0,0.216
20.08.1959 12:00,10.0,0.217
20.08.1959 12:00,20.0,0.224
20.08.1959 12:00,30.0,0.239
20.08.1959 12:00,40.0,0.24
20.08.1959 12:00,50.0,0.242
20.08.1959 12:00,100.0,0.241
20.08.1959 12:00,150.0,0.229
20.08.1959 12:00,200.0,0.247
20.08.1959 12:00,250.0,0.25
20.08.1959 12:00,300.0,0.258
17.09.1959 12:00,0.0,0.208
17.09.1959 12:00,5.0,0.211
17.09.1959 12:00,10.0,0.213
17.09.1959 12:00,20.0,0.224
17.09.1959 12:00,30.0,0.239
17.09.1959 12:00,40.0,0.241
17.09.1959 12:00,50.0,0.245
17.09.1959 12:00,100.0,0.247
17.09.1959 12:00,150.0,0.25
17.09.1959 12:00,200.0,0.26
17.09.1959 12:00,250.0,0.267
17.09.1959 12:00,300.0,0.278
19.11.1959 12:00,0.0,0.215
19.11.1959 12:00,5.0,0.22
19.11.1959 12:00,10.0,0.221
19.11.1959 12:00,20.0,0.221
19.11.1959 12:00,30.0,0.223
19.11.1959 12:00,40.0,0.239
19.11.1959 12:00,50.0,0.242
19.11.1959 12:00,100.0,0.252
19.11.1959 12:00,150.0,0.259
19.11.1959 12:00,200.0,0.263
19.11.1959 12:00,250.0,0.273
19.11.1959 12:00,300.0,0.288
17.03.1960 12:00,0.0,0.232
17.03.1960 12:00,5.0,0.235
17.03.1960 12:00,10.0,0.222
17.03.1960 12:00,20.0,0.232
17.03.1960 12:00,30.0,0.234
17.03.1960 12:00,40.0,0.235
17.03.1960 12:00,50.0,0.241
17.03.1960 12:00,100.0,0.243
17.03.1960 12:00,150.0,0.248
17.03.1960 12:00,200.0,0.259
17.03.1960 12:00,250.0,0.256
17.03.1960 12:00,300.0,0.267
19.05.1960 12:00,0.0,0.236
19.05.1960 12:00,5.0,0.237
19.05.1960 12:00,10.0,0.239
19.05.1960 12:00,20.0,0.24
19.05.1960 12:00,30.0,0.239
19.05.1960 12:00,40.0,0.239
19.05.1960 12:00,50.0,0.239
19.05.1960 12:00,100.0,0.241
19.05.1960 12:00,150.0,0.243
19.05.1960 12:00,200.0,0.24
19.05.1960 12:00,250.0,0.249
19.05.1960 12:00,300.0,0.256
16.06.1960 12:00,0.0,0.232
16.06.1960 12:00,5.0,0.233
16.06.1960 12:00,10.0,0.234
16.06.1960 12:00,20.0,0.239
16.06.1960 12:00,30.0,0.24
16.06.1960 12:00,40.0,0.24
16.06.1960 12:00,50.0,0.24
16.06.1960 12:00,100.0,0.239
16.06.1960 12:00,150.0,0.243
16.06.1960 12:00,200.0,0.247
16.06.1960 12:00,250.0,0.25
16.06.1960 12:00,300.0,0.252
21.07.1960 12:00,0.0,0.225
21.07.1960 12:00,5.0,0.225
21.07.1960 12:00,10.0,0.225
21.07.1960 12:00,20.0,0.226
21.07.1960 12:00,30.0,0.237
21.07.1960 12:00,40.0,0.239
21.07.1960 12:00,50.0,0.24
21.07.1960 12:00,100.0,0.24
21.07.1960 12:00,150.0,0.244
21.07.1960 12:00,200.0,0.246
21.07.1960 12:00,250.0,0.249
21.07.1960 12:00,300.0,0.252
18.08.1960 12:00,0.0,0.216
18.08.1960 12:00,5.0,0.217
18.08.1960 12:00,10.0,0.221
18.08.1960 12:00,20.0,0.224
18.08.1960 12:00,30.0,0.238
18.08.1960 12:00,40.0,0.242
18.08.1960 12:00,50.0,0.241
18.08.1960 12:00,100.0,0.243
18.08.1960 12:00,150.0,0.243
18.08.1960 12:00,200.0,0.247
18.08.1960 12:00,250.0,0.251
18.08.1960 12:00,300.0,0.256
22.09.1960 12:00,0.0,0.212
22.09.1960 12:00,5.0,0.212
22.09.1960 12:00,10.0,0.211
22.09.1960 12:00,20.0,0.23
22.09.1960 12:00,30.0,0.235
22.09.1960 12:00,40.0,0.238
22.09.1960 12:00,50.0,0.243
22.09.1960 12:00,100.0,0.247
22.09.1960 12:00,150.0,0.242
22.09.1960 12:00,200.0,0.248
22.09.1960 12:00,250.0,0.252
22.09.1960 12:00,300.0,0.254
17.11.1960 12:00,0.0,0.222
17.11.1960 12:00,5.0,0.218
17.11.1960 12:00,10.0,0.22
17.11.1960 12:00,20.0,0.222
17.11.1960 12:00,30.0,0.216
17.11.1960 12:00,40.0,0.234
17.11.1960 12:00,50.0,0.228
17.11.1960 12:00,100.0,0.224
17.11.1960 12:00,150.0,0.225
17.11.1960 12:00,200.0,0.235
17.11.1960 12:00,250.0,0.242
17.11.1960 12:00,300.0,0.244
16.03.1961 12:00,0.0,0.239
16.03.1961 12:00,5.0,0.236
16.03.1961 12:00,10.0,0.239
16.03.1961 12:00,20.0,0.239
16.03.1961 12:00,30.0,0.239
16.03.1961 12:00,40.0,0.242
16.03.1961 12:00,50.0,0.238
16.03.1961 12:00,100.0,0.247
16.03.1961 12:00,150.0,0.249
16.03.1961 12:00,200.0,0.248
16.03.1961 12:00,250.0,0.251
16.03.1961 12:00,300.0,0.251
18.05.1961 12:00,0.0,0.237
18.05.1961 12:00,5.0,0.243
18.05.1961 12:00,10.0,0.242
18.05.1961 12:00,20.0,0.24
18.05.1961 12:00,30.0,0.243
18.05.1961 12:00,40.0,0.243
18.05.1961 12:00,50.0,0.243
18.05.1961 12:00,100.0,0.246
18.05.1961 12:00,150.0,0.247
18.05.1961 12:00,200.0,0.247
18.05.1961 12:00,250.0,0.25
18.05.1961 12:00,300.0,0.251
15.06.1961 12:00,0.0,0.225
