date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
31.05.1957 12:00,12.1
19.06.1957 12:00,4.6
23.07.1957 12:00,15.2
19.09.1957 12:00,23.1
21.11.1957 12:00,15.0
22.05.1958 12:00,3.9
18.06.1958 12:00,5.7
16.07.1958 12:00,12.0
18.09.1958 12:00,8.3
19.11.1958 12:00,34.9
18.03.1959 12:00,23.4
20.05.1959 12:00,6.2
16.06.1959 12:00,6.8
16.07.1959 12:00,7.1
20.08.1959 12:00,17.6
17.09.1959 12:00,14.3
19.11.1959 12:00,37.3
17.03.1960 12:00,6.3
19.05.1960 12:00,12.4
16.06.1960 12:00,12.4
21.07.1960 12:00,15.3
18.08.1960 12:00,20.3
22.09.1960 12:00,25.4
17.11.1960 12:00,41.3
16.03.1961 12:00,5.5
18.05.1961 12:00,9.2
15.06.1961 12:00,11.0
20.07.1961 12:00,15.4
18.08.1961 12:00,16.4
16.11.1961 12:00,38.1
18.05.1962 12:00,4.3
14.06.1962 12:00,4.5
19.07.1962 12:00,10.3
30.08.1962 12:00,10.7
20.09.1962 12:00,15.1
15.11.1962 12:00,14.9
20.05.1963 12:00,10.2
17.06.1963 12:00,11.9
17.07.1963 12:00,10.5
29.08.1963 12:00,16.0
19.09.1963 12:00,18.4
14.11.1963 12:00,34.0
14.05.1964 12:00,6.2
18.06.1964 12:00,7.9
16.07.1964 12:00,13.9
20.08.1964 12:00,22.2
18.09.1964 12:00,23.5
19.11.1964 12:00,43.9
25.05.1965 12:00,8.8
24.06.1965 12:00,13.8
22.07.1965 12:00,19.0
19.08.1965 12:00,13.4
23.09.1965 12:00,22.3
13.04.1966 12:00,7.8
12.05.1966 12:00,4.0
16.06.1966 12:00,7.1
28.07.1966 12:00,19.3
18.08.1966 12:00,12.4
15.09.1966 12:00,12.5
17.11.1966 12:00,38.4
16.03.1967 12:00,2.8
17.05.1967 12:00,10.3
19.06.1967 12:00,7.7
12.07.1967 12:00,12.3
17.08.1967 12:00,24.7
14.09.1967 12:00,11.9
21.11.1967 12:00,17.3
12.06.1968 12:00,22.0
18.07.1968 12:00,16.6
16.08.1968 12:00,23.0
18.09.1968 12:00,22.8
13.11.1968 12:00,13.2
13.05.1969 12:00,4.8
10.06.1969 12:00,3.8
16.07.1969 12:00,9.4
12.08.1969 12:00,9.2
16.09.1969 12:00,15.4
13.11.1969 12:00,44.4
13.05.1970 12:00,5.7
16.06.1970 12:00,5.5
17.07.1970 12:00,11.4
12.08.1970 12:00,15.2
15.09.1970 12:00,14.4
13.10.1970 12:00,20.5
17.11.1970 12:00,37.7
12.12.1970 12:00,36.4
20.04.1971 12:00,9.0
18.05.1971 12:00,7.2
15.06.1971 12:00,21.7
20.07.1971 12:00,5.0
