date,mean early autumn hypolimnetic oxygen content
1996,38522.66
1997,36973.15
1998,36872.2
1999,39288.98
2000,40018.01
2001,37274.15
2002,37043.97
2003,37675.65
2004,37294.11
2005,38783.66
2006,40406.27
2007,38196.34
2008,36131.31
2009,33977.81
2010,37133.67
2011,37013.01
2012,36255.16
2013,38161.0
2014,35830.46
2015,35670.45
2016,34104.89
2017,34000.43
2019,36012.51
2020,35033.32
2021,37245.77
2022,37615.13
2023,35183.4
