date,mean winter epilimnion 0-5 m oxygen concentration
1996,11.35
1997,11.13
1998,11.27
1999,11.16
2000,11.09
2001,11.27
2002,10.95
2003,10.76
2004,10.17
2005,10.26
2006,10.42
2007,10.79
2008,10.99
2009,10.88
2010,10.12
2011,10.78
2012,10.19
2013,10.87
2015,10.52
2016,10.49
2017,10.78
2018,10.72
2019,10.44
2020,10.65
2021,10.58
2022,10.77
2023,10.77
