date,mean summer Schmidt stability
1996,14377.96
1997,11594.59
1998,14761.21
1999,11852.27
2000,13518.7
2001,13430.97
2002,13228.68
2003,17309.57
2004,14933.1
2005,13968.8
2006,14236.71
2007,14236.89
2008,15192.98
2009,13272.89
2010,13353.74
2011,16398.04
2012,14063.55
2013,14659.31
2014,14253.29
2015,18122.3
2016,13678.82
2017,18064.88
2018,17863.92
2019,15633.48
2020,16502.5
2021,12546.19
2022,22552.09
2023,17257.78
