date,mean winter epilimnion 0-10 m oxygen concentration
1996,11.35
1997,11.12
1998,11.28
1999,11.17
2000,11.1
2001,11.28
2002,10.95
2003,10.76
2004,10.17
2005,10.26
2006,10.42
2007,10.81
2008,11.0
2009,10.89
2010,10.12
2011,10.78
2012,10.18
2013,10.86
2015,10.54
2016,10.5
2017,10.77
2018,10.74
2019,10.43
2020,10.66
2021,10.62
2022,10.76
2023,10.76
