date,mean autumn hypolimnetic density
2000,1000.1421
2001,1000.138
2002,1000.137
2003,1000.1437
2004,1000.1425
2005,1000.1377
2006,1000.1512
2007,1000.1398
2008,1000.1415
2009,1000.1469
2010,1000.1512
2011,1000.1544
2012,1000.1502
2013,1000.1528
2014,1000.1465
2015,1000.1439
2016,1000.1386
2017,1000.1403
2018,1000.1478
2019,1000.1416
2020,1000.1366
2021,1000.1277
2022,1000.1373
2023,1000.1324
