date,mean summer epilimnion 5-10 m oxygen concentration
1996,11.46
1997,10.83
1998,10.48
1999,10.99
2000,10.72
2001,10.73
2002,10.67
2003,10.61
2004,10.19
2005,9.8
2006,10.33
2007,10.28
2008,10.4
2009,9.85
2010,10.34
2011,10.35
2012,9.65
2013,10.67
2014,10.07
2015,10.36
2016,10.39
2017,9.89
2018,10.19
2019,10.01
2020,10.33
2021,10.43
2022,9.73
2023,10.15
