date,mean summer Secchi depth
1996,6.18
1997,5.85
1998,6.15
1999,5.03
2000,5.46
2001,6.45
2002,5.4
2003,5.78
2004,6.05
2005,6.44
2006,4.65
2007,4.8
2008,4.97
2009,4.24
2010,3.37
2011,6.85
2012,4.09
2013,5.87
2014,5.61
2015,5.13
2016,5.07
2017,5.91
2018,7.95
2019,5.75
2020,7.09
2021,3.58
2022,7.88
2023,8.29
