date,mean spring surface temperature
1996,9.58
1997,8.95
1998,7.64
1999,6.81
2000,7.78
2001,7.08
2002,8.6
2003,8.34
2004,7.26
2005,8.54
2006,7.39
2007,9.98
2008,7.71
2009,8.73
2010,7.7
2011,10.83
2012,9.2
2013,7.38
2014,10.92
2015,7.91
2016,8.81
2017,11.29
2018,7.86
2019,8.1
2020,10.76
2021,8.16
2022,8.77
2023,8.61
