date,mean late autumn Schmidt stability
1996,6215.99
1997,6626.55
1998,5248.83
1999,7348.65
2000,7525.26
2001,7238.36
2002,5499.46
2003,6277.11
2004,8225.82
2005,5375.55
2006,7654.42
2007,7255.77
2008,7517.17
2009,8408.0
2010,6760.25
2011,6809.12
2012,7629.16
2013,7152.19
2014,8834.78
2015,9227.59
2016,9150.79
2017,8492.03
2018,9245.4
2019,9478.71
2020,7126.71
2021,8891.03
2022,9621.07
2023,8676.32
