date,mean summer thermocline depth
1996,7.71
1997,12.21
1998,10.87
1999,5.73
2000,12.31
2001,6.15
2002,11.24
2003,12.31
2004,11.11
2005,14.5
2006,11.56
2007,8.78
2008,11.59
2009,13.25
2010,9.51
2011,14.61
2012,12.4
2013,8.65
2014,5.66
2015,8.49
2016,7.98
2017,17.17
2018,11.51
2019,9.76
2020,10.11
2021,6.64
2022,11.82
2023,8.87
