date,mean autumn bottom oxygen concentration
1996,8.19
1997,8.65
1998,7.48
1999,9.08
2000,8.92
2001,7.88
2002,8.17
2003,8.45
2004,8.67
2005,9.62
2006,9.56
2007,8.75
2008,7.0
2009,8.27
2010,8.49
2011,8.56
2012,8.92
2013,8.85
2014,8.21
2015,7.79
2016,7.37
2017,6.82
2018,8.48
2020,7.23
2021,8.45
2022,7.55
2023,6.87
