date,mean annual bottom density
2000,1000.1555
2001,1000.1547
2002,1000.1521
2003,1000.1526
2004,1000.1532
2005,1000.1528
2006,1000.1586
2007,1000.1589
2008,1000.1571
2009,1000.1591
2010,1000.1608
2011,1000.1615
2012,1000.163
2013,1000.1636
2014,1000.1627
2015,1000.1592
2016,1000.1561
2017,1000.155
2018,1000.156
2019,1000.156
2020,1000.1534
2021,1000.1482
2022,1000.1472
2023,1000.1469
