date,mean autumn Secchi depth
1996,9.24
1997,10.29
1998,7.27
1999,6.87
2000,10.47
2001,9.82
2002,6.58
2003,7.81
2004,8.9
2005,6.46
2006,6.79
2007,9.81
2008,10.1
2009,7.15
2010,8.6
2011,6.59
2012,5.99
2013,9.33
2014,8.21
2015,11.52
2016,9.82
2017,10.62
2018,8.68
2019,8.83
2020,6.4
2021,12.37
2022,8.42
2023,10.34
