date,mean autumn bottom temperature
1996,5.3
1997,5.35
1998,5.38
1999,5.13
2000,5.21
2001,5.31
2002,5.43
2003,5.38
2004,5.3
2005,5.41
2006,4.97
2007,5.17
2008,5.32
2009,5.2
2010,5.01
2011,5.03
2012,4.96
2013,5.01
2014,5.15
2015,5.37
2016,5.53
2017,5.58
2018,5.43
2019,5.48
2020,5.62
2021,5.73
2022,5.83
2023,5.88
