date,mean autumn epilimnion 5-10 m oxygen concentration
1996,10.79
1997,10.36
1998,10.58
1999,10.45
2000,10.34
2001,10.23
2002,10.3
2003,9.9
2004,10.11
2005,10.36
2006,9.88
2007,10.15
2008,10.04
2009,9.84
2010,9.83
2011,10.2
2012,9.7
2013,9.73
2014,9.94
2015,9.77
2016,9.86
2017,9.85
2018,9.74
2020,9.81
2021,10.0
2022,9.82
2023,9.85
