date,mean autumn surface oxygen concentration
1996,10.71
1997,10.23
1998,10.53
1999,10.36
2000,10.32
2001,10.21
2002,10.3
2003,9.87
2004,10.0
2005,10.53
2006,9.85
2007,10.08
2008,9.94
2009,9.83
2010,9.82
2011,9.91
2012,9.56
2013,9.58
2014,9.82
2015,9.65
2016,9.73
2017,9.85
2018,9.69
2020,9.78
2021,9.96
2022,9.79
2023,9.79
