date,mean winter epilimnion 5-10 m oxygen concentration
1996,11.35
1997,11.12
1998,11.29
1999,11.2
2000,11.11
2001,11.3
2002,10.95
2003,10.76
2004,10.17
2005,10.25
2006,10.41
2007,10.83
2008,11.0
2009,10.91
2010,10.12
2011,10.78
2012,10.17
2013,10.85
2015,10.56
2016,10.51
2017,10.76
2018,10.75
2019,10.42
2020,10.67
2021,10.65
2022,10.74
2023,10.75
