date,mean autumn surface temperature
1996,12.68
1997,14.41
1998,12.46
1999,13.44
2000,13.31
2001,13.64
2002,12.45
2003,13.61
2004,14.14
2005,12.9
2006,13.7
2007,13.72
2008,13.43
2009,14.87
2010,13.08
2011,15.02
2012,13.63
2013,13.9
2014,14.81
2015,14.07
2016,14.27
2017,13.87
2018,15.09
2019,14.41
2020,12.92
2021,14.6
2022,15.06
2023,16.11
