date,mean winter bottom temperature
1996,5.37
1997,5.29
1998,5.35
1999,5.29
2000,5.18
2001,5.23
2002,5.34
2003,5.45
2004,5.4
2005,5.32
2006,5.32
2007,4.99
2008,5.2
2009,5.34
2010,5.17
2011,5.01
2012,5.1
2013,4.96
2014,5.03
2015,5.19
2016,5.41
2017,5.54
2018,5.61
2019,5.44
2020,5.5
2021,5.65
2022,5.74
2023,5.84
