date,mean spring epilimnion 0-10 m oxygen concentration
1996,11.01
1997,12.03
1998,11.55
1999,11.7
2000,12.03
2001,11.78
2002,11.99
2003,11.47
2004,11.19
2005,11.0
2006,11.51
2007,11.15
2008,11.51
2009,11.13
2010,10.6
2011,11.24
2012,10.71
2013,11.25
2014,11.15
2015,11.29
2016,11.28
2017,11.45
2018,10.81
2019,11.35
2020,11.16
2021,11.32
2022,11.42
2023,11.49
