date,mean autumn Schmidt stability
1996,10724.63
1997,12962.84
1998,10008.15
1999,11992.32
2000,12645.93
2001,12312.17
2002,10028.52
2003,11780.17
2004,12872.5
2005,8002.46
2006,11873.9
2007,12719.89
2008,12551.07
2009,15608.8
2010,11343.86
2011,11787.41
2012,12877.06
2013,12745.57
2014,13819.03
2015,14135.93
2016,15100.78
2017,13951.75
2018,15006.08
2019,14222.26
2020,11385.36
2021,15841.29
2022,14918.52
2023,16534.94
