date,mean early autumn bottom oxygen concentration
1996,8.82
1997,8.64
1998,7.79
1999,9.51
2000,9.39
2001,8.22
2002,8.43
2003,9.18
2004,8.87
2005,9.84
2006,9.81
2007,9.05
2008,7.32
2009,8.08
2010,8.74
2011,8.04
2012,8.58
2013,8.98
2014,8.27
2015,7.94
2016,7.35
2017,7.04
2019,8.16
2020,7.5
2021,8.51
2022,7.91
2023,7.0
