date,mean autumn epilimnion 0-5 m oxygen concentration
1996,10.76
1997,10.24
1998,10.55
1999,10.4
2000,10.32
2001,10.23
2002,10.3
2003,9.87
2004,10.02
2005,10.53
2006,9.86
2007,10.08
2008,9.99
2009,9.83
2010,9.83
2011,9.95
2012,9.64
2013,9.63
2014,9.86
2015,9.72
2016,9.77
2017,9.84
2018,9.71
2020,9.78
2021,9.99
2022,9.81
2023,9.79
