date,mean spring Schmidt stability
1996,1979.41
1997,2548.76
1998,1621.6
1999,1086.12
2000,1885.78
2001,1776.5
2002,1808.29
2003,1940.03
2004,1266.72
2005,1859.09
2006,1075.72
2007,3720.22
2008,1653.03
2009,2065.54
2010,1720.54
2011,3433.17
2012,2005.73
2013,1025.31
2014,5010.53
2015,1868.97
2016,2262.33
2017,3376.99
2018,1991.62
2019,1812.53
2020,4037.99
2021,1876.56
2022,2305.26
2023,2119.92
