date,delta_2h,delta_18o
2007-01-15,-86.78,-11.99
2007-02-15,-121.46,-16.38
2007-03-15,-124.27,-16.47
2007-04-15,-75.19,-11.51
2007-05-15,-98.49,-13.43
2007-06-15,-71.62,-10.08
2007-07-15,-67.71,-10.16
2007-08-15,-71.43,-10.5
2007-09-15,-67.39,-10.18
2007-10-15,-74.93,-10.72
2007-11-15,-96.33,-13.42
2007-12-15,-105.81,-14.71
2008-01-15,-116.54,-15.38
2008-02-15,-119.03,-15.93
2008-03-15,-108.08,-14.67
2008-04-15,-103.88,-14.09
2008-05-15,-63.6,-8.81
2008-06-15,-76.0,-10.69
2008-07-15,-62.65,-9.11
2008-08-15,-56.95,-8.66
2008-09-15,-80.5,-11.52
2008-10-15,-100.68,-14.02
2008-11-15,-95.82,-13.43
2008-12-15,-127.26,-17.23
2009-01-15,-118.95,-15.72
2009-02-15,-141.03,-18.67
2009-03-15,-127.21,-16.9
2009-04-15,-109.93,-14.88
2009-05-15,-65.85,-9.85
2009-06-15,-53.33,-8.0
2009-07-15,-47.23,-7.41
2009-08-15,-50.07,-7.68
2009-09-15,-45.77,-7.35
2009-10-15,-76.09,-11.07
2009-11-15,-117.57,-16.32
2009-12-15,-135.32,-18.55
2010-01-15,-142.09,-18.97
2010-02-15,-136.97,-18.35
2010-03-15,-106.57,-14.63
2010-04-15,-102.38,-14.24
2010-05-15,-87.74,-12.34
2010-06-15,-73.77,-10.67
2010-07-15,-53.55,-8.51
2010-08-15,-77.08,-11.21
2010-09-15,-77.89,-11.3
2010-10-15,-124.3,-17.0
2010-11-15,-144.44,-19.26
2010-12-15,-135.46,-18.51
2011-01-15,-111.13,-14.61
2011-02-15,-147.03,-19.36
2011-03-15,-102.55,-13.68
2011-04-15,-59.47,-8.6
2011-05-15,-60.16,-9.2
2011-06-15,-57.92,-8.59
2011-07-15,-62.54,-9.55
2011-08-15,-47.15,-7.7
2011-09-15,-67.09,-9.94
2011-10-15,-75.82,-10.94
2011-11-15,-83.98,-10.01
2011-12-15,-114.53,-15.73
2012-01-15,-110.75,-15.51
2012-02-15,-153.89,-19.58
2012-03-15,-105.33,-14.66
2012-04-15,-108.46,-14.84
2012-05-15,-75.32,-10.98
2012-06-15,-65.41,-9.34
2012-07-15,-33.94,-5.86
2012-08-15,-42.37,-6.99
2012-09-15,-79.6,-11.7
2012-10-15,-126.4,-17.18
2012-11-15,-146.74,-19.6
2012-12-15,-133.15,-17.93
2013-01-15,-141.07,-18.76
2013-02-15,-145.74,-20.01
2013-03-15,-133.85,-18.11
2013-04-15,-96.9,-13.21
2013-05-15,-92.09,-12.97
2013-06-15,-74.74,-10.45
2013-07-15,-62.84,-8.99
2013-08-15,-42.04,-6.87
2013-09-15,-63.03,-9.66
2013-10-15,-80.51,-11.59
2013-11-15,-138.47,-18.75
2013-12-15,-157.59,-20.86
2014-01-15,-140.75,-18.64
2014-02-15,-123.88,-16.41
2014-03-15,-145.61,-19.23
2014-04-15,-116.85,-16.87
2014-05-15,-87.26,-12.31
2014-06-15,-43.35,-6.8
2014-07-15,-82.58,-11.86
2014-08-15,-62.68,-9.34
2014-09-15,-61.02,-9.02
2014-10-15,-55.73,-8.83
2014-11-15,-144.9,-19.32
2014-12-15,-134.65,-17.69
2015-01-15,-122.85,-16.48
2015-02-15,-151.0,-19.63
2015-03-15,-108.92,-14.27
2015-04-15,-94.91,-12.75
2015-05-15,-85.94,-11.68
2015-06-15,-56.23,-8.41
2015-07-15,-40.05,-6.09
2015-08-15,-64.73,-9.36
2015-09-15,-65.21,-9.81
2015-10-15,-91.19,-13.05
2015-11-15,-131.47,-17.64
2015-12-15,-101.59,-13.87
2016-01-15,-121.43,-16.41
2016-02-15,-116.39,-15.78
2016-03-15,-122.69,-16.47
2016-04-15,-83.0,-11.87
2016-05-15,-102.85,-14.78
2016-06-15,-83.36,-11.61
2016-07-15,-39.57,-6.58
2016-08-15,-41.11,-6.62
2016-09-15,-75.8,-10.94
2016-10-15,-78.35,-11.36
2016-11-15,-110.79,-15.63
2016-12-15,-132.69,-19.58
2017-01-15,-114.12,-15.62
2017-02-15,-121.08,-16.36
2017-03-15,-103.63,-14.16
2017-04-15,-85.0,-12.5
2017-05-15,-94.6,-13.24
2017-06-15,-52.23,-7.88
2017-07-15,-52.43,-7.69
2017-08-15,-52.87,-8.67
2017-09-15,-71.53,-10.75
2017-10-15,-56.13,-8.91
2017-11-15,-118.38,-16.37
2017-12-15,-127.28,-17.32
2018-01-15,-102.05,-13.57
2018-02-15,-126.95,-16.71
2018-03-15,-117.55,-16.14
2018-04-15,-75.35,-10.5
2018-05-15,-49.91,-8.17
2018-06-15,-61.28,-9.04
2018-07-15,-43.18,-7.09
2018-08-15,-40.34,-6.74
2018-09-15,-48.92,-7.68
2018-10-15,-101.74,-14.5
2018-11-15,-93.69,-13.46
2018-12-15,-92.14,-12.9
2019-01-15,-124.77,-17.12
2019-02-15,-140.24,-18.67
2019-03-15,-86.51,-11.86
2019-04-15,-95.74,-13.3
2019-05-15,-94.03,-13.16
2019-06-15,-40.17,-6.69
2019-07-15,-35.67,-6.0
2019-08-15,-41.66,-6.89
2019-09-15,-58.63,-9.17
2019-10-15,-74.77,-10.73
2019-11-15,-140.47,-18.32
2019-12-15,-126.46,-16.61
2020-01-15,-128.08,-17.29
2020-02-15,-93.95,-13.02
2020-03-15,-97.04,-13.33
2020-04-15,-85.65,-11.93
2020-05-15,-56.36,-8.25
2020-06-15,-71.83,-10.57
2020-07-15,-39.75,-6.75
2020-08-15,-64.38,-9.84
2020-09-15,-75.72,-11.4
2020-10-15,-89.37,-12.49
2020-11-15,-80.99,-11.5
2020-12-15,-149.8,-19.86
