date,delta_2h,delta_18o
2007-01-15,-76.06,-10.53
2007-02-15,-98.04,-13.5
2007-03-15,-104.04,-14.06
2007-04-15,-55.48,-8.84
2007-05-15,-82.74,-11.46
2007-06-15,-65.73,-9.24
2007-07-15,-57.37,-8.69
2007-08-15,-69.78,-10.13
2007-09-15,-56.93,-8.77
2007-10-15,-62.45,-9.23
2007-11-15,-83.92,-11.66
2007-12-15,-81.58,-11.62
2008-01-15,-103.07,-13.51
2008-02-15,-92.42,-12.61
2008-03-15,-93.07,-12.76
2008-04-15,-88.75,-12.31
2008-05-15,-58.41,-8.07
2008-06-15,-65.16,-9.26
2008-07-15,-58.22,-8.41
2008-08-15,-44.26,-7.09
2008-09-15,-69.65,-9.91
2008-10-15,-100.64,-13.82
2008-11-15,-87.86,-12.35
2008-12-15,-120.12,-16.27
2009-01-15,-104.7,-13.87
2009-02-15,-124.71,-16.63
2009-03-15,-104.98,-14.12
2009-04-15,-92.85,-12.48
2009-05-15,-56.37,-8.55
2009-06-15,-46.48,-6.91
2009-07-15,-39.13,-6.24
2009-08-15,-39.16,-6.13
2009-09-15,-39.12,-6.42
2009-10-15,-66.5,-9.84
2009-11-15,-105.56,-14.81
2009-12-15,-114.9,-16.04
2010-01-15,-128.66,-17.23
2010-02-15,-124.94,-16.71
2010-03-15,-96.02,-13.16
2010-04-15,-94.01,-12.91
2010-05-15,-77.06,-10.85
2010-06-15,-65.41,-9.5
2010-07-15,-42.48,-6.79
2010-08-15,-68.86,-10.01
2010-09-15,-62.16,-9.28
2010-10-15,-98.97,-14.01
2010-11-15,-129.78,-17.38
2010-12-15,-118.4,-16.22
2011-01-15,-102.12,-13.27
2011-02-15,-118.97,-15.8
2011-03-15,-85.44,-11.48
2011-04-15,-58.63,-8.36
2011-05-15,-48.39,-7.37
2011-06-15,-49.51,-7.41
2011-07-15,-53.66,-8.21
2011-08-15,-44.67,-6.86
2011-09-15,-54.81,-8.33
2011-10-15,-60.73,-8.87
2011-11-15,-70.47,-9.31
2011-12-15,-95.14,-13.23
2012-01-15,-97.53,-13.15
2012-02-15,-128.85,-16.58
2012-03-15,-90.57,-12.72
2012-04-15,-87.76,-12.06
2012-05-15,-68.54,-9.67
2012-06-15,-52.89,-7.65
2012-07-15,-34.17,-5.7
2012-08-15,-34.12,-5.77
2012-09-15,-64.09,-9.75
2012-10-15,-100.72,-13.82
2012-11-15,-117.66,-15.94
2012-12-15,-110.85,-15.03
2013-01-15,-122.0,-16.31
2013-02-15,-122.47,-16.33
2013-03-15,-117.86,-16.04
2013-04-15,-81.95,-11.47
2013-05-15,-83.12,-11.67
2013-06-15,-71.51,-9.76
2013-07-15,-60.93,-8.57
2013-08-15,-43.11,-6.91
2013-09-15,-51.07,-7.9
2013-10-15,-65.23,-9.56
2013-11-15,-119.59,-16.19
2013-12-15,-151.84,-19.89
2014-01-15,-120.09,-15.89
2014-02-15,-109.58,-14.63
2014-03-15,-109.82,-14.77
2014-04-15,-102.26,-14.08
2014-05-15,-70.4,-9.97
2014-06-15,-38.41,-6.11
2014-07-15,-69.55,-10.18
2014-08-15,-51.23,-7.68
2014-09-15,-54.51,-8.03
2014-10-15,-45.3,-7.43
2014-11-15,-138.87,-18.56
2014-12-15,-118.55,-15.81
2015-01-15,-109.47,-14.78
2015-02-15,-133.75,-17.47
2015-03-15,-94.67,-12.12
2015-04-15,-83.85,-11.25
2015-05-15,-58.91,-8.22
2015-06-15,-44.91,-6.73
2015-07-15,-37.11,-5.37
2015-08-15,-49.85,-7.44
2015-09-15,-64.03,-9.46
2015-10-15,-82.91,-11.76
2015-11-15,-110.1,-14.8
2015-12-15,-70.95,-10.26
2016-01-15,-104.42,-14.22
2016-02-15,-98.75,-13.32
2016-03-15,-103.31,-13.92
2016-04-15,-72.18,-10.44
2016-05-15,-87.91,-12.39
2016-06-15,-73.54,-10.32
2016-07-15,-37.97,-6.3
2016-08-15,-35.57,-5.85
2016-09-15,-63.44,-9.28
2016-10-15,-73.98,-10.85
2016-11-15,-89.21,-12.87
2016-12-15,-98.7,-15.65
2017-01-15,-97.27,-13.49
2017-02-15,-101.87,-14.12
2017-03-15,-87.44,-12.16
2017-04-15,-74.47,-11.24
2017-05-15,-79.03,-11.01
2017-06-15,-45.8,-6.94
2017-07-15,-44.41,-6.56
2017-08-15,-48.66,-7.67
2017-09-15,-63.37,-9.41
2017-10-15,-43.5,-6.97
2017-11-15,-105.85,-14.39
2017-12-15,-107.67,-14.63
2018-01-15,-84.43,-11.2
2018-02-15,-107.69,-14.32
2018-03-15,-102.9,-13.98
2018-04-15,-73.26,-10.14
2018-05-15,-46.74,-8.01
2018-06-15,-63.59,-9.5
2018-07-15,-40.21,-6.42
2018-08-15,-40.1,-6.31
2018-09-15,-38.95,-6.5
2018-10-15,-98.35,-13.88
2018-11-15,-80.45,-12.13
2018-12-15,-80.14,-11.23
2019-01-15,-102.22,-14.18
2019-02-15,-124.88,-16.95
2019-03-15,-68.29,-9.78
2019-04-15,-94.47,-13.33
2019-05-15,-82.0,-11.47
2019-06-15,-39.52,-6.57
2019-07-15,-37.12,-6.14
2019-08-15,-40.0,-6.51
2019-09-15,-45.8,-7.29
2019-10-15,-59.28,-8.95
2019-11-15,-123.24,-16.06
2019-12-15,-111.73,-14.89
2020-01-15,-95.03,-13.29
2020-02-15,-72.98,-10.36
2020-03-15,-82.59,-11.55
2020-04-15,-76.67,-10.46
2020-05-15,-52.85,-7.7
2020-06-15,-55.02,-8.43
2020-07-15,-29.47,-5.25
2020-08-15,-57.48,-8.79
2020-09-15,-67.07,-10.15
2020-10-15,-83.28,-11.74
2020-11-15,-73.05,-10.16
2020-12-15,-128.74,-17.48
