date,delta_2h,delta_18o
2007-01-15,-85.39,-11.84
2007-02-15,-114.41,-15.5
2007-03-15,-118.58,-15.93
2007-04-15,-72.08,-10.67
2007-05-15,-96.2,-13.01
2007-06-15,-62.05,-8.87
2007-07-15,-66.52,-9.85
2007-08-15,-65.61,-9.86
2007-09-15,-66.01,-10.37
2007-10-15,-71.08,-10.45
2007-11-15,-87.05,-12.57
2007-12-15,-102.0,-14.38
2008-01-15,-112.11,-14.84
2008-02-15,-101.2,-13.79
2008-03-15,-94.7,-13.07
2008-04-15,-96.38,-13.37
2008-05-15,-73.49,-10.01
2008-06-15,-69.64,-10.01
2008-07-15,-60.53,-8.89
2008-08-15,-60.36,-9.34
2008-09-15,-76.87,-11.22
2008-10-15,-94.2,-13.41
2008-11-15,-98.63,-13.7
2008-12-15,-120.31,-16.37
2009-01-15,-118.12,-15.58
2009-02-15,-130.05,-17.36
2009-03-15,-117.56,-15.79
2009-04-15,-100.75,-13.65
2009-05-15,-48.95,-7.59
2009-06-15,-54.62,-8.38
2009-07-15,-48.21,-7.63
2009-08-15,-53.39,-8.12
2009-09-15,-40.56,-6.71
2009-10-15,-79.18,-11.83
2009-11-15,-113.02,-15.79
2009-12-15,-130.34,-17.61
2010-01-15,-125.58,-17.02
2010-02-15,-137.35,-18.41
2010-03-15,-103.36,-14.13
2010-04-15,-98.63,-13.62
2010-05-15,-85.58,-12.07
2010-06-15,-72.15,-10.44
2010-07-15,-66.82,-10.34
2010-08-15,-86.55,-12.5
2010-09-15,-107.2,-15.38
2010-10-15,-114.9,-15.68
2010-11-15,-135.15,-18.15
2010-12-15,-131.03,-17.67
2011-01-15,-100.77,-13.66
2011-02-15,-129.12,-17.16
2011-03-15,-98.81,-13.18
2011-04-15,-47.6,-7.48
2011-05-15,-59.25,-9.25
2011-06-15,-55.87,-8.54
2011-07-15,-62.0,-9.46
2011-08-15,-45.3,-7.71
2011-09-15,-67.69,-10.15
2011-10-15,-77.35,-11.51
2011-11-15,-75.49,-9.17
2011-12-15,-111.93,-15.32
2012-01-15,-95.9,-13.52
2012-02-15,-128.69,-16.8
2012-03-15,-100.64,-13.84
2012-04-15,-104.86,-14.15
2012-05-15,-64.45,-9.55
2012-06-15,-74.94,-10.66
2012-07-15,-35.1,-5.9
2012-08-15,-43.8,-7.28
2012-09-15,-65.31,-10.18
2012-10-15,-119.08,-16.47
2012-11-15,-138.37,-18.57
2012-12-15,-122.89,-16.69
2013-01-15,-124.52,-16.74
2013-02-15,-143.76,-19.57
2013-03-15,-128.77,-17.4
2013-04-15,-93.87,-12.79
2013-05-15,-85.17,-12.37
2013-06-15,-68.59,-9.98
2013-07-15,-61.66,-9.0
2013-08-15,-44.85,-7.29
2013-09-15,-59.43,-9.39
2013-10-15,-87.35,-12.45
2013-11-15,-132.58,-18.0
2013-12-15,-142.19,-19.07
2014-01-15,-136.47,-18.13
2014-02-15,-117.96,-15.72
2014-03-15,-131.83,-17.6
2014-04-15,-103.66,-14.85
2014-05-15,-83.37,-12.16
2014-06-15,-42.11,-7.13
2014-07-15,-76.81,-11.52
2014-08-15,-59.92,-9.29
2014-09-15,-62.92,-9.52
2014-10-15,-57.39,-9.05
2014-11-15,-144.06,-19.25
2014-12-15,-117.73,-15.92
2015-01-15,-109.89,-14.95
2015-02-15,-139.21,-18.37
2015-03-15,-97.36,-13.29
2015-04-15,-85.93,-11.9
2015-05-15,-83.16,-11.39
2015-06-15,-58.71,-8.95
2015-07-15,-38.3,-5.86
2015-08-15,-56.68,-8.52
2015-09-15,-65.8,-9.95
2015-10-15,-94.31,-13.51
2015-11-15,-125.28,-16.84
2015-12-15,-80.08,-11.31
2016-01-15,-112.0,-15.44
2016-02-15,-104.24,-14.34
2016-03-15,-126.85,-16.95
2016-04-15,-82.42,-11.9
2016-05-15,-98.39,-14.46
2016-06-15,-87.25,-12.24
2016-07-15,-49.06,-7.97
2016-08-15,-48.59,-7.99
2016-09-15,-80.03,-11.66
2016-10-15,-74.37,-11.17
2016-11-15,-110.31,-15.57
2016-12-15,-112.9,-16.83
2017-01-15,-95.85,-13.89
2017-02-15,-105.85,-14.48
2017-03-15,-97.33,-13.42
2017-04-15,-86.1,-12.64
2017-05-15,-85.82,-12.13
2017-06-15,-56.35,-8.8
2017-07-15,-56.64,-8.39
2017-08-15,-51.06,-8.32
2017-09-15,-91.26,-13.61
2017-10-15,-55.09,-8.95
2017-11-15,-106.07,-15.78
2017-12-15,-118.83,-16.6
2018-01-15,-100.7,-13.56
2018-02-15,-107.7,-14.42
2018-03-15,-111.0,-15.12
2018-04-15,-72.42,-9.9
2018-05-15,-52.26,-8.0
2018-06-15,-55.24,-8.33
2018-07-15,-42.93,-6.87
2018-08-15,-44.39,-7.43
2018-09-15,-49.71,-8.7
2018-10-15,-100.19,-14.17
2018-11-15,-99.03,-13.83
2018-12-15,-84.9,-11.86
2019-01-15,-111.59,-15.55
2019-02-15,-129.98,-17.65
2019-03-15,-81.32,-11.17
2019-04-15,-84.29,-12.0
2019-05-15,-81.72,-11.89
2019-06-15,-46.63,-7.65
2019-07-15,-36.59,-6.17
2019-08-15,-44.31,-6.99
2019-09-15,-51.39,-8.52
2019-10-15,-68.84,-10.31
2019-11-15,-131.49,-17.53
2019-12-15,-113.95,-15.24
2020-01-15,-100.32,-14.25
2020-02-15,-85.29,-11.87
2020-03-15,-88.12,-12.27
2020-04-15,-85.83,-11.95
2020-05-15,-52.58,-7.98
2020-06-15,-69.69,-10.31
2020-07-15,-49.05,-8.15
2020-08-15,-76.0,-11.47
2020-09-15,-76.79,-11.65
2020-10-15,-90.35,-12.58
2020-11-15,-73.62,-10.62
2020-12-15,-145.38,-19.32
