date,delta_2h,delta_18o
2007-01-15,-74.27,-10.24
2007-02-15,-86.0,-11.62
2007-03-15,-101.05,-13.63
2007-04-15,-62.65,-9.27
2007-05-15,-86.01,-11.53
2007-06-15,-52.61,-7.56
2007-07-15,-55.6,-7.97
2007-08-15,-49.29,-7.75
2007-09-15,-54.84,-8.38
2007-10-15,-58.22,-8.84
2007-11-15,-73.86,-10.5
2007-12-15,-83.96,-11.75
2008-01-15,-92.49,-12.25
2008-02-15,-85.75,-11.59
2008-03-15,-81.99,-11.33
2008-04-15,-84.15,-11.65
2008-05-15,-65.84,-9.11
2008-06-15,-51.99,-7.69
2008-07-15,-43.13,-6.31
2008-08-15,-40.06,-6.61
2008-09-15,-57.81,-8.8
2008-10-15,-85.0,-12.18
2008-11-15,-83.84,-11.8
2008-12-15,-116.09,-15.65
2009-01-15,-103.65,-13.74
2009-02-15,-112.28,-14.93
2009-03-15,-92.63,-12.67
2009-04-15,-87.19,-11.79
2009-05-15,-39.7,-6.46
2009-06-15,-45.09,-6.73
2009-07-15,-40.43,-6.34
2009-08-15,-34.44,-5.33
2009-09-15,-34.99,-5.7
2009-10-15,-67.34,-9.69
2009-11-15,-107.62,-14.8
2009-12-15,-114.06,-15.22
2010-01-15,-115.47,-15.45
2010-02-15,-124.24,-16.58
2010-03-15,-94.19,-12.52
2010-04-15,-75.48,-10.45
2010-05-15,-71.43,-9.74
2010-06-15,-69.12,-9.76
2010-07-15,-45.75,-7.3
2010-08-15,-64.23,-9.06
2010-09-15,-82.4,-11.47
2010-10-15,-86.54,-12.19
2010-11-15,-118.88,-15.84
2010-12-15,-113.78,-15.15
2011-01-15,-89.08,-11.73
2011-02-15,-108.68,-14.38
2011-03-15,-79.91,-10.75
2011-04-15,-52.33,-7.49
2011-05-15,-44.58,-6.78
2011-06-15,-44.64,-6.38
2011-07-15,-56.08,-8.1
2011-08-15,-40.18,-6.43
2011-09-15,-42.16,-6.46
2011-10-15,-65.99,-9.68
2011-11-15,-61.34,-8.9
2011-12-15,-86.22,-12.08
2012-01-15,-81.09,-10.82
2012-02-15,-98.14,-13.2
2012-03-15,-83.14,-11.31
2012-04-15,-85.02,-11.14
2012-05-15,-55.13,-7.79
2012-06-15,-59.73,-8.53
2012-07-15,-35.81,-5.61
2012-08-15,-44.58,-6.89
