date,delta_2h,delta_18o
2007-01-15,-91.65,-12.43
2007-02-15,-120.11,-15.99
2007-03-15,-112.55,-14.86
2007-04-15,-73.66,-10.58
2007-05-15,-85.49,-11.51
2007-06-15,-58.43,-8.35
2007-07-15,-60.46,-8.8
2007-08-15,-53.75,-8.32
2007-09-15,-66.52,-10.04
2007-10-15,-71.94,-10.47
2007-11-15,-94.9,-13.2
2007-12-15,-108.97,-14.88
2008-01-15,-115.44,-15.15
2008-02-15,-114.96,-15.15
2008-03-15,-94.47,-12.75
2008-04-15,-96.63,-13.29
2008-05-15,-79.26,-10.84
2008-06-15,-68.58,-9.73
2008-07-15,-53.1,-7.78
2008-08-15,-50.81,-7.85
2008-09-15,-71.25,-10.48
2008-10-15,-91.82,-13.02
2008-11-15,-101.17,-14.04
2008-12-15,-123.22,-16.7
2009-01-15,-118.33,-15.6
2009-02-15,-135.1,-17.8
2009-03-15,-120.34,-15.98
2009-04-15,-95.89,-13.06
2009-05-15,-43.64,-6.76
2009-06-15,-52.55,-7.78
2009-07-15,-49.08,-7.51
2009-08-15,-42.97,-6.53
2009-09-15,-38.75,-6.23
2009-10-15,-80.42,-11.5
2009-11-15,-126.11,-17.11
2009-12-15,-131.78,-17.45
2010-01-15,-138.37,-18.17
2010-02-15,-142.11,-18.83
2010-03-15,-104.65,-14.0
2010-04-15,-99.42,-13.55
2010-05-15,-80.72,-11.25
2010-06-15,-81.09,-11.29
2010-07-15,-48.22,-7.42
2010-08-15,-78.64,-11.1
2010-09-15,-95.07,-13.51
2010-10-15,-115.01,-15.6
2010-11-15,-137.26,-18.21
2010-12-15,-128.52,-17.13
2011-01-15,-98.91,-13.29
2011-02-15,-143.88,-18.72
2011-03-15,-103.01,-13.72
2011-04-15,-64.99,-8.94
2011-05-15,-56.43,-8.35
2011-06-15,-55.65,-7.99
2011-07-15,-56.62,-8.56
2011-08-15,-45.33,-7.2
2011-09-15,-62.58,-9.23
2011-10-15,-78.56,-11.24
2011-11-15,-67.55,-9.08
2011-12-15,-115.8,-15.67
2012-01-15,-105.63,-14.27
2012-02-15,-145.1,-18.67
2012-03-15,-94.16,-12.79
2012-04-15,-108.27,-14.21
2012-05-15,-66.07,-9.36
2012-06-15,-71.04,-9.95
2012-07-15,-35.88,-5.98
2012-08-15,-41.41,-6.7
