date,delta_2h,delta_18o
2007-01-15,-68.88,-9.91
2007-02-15,-90.29,-12.39
2007-03-15,-96.37,-13.14
2007-04-15,-53.51,-8.71
2007-05-15,-69.02,-9.82
2007-06-15,-57.81,-8.32
2007-07-15,-54.92,-8.17
2007-08-15,-67.51,-10.04
2007-09-15,-54.56,-8.57
2007-10-15,-58.06,-8.74
2007-11-15,-72.06,-10.5
2007-12-15,-58.44,-9.07
2008-01-15,-87.8,-11.8
2008-02-15,-72.78,-10.33
2008-03-15,-72.73,-10.27
2008-04-15,-86.18,-12.01
2008-05-15,-47.3,-6.85
2008-06-15,-60.81,-8.79
2008-07-15,-48.96,-7.17
2008-08-15,-40.58,-6.75
2008-09-15,-61.25,-9.03
2008-10-15,-110.49,-15.14
2008-11-15,-71.14,-10.54
2008-12-15,-106.44,-14.46
2009-01-15,-95.19,-13.06
2009-02-15,-106.98,-14.56
2009-03-15,-98.88,-13.4
2009-04-15,-92.16,-12.44
2009-05-15,-56.17,-8.25
2009-06-15,-49.09,-7.22
2009-07-15,-38.41,-6.06
2009-08-15,-39.86,-6.14
2009-09-15,-40.3,-6.57
2009-10-15,-66.97,-10.11
2009-11-15,-99.63,-14.0
2009-12-15,-109.85,-15.23
2010-01-15,-127.09,-17.05
2010-02-15,-118.53,-15.87
2010-03-15,-89.45,-12.54
2010-04-15,-86.83,-12.23
2010-05-15,-68.85,-9.93
2010-06-15,-63.89,-9.24
2010-07-15,-40.41,-6.44
2010-08-15,-70.08,-10.21
2010-09-15,-48.63,-7.78
2010-10-15,-85.73,-12.51
2010-11-15,-119.06,-16.33
2010-12-15,-113.4,-15.49
2011-01-15,-91.66,-12.45
2011-02-15,-107.98,-14.55
2011-03-15,-77.08,-10.38
2011-04-15,-57.32,-8.26
2011-05-15,-45.48,-6.74
2011-06-15,-49.56,-7.37
2011-07-15,-53.04,-8.1
2011-08-15,-47.99,-7.17
2011-09-15,-54.56,-8.47
2011-10-15,-53.72,-8.17
2011-11-15,-72.14,-9.85
2011-12-15,-82.32,-11.87
2012-01-15,-74.97,-10.15
2012-02-15,-98.92,-13.17
2012-03-15,-83.88,-11.78
2012-04-15,-75.42,-10.77
2012-05-15,-62.8,-8.99
2012-06-15,-51.98,-7.55
2012-07-15,-36.86,-6.05
2012-08-15,-33.39,-5.59
2012-09-15,-58.72,-8.81
2012-10-15,-93.36,-13.0
2012-11-15,-104.69,-14.37
2012-12-15,-88.84,-12.69
2013-01-15,-115.58,-15.49
2013-02-15,-111.57,-14.72
2013-03-15,-109.37,-14.92
2013-04-15,-77.23,-10.88
2013-05-15,-77.12,-10.91
2013-06-15,-64.53,-9.18
2013-07-15,-56.84,-8.26
2013-08-15,-40.55,-6.67
2013-09-15,-48.2,-7.64
2013-10-15,-62.32,-9.22
2013-11-15,-112.83,-15.49
2013-12-15,-130.63,-17.39
2014-01-15,-98.66,-13.29
2014-02-15,-97.01,-13.2
2014-03-15,-91.37,-12.47
2014-04-15,-92.19,-11.25
2014-05-15,-58.17,-8.58
2014-06-15,-37.03,-6.1
2014-07-15,-63.95,-9.3
2014-08-15,-48.18,-7.18
2014-09-15,-49.16,-7.53
2014-10-15,-45.6,-7.26
2014-11-15,-133.7,-17.94
2014-12-15,-92.15,-13.04
2015-01-15,-96.17,-13.24
2015-02-15,-114.15,-15.46
2015-03-15,-77.75,-10.35
2015-04-15,-73.38,-10.21
2015-05-15,-61.16,-8.57
2015-06-15,-50.29,-7.51
2015-07-15,-35.52,-5.15
2015-08-15,-42.89,-6.64
2015-09-15,-65.62,-9.58
2015-10-15,-76.94,-10.97
2015-11-15,-97.19,-13.38
2015-12-15,-61.49,-9.29
2016-01-15,-98.3,-13.62
2016-02-15,-90.27,-12.41
2016-03-15,-98.78,-13.43
2016-04-15,-70.21,-10.19
2016-05-15,-82.94,-11.42
2016-06-15,-68.87,-9.64
2016-07-15,-26.79,-4.59
2016-08-15,-34.5,-5.8
2016-09-15,-58.43,-8.72
2016-10-15,-72.33,-10.39
2016-11-15,-77.51,-11.57
2016-12-15,-74.88,-14.82
2017-01-15,-74.59,-10.89
2017-02-15,-106.53,-14.56
2017-03-15,-77.69,-11.06
2017-04-15,-64.7,-9.69
2017-05-15,-70.25,-10.07
2017-06-15,-44.86,-6.58
2017-07-15,-38.35,-5.82
2017-08-15,-45.14,-7.04
2017-09-15,-61.78,-9.25
2017-10-15,-43.06,-7.24
2017-11-15,-89.12,-12.83
2017-12-15,-98.25,-13.54
2018-01-15,-79.45,-10.88
2018-02-15,-107.7,-14.49
2018-03-15,-99.22,-13.15
2018-04-15,-73.15,-10.09
2018-05-15,-40.53,-6.77
2018-06-15,-56.39,-8.67
2018-07-15,-43.86,-6.95
2018-08-15,-37.69,-5.99
2018-09-15,-37.18,-6.48
2018-10-15,-109.27,-15.27
2018-11-15,-85.96,-12.25
2018-12-15,-70.99,-10.44
2019-01-15,-85.1,-12.29
2019-02-15,-125.04,-16.67
2019-03-15,-64.04,-9.41
2019-04-15,-87.76,-12.6
2019-05-15,-71.8,-10.27
2019-06-15,-47.04,-7.88
2019-07-15,-34.05,-5.75
2019-08-15,-41.33,-6.19
2019-09-15,-52.66,-8.07
2019-10-15,-56.62,-8.75
2019-11-15,-109.82,-14.75
2019-12-15,-91.94,-12.58
2020-01-15,-82.93,-11.72
2020-02-15,-61.14,-8.98
2020-03-15,-91.43,-12.51
2020-04-15,-66.3,-9.23
2020-05-15,-48.84,-7.52
2020-06-15,-47.23,-7.45
2020-07-15,-22.18,-3.86
2020-08-15,-45.15,-6.86
2020-09-15,-62.89,-9.75
2020-10-15,-74.44,-10.82
2020-11-15,-68.36,-10.01
2020-12-15,-117.96,-16.24
