date,delta_2h,delta_18o
2007-01-15,-72.08,-10.25
2007-02-15,-83.7,-11.49
2007-03-15,-97.14,-13.3
2007-04-15,-62.75,-9.29
2007-05-15,-67.57,-9.55
2007-06-15,-56.55,-7.99
2007-07-15,-50.69,-7.4
2007-08-15,-62.49,-9.31
2007-09-15,-51.38,-8.06
2007-10-15,-58.03,-8.64
2007-11-15,-72.95,-10.59
2007-12-15,-58.32,-8.99
2008-01-15,-83.93,-11.19
2008-02-15,-69.29,-9.78
2008-03-15,-69.9,-9.85
2008-04-15,-82.79,-11.48
2008-05-15,-47.13,-6.65
2008-06-15,-56.62,-8.2
2008-07-15,-42.42,-6.37
2008-08-15,-38.09,-6.31
2008-09-15,-65.46,-9.47
2008-10-15,-103.32,-14.26
2008-11-15,-79.81,-11.26
2008-12-15,-105.27,-14.03
2009-01-15,-92.75,-12.58
2009-02-15,-105.11,-14.22
2009-03-15,-93.61,-12.8
2009-04-15,-77.26,-10.38
2009-05-15,-42.68,-6.5
2009-06-15,-46.31,-6.65
2009-07-15,-36.26,-5.76
2009-08-15,-40.32,-6.35
2009-09-15,-39.68,-6.44
2009-10-15,-62.92,-9.35
2009-11-15,-99.59,-13.95
2009-12-15,-102.35,-14.21
2010-01-15,-123.67,-16.63
2010-02-15,-114.46,-15.37
2010-03-15,-89.87,-12.34
2010-04-15,-79.56,-11.24
2010-05-15,-68.2,-9.77
2010-06-15,-63.55,-9.13
2010-07-15,-40.78,-6.53
2010-08-15,-67.97,-9.82
2010-09-15,-49.44,-7.68
2010-10-15,-82.0,-11.97
2010-11-15,-117.13,-16.06
2010-12-15,-112.09,-15.31
2011-01-15,-88.63,-11.88
2011-02-15,-103.64,-13.89
2011-03-15,-72.74,-9.77
2011-04-15,-48.73,-7.23
2011-05-15,-43.35,-6.5
2011-06-15,-45.5,-6.78
2011-07-15,-50.62,-7.71
2011-08-15,-45.28,-6.72
2011-09-15,-48.72,-7.6
2011-10-15,-58.05,-8.66
2011-11-15,-63.28,-8.76
2011-12-15,-78.43,-11.24
2012-01-15,-71.39,-10.07
2012-02-15,-108.54,-14.5
2012-03-15,-81.16,-11.34
2012-04-15,-68.02,-9.6
2012-05-15,-58.77,-8.28
2012-06-15,-51.14,-7.37
2012-07-15,-38.09,-6.13
2012-08-15,-35.04,-5.73
2012-09-15,-53.41,-8.08
2012-10-15,-90.24,-12.48
2012-11-15,-96.14,-13.19
2012-12-15,-90.85,-12.7
2013-01-15,-107.51,-14.49
2013-02-15,-108.03,-14.68
2013-03-15,-105.43,-14.38
2013-04-15,-71.83,-10.09
2013-05-15,-74.93,-10.47
2013-06-15,-60.3,-8.6
2013-07-15,-56.24,-7.99
2013-08-15,-40.4,-6.49
2013-09-15,-46.68,-7.44
2013-10-15,-59.9,-8.73
2013-11-15,-107.58,-14.8
2013-12-15,-133.34,-17.64
2014-01-15,-97.05,-12.97
2014-02-15,-92.89,-12.68
2014-03-15,-86.13,-11.62
2014-04-15,-85.21,-11.03
2014-05-15,-58.46,-8.51
2014-06-15,-33.87,-5.43
2014-07-15,-60.5,-8.77
2014-08-15,-44.97,-6.59
2014-09-15,-49.12,-7.27
2014-10-15,-43.15,-6.94
2014-11-15,-136.92,-18.22
2014-12-15,-96.32,-13.17
2015-01-15,-100.96,-13.77
2015-02-15,-111.87,-14.98
2015-03-15,-76.61,-10.0
2015-04-15,-72.0,-9.96
2015-05-15,-62.11,-8.47
2015-06-15,-47.43,-7.07
2015-07-15,-31.98,-4.43
2015-08-15,-39.79,-6.04
2015-09-15,-64.97,-9.24
2015-10-15,-76.95,-10.96
2015-11-15,-97.31,-13.26
2015-12-15,-61.47,-9.16
2016-01-15,-98.81,-13.63
2016-02-15,-88.94,-12.23
2016-03-15,-99.95,-13.33
2016-04-15,-66.66,-9.78
2016-05-15,-77.1,-10.72
2016-06-15,-67.49,-9.35
2016-07-15,-25.98,-4.32
2016-08-15,-33.25,-5.48
2016-09-15,-59.84,-8.88
2016-10-15,-67.26,-9.72
2016-11-15,-75.71,-11.17
2016-12-15,-77.03,-12.94
2017-01-15,-76.41,-10.87
2017-02-15,-97.37,-13.41
2017-03-15,-75.38,-10.63
2017-04-15,-67.4,-10.09
2017-05-15,-64.95,-9.3
2017-06-15,-43.47,-6.39
2017-07-15,-38.44,-5.68
2017-08-15,-41.89,-6.51
2017-09-15,-63.16,-9.16
2017-10-15,-41.11,-6.71
2017-11-15,-87.44,-12.63
2017-12-15,-97.99,-13.43
2018-01-15,-74.61,-10.18
2018-02-15,-96.52,-13.0
2018-03-15,-94.91,-12.82
2018-04-15,-64.41,-8.83
2018-05-15,-43.42,-6.97
2018-06-15,-53.35,-8.18
2018-07-15,-43.92,-6.72
2018-08-15,-38.87,-6.21
2018-09-15,-34.79,-5.82
2018-10-15,-112.48,-15.6
2018-11-15,-82.35,-11.77
2018-12-15,-67.88,-9.88
2019-01-15,-83.2,-11.9
2019-02-15,-120.04,-16.05
2019-03-15,-58.36,-8.6
2019-04-15,-91.35,-12.87
2019-05-15,-70.71,-10.03
2019-06-15,-41.98,-6.84
2019-07-15,-34.64,-5.65
2019-08-15,-39.13,-5.97
2019-09-15,-57.1,-8.5
2019-10-15,-55.7,-8.58
2019-11-15,-103.8,-14.0
2019-12-15,-89.87,-12.06
2020-01-15,-76.02,-10.69
2020-02-15,-58.46,-8.49
2020-03-15,-77.68,-10.76
2020-04-15,-65.24,-9.1
