date,delta_2h,delta_18o
2007-01-15,-98.42,-13.43
2007-02-15,-138.56,-18.24
2007-03-15,-137.42,-18.06
2007-04-15,-92.41,-13.0
2007-05-15,-105.59,-14.32
2007-06-15,-75.37,-10.69
2007-07-15,-70.56,-10.53
2007-08-15,-72.23,-10.73
2007-09-15,-78.95,-11.58
2007-10-15,-87.4,-12.03
2007-11-15,-113.56,-15.42
2007-12-15,-127.4,-17.39
2008-01-15,-128.14,-17.04
2008-02-15,-141.63,-18.61
2008-03-15,-132.12,-17.74
2008-04-15,-118.29,-15.66
2008-05-15,-63.3,-8.85
2008-06-15,-91.51,-12.61
2008-07-15,-63.57,-9.21
2008-08-15,-57.47,-8.62
2008-09-15,-79.22,-11.34
2008-10-15,-108.82,-14.91
2008-11-15,-93.93,-13.71
2008-12-15,-136.78,-18.46
2009-01-15,-129.24,-17.26
2009-02-15,-159.41,-20.92
2009-03-15,-148.62,-19.26
2009-04-15,-117.26,-16.13
2009-05-15,-90.57,-12.87
2009-06-15,-58.24,-8.51
2009-07-15,-52.49,-7.91
2009-08-15,-50.24,-7.7
2009-09-15,-46.95,-7.61
2009-10-15,-83.29,-11.66
2009-11-15,-145.25,-19.77
2009-12-15,-151.7,-20.82
2010-01-15,-157.51,-20.54
2010-02-15,-154.16,-20.32
2010-03-15,-108.82,-15.27
2010-04-15,-121.51,-16.61
2010-05-15,-94.9,-13.42
2010-06-15,-88.07,-12.42
2010-07-15,-48.69,-7.82
2010-08-15,-82.4,-11.9
2010-09-15,-68.88,-10.11
2010-10-15,-141.42,-19.16
2010-11-15,-155.78,-20.66
2010-12-15,-142.32,-19.57
2011-01-15,-117.51,-15.75
2011-02-15,-181.55,-23.66
2011-03-15,-125.92,-16.88
2011-04-15,-80.65,-10.94
2011-05-15,-65.95,-9.43
2011-06-15,-66.14,-9.5
2011-07-15,-63.76,-9.63
2011-08-15,-50.62,-7.92
2011-09-15,-67.51,-9.92
2011-10-15,-85.58,-11.83
2011-11-15,-92.19,-11.74
2011-12-15,-133.1,-18.1
2012-01-15,-140.82,-19.88
2012-02-15,-199.08,-25.16
2012-03-15,-110.55,-15.31
2012-04-15,-126.47,-17.32
2012-05-15,-89.27,-12.96
2012-06-15,-70.28,-10.0
2012-07-15,-31.47,-5.67
2012-08-15,-42.88,-6.92
2012-09-15,-96.83,-13.78
2012-10-15,-145.67,-19.56
2012-11-15,-153.51,-20.56
2012-12-15,-161.21,-21.48
2013-01-15,-168.36,-22.07
2013-02-15,-164.3,-21.6
2013-03-15,-155.87,-20.76
2013-04-15,-98.59,-13.62
