date,delta_2h,delta_18o
2007-01-15,-71.26,-9.82
2007-02-15,-80.91,-11.03
2007-03-15,-98.1,-13.17
2007-04-15,-52.64,-7.69
2007-05-15,-79.88,-10.73
2007-06-15,-53.6,-7.52
2007-07-15,-49.94,-7.14
2007-08-15,-52.5,-8.03
2007-09-15,-50.71,-7.74
2007-10-15,-55.05,-8.38
2007-11-15,-72.2,-10.25
2007-12-15,-77.51,-10.95
2008-01-15,-88.91,-11.74
2008-02-15,-81.21,-10.98
2008-03-15,-72.55,-10.04
2008-04-15,-79.9,-11.08
2008-05-15,-61.09,-8.41
2008-06-15,-50.44,-7.45
2008-07-15,-37.78,-5.67
2008-08-15,-38.84,-6.27
2008-09-15,-59.83,-8.91
2008-10-15,-84.52,-12.05
2008-11-15,-85.87,-11.85
2008-12-15,-121.17,-16.22
2009-01-15,-99.31,-13.05
2009-02-15,-109.9,-14.64
2009-03-15,-85.96,-11.9
2009-04-15,-79.77,-10.79
2009-05-15,-36.87,-5.8
2009-06-15,-42.18,-6.21
2009-07-15,-36.82,-5.84
2009-08-15,-32.89,-5.0
2009-09-15,-30.37,-5.07
2009-10-15,-62.42,-9.01
2009-11-15,-101.73,-13.93
2009-12-15,-108.72,-14.62
2010-01-15,-114.83,-15.31
2010-02-15,-118.38,-15.73
2010-03-15,-90.48,-12.03
2010-04-15,-72.65,-10.14
2010-05-15,-67.27,-9.17
2010-06-15,-63.66,-9.04
2010-07-15,-43.51,-6.78
2010-08-15,-61.77,-8.63
2010-09-15,-76.13,-10.63
2010-10-15,-85.0,-11.8
2010-11-15,-113.48,-15.07
2010-12-15,-110.27,-14.68
2011-01-15,-83.95,-11.23
2011-02-15,-107.11,-13.99
2011-03-15,-74.79,-9.98
2011-04-15,-47.88,-6.79
2011-05-15,-42.61,-6.55
2011-06-15,-41.98,-6.03
2011-07-15,-57.29,-8.22
2011-08-15,-37.09,-5.85
2011-09-15,-41.96,-6.49
2011-10-15,-64.21,-9.47
2011-11-15,-58.4,-8.26
2011-12-15,-82.03,-11.46
2012-01-15,-78.67,-10.8
2012-02-15,-103.2,-13.75
2012-03-15,-79.39,-10.86
2012-04-15,-80.94,-10.55
2012-05-15,-53.46,-7.62
2012-06-15,-57.41,-8.15
2012-07-15,-38.07,-6.01
2012-08-15,-41.04,-6.45
2012-09-15,-44.47,-6.93
2012-10-15,-88.43,-12.24
2012-11-15,-113.49,-15.29
2012-12-15,-92.14,-12.71
2013-01-15,-94.67,-12.76
2013-02-15,-114.73,-15.21
2013-03-15,-118.63,-15.68
2013-04-15,-80.4,-10.95
2013-05-15,-76.32,-10.72
2013-06-15,-57.47,-8.34
2013-07-15,-57.75,-7.88
2013-08-15,-46.25,-6.94
2013-09-15,-46.69,-7.06
2013-10-15,-74.81,-10.54
2013-11-15,-103.65,-14.03
2013-12-15,-146.93,-19.33
2014-01-15,-113.14,-15.0
2014-02-15,-101.48,-13.62
2014-03-15,-95.35,-12.96
2014-04-15,-76.79,-11.33
2014-05-15,-57.88,-8.33
2014-06-15,-36.29,-5.54
2014-07-15,-55.28,-8.17
2014-08-15,-44.91,-6.53
2014-09-15,-51.17,-7.56
2014-10-15,-48.6,-7.26
2014-11-15,-145.66,-19.26
2014-12-15,-108.92,-14.32
2015-01-15,-100.9,-13.58
2015-02-15,-115.83,-15.29
2015-03-15,-74.72,-10.03
2015-04-15,-74.5,-10.36
2015-05-15,-66.38,-8.96
2015-06-15,-42.8,-6.35
