date,delta_2h,delta_18o
2007-01-15,-98.37,-13.41
2007-02-15,-138.13,-18.32
2007-03-15,-139.75,-18.38
2007-04-15,-90.06,-12.63
2007-05-15,-103.47,-13.99
2007-06-15,-75.86,-10.77
2007-07-15,-70.36,-10.53
2007-08-15,-71.94,-10.69
2007-09-15,-80.59,-11.85
2007-10-15,-88.03,-12.11
2007-11-15,-114.5,-15.53
2007-12-15,-130.1,-17.84
2008-01-15,-129.68,-17.29
2008-02-15,-146.97,-19.21
2008-03-15,-138.51,-18.53
2008-04-15,-120.27,-15.92
2008-05-15,-63.32,-8.77
2008-06-15,-95.49,-13.01
2008-07-15,-63.61,-9.17
2008-08-15,-57.49,-8.58
2008-09-15,-78.58,-11.15
2008-10-15,-112.28,-15.28
2008-11-15,-92.43,-13.63
2008-12-15,-143.75,-19.24
2009-01-15,-130.19,-17.45
2009-02-15,-161.42,-21.19
2009-03-15,-150.08,-19.39
2009-04-15,-115.97,-15.84
2009-05-15,-98.29,-13.85
2009-06-15,-59.22,-8.56
2009-07-15,-52.41,-7.83
2009-08-15,-48.65,-7.4
2009-09-15,-44.8,-7.24
2009-10-15,-84.63,-11.88
2009-11-15,-151.0,-20.35
2009-12-15,-152.32,-21.06
2010-01-15,-159.29,-20.84
2010-02-15,-157.35,-20.89
2010-03-15,-107.25,-15.25
2010-04-15,-125.19,-17.13
2010-05-15,-94.73,-13.44
2010-06-15,-92.82,-13.03
2010-07-15,-50.07,-7.94
2010-08-15,-82.24,-11.91
2010-09-15,-65.5,-9.78
2010-10-15,-141.82,-19.3
2010-11-15,-156.08,-20.74
2010-12-15,-141.41,-19.66
2011-01-15,-121.11,-16.17
2011-02-15,-179.46,-23.51
2011-03-15,-128.45,-17.34
2011-04-15,-83.86,-11.41
2011-05-15,-67.3,-9.72
2011-06-15,-68.07,-9.87
2011-07-15,-65.14,-9.82
2011-08-15,-51.77,-8.07
2011-09-15,-72.22,-10.53
2011-10-15,-84.65,-11.74
2011-11-15,-96.23,-12.04
2011-12-15,-136.27,-18.49
2012-01-15,-146.93,-20.98
2012-02-15,-201.38,-25.51
2012-03-15,-110.81,-15.39
2012-04-15,-126.97,-17.59
2012-05-15,-93.84,-13.6
2012-06-15,-71.02,-10.06
2012-07-15,-30.04,-5.47
2012-08-15,-40.36,-6.68
2012-09-15,-96.36,-13.69
2012-10-15,-144.22,-19.31
2012-11-15,-151.5,-20.27
2012-12-15,-166.5,-22.11
2013-01-15,-174.32,-22.85
2013-02-15,-165.05,-21.95
2013-03-15,-147.05,-19.94
2013-04-15,-101.4,-13.92
2013-05-15,-102.15,-14.39
2013-06-15,-89.69,-11.88
2013-07-15,-62.8,-9.21
2013-08-15,-39.91,-6.45
2013-09-15,-74.83,-10.99
2013-10-15,-85.43,-12.31
2013-11-15,-152.62,-20.5
2013-12-15,-145.8,-19.36
2014-01-15,-155.31,-20.31
2014-02-15,-136.02,-17.91
2014-03-15,-181.43,-23.42
2014-04-15,-137.62,-18.61
2014-05-15,-86.31,-12.19
2014-06-15,-50.82,-7.5
2014-07-15,-92.46,-12.74
2014-08-15,-74.74,-10.94
2014-09-15,-70.84,-9.83
2014-10-15,-63.59,-9.64
2014-11-15,-131.85,-17.81
2014-12-15,-148.51,-19.67
2015-01-15,-142.85,-19.04
2015-02-15,-169.68,-21.91
2015-03-15,-120.37,-15.71
2015-04-15,-124.66,-16.38
2015-05-15,-112.35,-15.11
2015-06-15,-68.62,-9.88
2015-07-15,-41.4,-6.42
2015-08-15,-78.96,-11.13
2015-09-15,-72.89,-10.67
2015-10-15,-96.68,-13.76
2015-11-15,-132.39,-18.11
2015-12-15,-125.18,-16.83
2016-01-15,-132.41,-17.98
2016-02-15,-137.71,-18.6
2016-03-15,-125.76,-17.26
2016-04-15,-84.49,-12.15
2016-05-15,-119.19,-16.43
2016-06-15,-88.02,-12.19
2016-07-15,-33.58,-5.51
2016-08-15,-41.25,-6.15
2016-09-15,-73.31,-10.6
2016-10-15,-88.97,-12.73
2016-11-15,-115.62,-16.5
2016-12-15,-149.4,-24.33
2017-01-15,-135.96,-18.16
2017-02-15,-142.19,-18.99
2017-03-15,-121.43,-16.37
2017-04-15,-80.94,-11.97
2017-05-15,-116.55,-16.07
2017-06-15,-55.77,-8.15
2017-07-15,-43.43,-6.38
2017-08-15,-53.3,-8.79
2017-09-15,-59.66,-9.05
2017-10-15,-65.88,-10.14
2017-11-15,-131.57,-16.2
2017-12-15,-143.62,-19.62
2018-01-15,-116.56,-15.56
2018-02-15,-145.55,-19.12
2018-03-15,-135.47,-17.95
2018-04-15,-92.84,-13.01
2018-05-15,-48.2,-7.69
2018-06-15,-69.12,-9.83
2018-07-15,-42.38,-6.95
2018-08-15,-32.15,-5.38
2018-09-15,-56.89,-8.19
2018-10-15,-114.54,-16.41
2018-11-15,-92.43,-13.68
2018-12-15,-113.65,-15.47
2019-01-15,-150.57,-20.51
2019-02-15,-159.02,-20.87
2019-03-15,-104.08,-13.97
2019-04-15,-103.02,-14.46
2019-05-15,-103.12,-14.64
2019-06-15,-35.62,-6.12
2019-07-15,-38.01,-6.66
2019-08-15,-42.3,-6.71
2019-09-15,-77.88,-11.49
2019-10-15,-78.02,-11.25
2019-11-15,-150.5,-19.89
2019-12-15,-141.12,-18.72
2020-01-15,-156.37,-20.87
2020-02-15,-114.35,-15.53
2020-03-15,-119.03,-16.25
2020-04-15,-85.75,-12.1
2020-05-15,-66.89,-9.81
2020-06-15,-87.7,-12.64
2020-07-15,-36.3,-5.92
2020-08-15,-57.15,-8.88
2020-09-15,-86.02,-12.68
2020-10-15,-97.44,-13.6
2020-11-15,-87.58,-12.41
2020-12-15,-163.26,-21.91
