date,delta_2h,delta_18o
2007-01-15,-71.91,-10.18
2007-02-15,-83.83,-11.48
2007-03-15,-101.75,-13.75
2007-04-15,-60.02,-8.71
2007-05-15,-72.14,-10.0
2007-06-15,-57.23,-7.99
2007-07-15,-48.93,-7.03
2007-08-15,-61.58,-9.12
2007-09-15,-50.61,-7.89
2007-10-15,-58.73,-8.71
2007-11-15,-75.47,-10.8
2007-12-15,-64.39,-9.62
2008-01-15,-84.6,-11.27
2008-02-15,-70.97,-9.91
2008-03-15,-69.01,-9.61
2008-04-15,-82.36,-11.34
2008-05-15,-50.18,-6.94
2008-06-15,-56.05,-8.06
2008-07-15,-37.7,-5.74
2008-08-15,-38.64,-6.21
2008-09-15,-71.37,-10.11
2008-10-15,-98.07,-13.6
2008-11-15,-87.65,-12.01
2008-12-15,-118.21,-15.53
2009-01-15,-95.36,-12.8
2009-02-15,-109.28,-14.66
2009-03-15,-93.97,-12.88
2009-04-15,-73.5,-9.87
2009-05-15,-36.09,-5.57
2009-06-15,-44.93,-6.41
2009-07-15,-36.05,-5.77
2009-08-15,-39.45,-6.15
2009-09-15,-36.31,-5.94
2009-10-15,-62.18,-9.13
2009-11-15,-98.86,-13.76
2009-12-15,-104.24,-14.33
2010-01-15,-125.35,-16.79
2010-02-15,-116.52,-15.46
2010-03-15,-92.83,-12.52
2010-04-15,-82.48,-11.43
2010-05-15,-66.13,-9.32
2010-06-15,-66.39,-9.43
2010-07-15,-41.63,-6.59
2010-08-15,-67.71,-9.67
2010-09-15,-54.41,-8.15
2010-10-15,-84.78,-12.2
2010-11-15,-117.59,-15.96
2010-12-15,-113.6,-15.41
2011-01-15,-87.56,-11.72
2011-02-15,-113.58,-14.81
2011-03-15,-74.59,-9.91
2011-04-15,-48.94,-7.11
2011-05-15,-43.55,-6.64
2011-06-15,-43.87,-6.49
2011-07-15,-53.15,-7.85
2011-08-15,-41.56,-6.21
2011-09-15,-48.12,-7.47
2011-10-15,-63.84,-9.37
2011-11-15,-58.23,-8.05
2011-12-15,-80.1,-11.35
2012-01-15,-75.25,-10.75
2012-02-15,-110.47,-14.8
2012-03-15,-82.57,-11.49
2012-04-15,-72.19,-9.8
2012-05-15,-57.04,-8.02
2012-06-15,-54.56,-7.78
2012-07-15,-35.43,-5.6
2012-08-15,-36.19,-5.76
2012-09-15,-52.78,-7.87
2012-10-15,-91.71,-12.59
2012-11-15,-105.54,-14.25
2012-12-15,-92.33,-12.88
2013-01-15,-104.8,-14.11
2013-02-15,-110.72,-15.27
2013-03-15,-114.18,-15.35
2013-04-15,-72.44,-10.09
2013-05-15,-76.43,-10.57
2013-06-15,-58.83,-8.41
2013-07-15,-60.07,-8.26
2013-08-15,-45.56,-6.93
2013-09-15,-46.48,-7.42
2013-10-15,-62.7,-9.0
2013-11-15,-107.66,-14.72
2013-12-15,-142.78,-18.78
2014-01-15,-102.49,-13.6
2014-02-15,-95.21,-12.92
2014-03-15,-91.06,-12.18
2014-04-15,-83.36,-11.41
2014-05-15,-60.39,-8.7
2014-06-15,-33.43,-5.25
2014-07-15,-59.43,-8.57
2014-08-15,-44.03,-6.38
2014-09-15,-47.83,-7.01
2014-10-15,-43.48,-6.94
2014-11-15,-143.47,-18.95
2014-12-15,-104.22,-13.84
2015-01-15,-102.9,-14.11
2015-02-15,-115.3,-15.27
2015-03-15,-79.86,-10.37
2015-04-15,-78.22,-10.6
2015-05-15,-66.71,-8.93
2015-06-15,-47.03,-7.05
2015-07-15,-32.13,-4.44
2015-08-15,-40.35,-5.93
2015-09-15,-65.07,-9.13
2015-10-15,-79.48,-11.28
2015-11-15,-93.59,-12.81
2015-12-15,-61.37,-9.14
2016-01-15,-100.01,-13.79
2016-02-15,-89.73,-12.35
2016-03-15,-104.92,-13.82
2016-04-15,-66.43,-9.71
2016-05-15,-76.06,-10.87
2016-06-15,-67.97,-9.42
2016-07-15,-28.92,-4.78
2016-08-15,-34.41,-5.58
2016-09-15,-63.64,-9.26
2016-10-15,-63.93,-9.23
2016-11-15,-77.58,-11.43
2016-12-15,-83.98,-12.32
2017-01-15,-77.87,-11.02
2017-02-15,-95.9,-13.19
2017-03-15,-76.39,-10.68
2017-04-15,-72.64,-10.84
2017-05-15,-63.78,-9.23
2017-06-15,-43.5,-6.45
2017-07-15,-38.17,-5.55
2017-08-15,-40.22,-6.23
2017-09-15,-65.81,-9.46
2017-10-15,-39.68,-6.42
2017-11-15,-89.63,-13.03
2017-12-15,-98.18,-13.81
2018-01-15,-74.11,-10.16
2018-02-15,-94.66,-12.73
2018-03-15,-94.06,-12.74
2018-04-15,-60.69,-8.29
2018-05-15,-43.7,-6.83
2018-06-15,-51.12,-7.67
2018-07-15,-44.93,-6.86
2018-08-15,-37.34,-5.91
2018-09-15,-34.87,-5.57
2018-10-15,-115.12,-15.86
2018-11-15,-80.9,-11.65
2018-12-15,-68.12,-9.87
2019-01-15,-85.11,-12.1
2019-02-15,-121.06,-16.26
2019-03-15,-57.3,-8.37
2019-04-15,-95.21,-13.26
2019-05-15,-74.63,-10.42
2019-06-15,-35.04,-5.64
2019-07-15,-35.83,-5.67
2019-08-15,-36.53,-5.62
2019-09-15,-57.18,-8.5
2019-10-15,-55.18,-8.5
2019-11-15,-102.63,-13.92
2019-12-15,-90.1,-12.19
2020-01-15,-70.66,-10.21
2020-02-15,-57.29,-8.41
2020-03-15,-70.93,-10.01
2020-04-15,-71.63,-10.07
2020-05-15,-45.54,-7.01
2020-06-15,-49.75,-7.49
2020-07-15,-28.61,-4.45
2020-08-15,-50.15,-7.53
2020-09-15,-59.5,-9.13
2020-10-15,-79.22,-11.2
2020-11-15,-62.26,-9.17
2020-12-15,-119.47,-16.2
