date,delta_2h,delta_18o
2007-01-15,-78.83,-10.75
2007-02-15,-97.62,-13.19
2007-03-15,-106.1,-14.22
2007-04-15,-56.19,-8.4
2007-05-15,-88.74,-11.93
2007-06-15,-57.07,-8.08
2007-07-15,-56.1,-8.18
2007-08-15,-61.54,-9.23
2007-09-15,-55.79,-8.59
2007-10-15,-60.54,-9.12
2007-11-15,-81.0,-11.41
2007-12-15,-87.8,-12.38
2008-01-15,-102.7,-13.4
2008-02-15,-91.32,-12.33
2008-03-15,-81.44,-11.17
2008-04-15,-86.47,-11.95
2008-05-15,-66.99,-9.1
2008-06-15,-57.92,-8.55
2008-07-15,-50.69,-7.52
2008-08-15,-49.09,-7.67
2008-09-15,-67.74,-9.95
2008-10-15,-87.48,-12.38
2008-11-15,-94.07,-12.83
2008-12-15,-125.3,-16.84
2009-01-15,-106.81,-13.91
2009-02-15,-119.84,-15.95
2009-03-15,-100.62,-13.67
2009-04-15,-88.99,-12.05
2009-05-15,-43.02,-6.74
2009-06-15,-46.7,-7.09
2009-07-15,-40.41,-6.41
2009-08-15,-44.82,-6.83
2009-09-15,-32.56,-5.43
2009-10-15,-67.91,-10.01
2009-11-15,-102.34,-14.17
2009-12-15,-116.69,-15.77
2010-01-15,-116.64,-15.79
2010-02-15,-124.67,-16.59
2010-03-15,-95.59,-12.86
2010-04-15,-83.07,-11.53
2010-05-15,-75.08,-10.42
2010-06-15,-65.06,-9.4
2010-07-15,-59.0,-9.08
2010-08-15,-71.69,-10.19
2010-09-15,-97.77,-13.86
2010-10-15,-96.41,-13.31
2010-11-15,-122.66,-16.29
2010-12-15,-118.74,-15.97
2011-01-15,-90.35,-12.24
2011-02-15,-110.02,-14.61
2011-03-15,-83.23,-11.1
2011-04-15,-45.68,-6.78
2011-05-15,-50.07,-8.02
2011-06-15,-46.87,-7.06
2011-07-15,-60.04,-8.92
2011-08-15,-39.49,-6.67
2011-09-15,-54.51,-8.4
2011-10-15,-69.95,-10.32
2011-11-15,-66.52,-8.53
2011-12-15,-94.7,-13.05
2012-01-15,-92.14,-12.73
2012-02-15,-117.61,-15.46
2012-03-15,-88.46,-12.18
2012-04-15,-86.81,-11.76
2012-05-15,-57.47,-8.43
2012-06-15,-66.43,-9.48
2012-07-15,-35.46,-5.71
2012-08-15,-42.06,-6.87
2012-09-15,-51.64,-8.26
2012-10-15,-98.49,-13.76
2012-11-15,-123.06,-16.55
2012-12-15,-107.81,-14.62
2013-01-15,-107.62,-14.47
2013-02-15,-126.5,-17.26
2013-03-15,-125.55,-16.75
2013-04-15,-87.61,-11.87
2013-05-15,-80.27,-11.5
2013-06-15,-61.7,-8.95
2013-07-15,-59.14,-8.21
2013-08-15,-42.16,-6.75
2013-09-15,-51.35,-7.92
2013-10-15,-80.64,-11.37
2013-11-15,-115.54,-15.63
2013-12-15,-149.98,-19.8
2014-01-15,-124.51,-16.5
2014-02-15,-109.14,-14.57
2014-03-15,-110.02,-14.85
2014-04-15,-87.59,-12.76
2014-05-15,-68.29,-9.99
2014-06-15,-38.68,-6.05
2014-07-15,-64.74,-9.65
2014-08-15,-52.06,-7.97
2014-09-15,-53.83,-8.08
2014-10-15,-50.18,-7.83
2014-11-15,-146.36,-19.42
2014-12-15,-114.35,-15.13
2015-01-15,-108.11,-14.54
2015-02-15,-127.04,-16.72
2015-03-15,-82.83,-11.12
2015-04-15,-78.15,-10.86
2015-05-15,-73.88,-10.03
2015-06-15,-48.05,-7.25
2015-07-15,-35.73,-5.31
2015-08-15,-46.79,-7.04
2015-09-15,-62.06,-8.94
2015-10-15,-86.75,-12.32
2015-11-15,-99.04,-13.3
2015-12-15,-63.96,-9.38
2016-01-15,-106.0,-14.4
2016-02-15,-95.11,-13.0
2016-03-15,-116.59,-15.36
2016-04-15,-73.9,-10.7
2016-05-15,-82.53,-12.13
2016-06-15,-72.94,-10.2
2016-07-15,-42.15,-6.75
2016-08-15,-42.43,-6.81
2016-09-15,-72.33,-10.44
2016-10-15,-68.04,-10.08
2016-11-15,-101.35,-14.23
2016-12-15,-96.46,-13.64
2017-01-15,-85.38,-12.29
2017-02-15,-97.42,-13.33
2017-03-15,-85.48,-11.62
2017-04-15,-80.05,-11.82
