date,delta_2h,delta_18o
2007-01-15,-77.58,-10.8
2007-02-15,-100.86,-13.72
2007-03-15,-110.81,-14.98
2007-04-15,-61.57,-9.25
2007-05-15,-93.49,-12.6
2007-06-15,-57.75,-8.25
2007-07-15,-61.32,-9.02
2007-08-15,-60.17,-9.08
2007-09-15,-59.53,-9.23
2007-10-15,-63.48,-9.56
2007-11-15,-80.39,-11.55
2007-12-15,-90.72,-12.96
2008-01-15,-103.52,-13.66
2008-02-15,-89.78,-12.29
2008-03-15,-86.61,-12.02
2008-04-15,-89.58,-12.42
2008-05-15,-69.41,-9.46
2008-06-15,-61.45,-8.96
2008-07-15,-53.5,-7.89
2008-08-15,-52.94,-8.27
2008-09-15,-70.11,-10.32
2008-10-15,-89.77,-12.78
2008-11-15,-93.69,-12.95
2008-12-15,-122.51,-16.55
2009-01-15,-110.71,-14.54
2009-02-15,-121.66,-16.24
2009-03-15,-104.78,-14.22
2009-04-15,-92.9,-12.56
2009-05-15,-44.91,-7.04
2009-06-15,-49.78,-7.6
2009-07-15,-43.42,-6.94
2009-08-15,-45.58,-6.92
2009-09-15,-35.92,-6.0
2009-10-15,-72.41,-10.79
2009-11-15,-104.31,-14.6
2009-12-15,-120.19,-16.29
2010-01-15,-117.12,-15.94
2010-02-15,-129.34,-17.28
2010-03-15,-97.05,-13.24
2010-04-15,-89.54,-12.33
2010-05-15,-78.5,-10.95
2010-06-15,-67.28,-9.76
2010-07-15,-62.23,-9.61
2010-08-15,-77.61,-11.12
2010-09-15,-102.63,-14.63
2010-10-15,-101.83,-14.03
2010-11-15,-126.46,-16.9
2010-12-15,-122.68,-16.53
2011-01-15,-94.23,-12.71
2011-02-15,-112.08,-15.0
2011-03-15,-87.98,-11.77
2011-04-15,-45.8,-7.0
2011-05-15,-53.45,-8.59
2011-06-15,-50.0,-7.57
2011-07-15,-60.86,-9.14
2011-08-15,-41.73,-7.01
2011-09-15,-58.3,-8.87
2011-10-15,-71.91,-10.7
2011-11-15,-68.73,-8.76
2011-12-15,-99.58,-13.72
2012-01-15,-89.39,-12.49
2012-02-15,-115.83,-15.28
2012-03-15,-92.34,-12.7
2012-04-15,-91.49,-12.44
2012-05-15,-57.56,-8.63
2012-06-15,-70.11,-10.0
2012-07-15,-34.56,-5.61
2012-08-15,-43.42,-7.19
2012-09-15,-56.3,-8.91
2012-10-15,-105.32,-14.71
2012-11-15,-128.05,-17.22
2012-12-15,-110.81,-15.11
2013-01-15,-112.12,-15.11
2013-02-15,-130.89,-17.84
2013-03-15,-124.43,-16.72
2013-04-15,-89.62,-12.17
2013-05-15,-81.24,-11.81
2013-06-15,-64.37,-9.32
2013-07-15,-59.73,-8.43
2013-08-15,-43.93,-7.04
2013-09-15,-54.35,-8.43
2013-10-15,-84.96,-11.96
2013-11-15,-120.23,-16.35
2013-12-15,-148.11,-19.63
2014-01-15,-126.91,-16.88
2014-02-15,-111.74,-14.92
2014-03-15,-116.82,-15.72
2014-04-15,-91.9,-13.33
2014-05-15,-75.1,-11.06
2014-06-15,-40.17,-6.48
2014-07-15,-68.46,-10.25
2014-08-15,-54.79,-8.43
2014-09-15,-58.37,-8.78
2014-10-15,-53.32,-8.33
2014-11-15,-144.49,-19.24
2014-12-15,-115.46,-15.37
2015-01-15,-107.24,-14.51
2015-02-15,-131.67,-17.29
2015-03-15,-88.34,-11.98
2015-04-15,-78.42,-10.99
2015-05-15,-76.81,-10.47
2015-06-15,-51.92,-7.83
2015-07-15,-36.04,-5.39
2015-08-15,-49.38,-7.38
2015-09-15,-64.03,-9.43
2015-10-15,-89.74,-12.75
2015-11-15,-108.98,-14.67
2015-12-15,-66.54,-9.72
2016-01-15,-107.85,-14.76
2016-02-15,-97.15,-13.34
2016-03-15,-120.09,-15.92
2016-04-15,-77.4,-11.18
2016-05-15,-87.7,-12.85
2016-06-15,-76.54,-10.7
2016-07-15,-44.68,-7.15
2016-08-15,-44.62,-7.14
2016-09-15,-75.59,-10.91
2016-10-15,-70.51,-10.5
2016-11-15,-103.87,-14.63
2016-12-15,-102.38,-14.73
2017-01-15,-86.81,-12.64
2017-02-15,-96.47,-13.33
2017-03-15,-89.46,-12.25
2017-04-15,-82.4,-12.12
2017-05-15,-76.45,-10.87
2017-06-15,-51.32,-7.84
2017-07-15,-50.1,-7.42
2017-08-15,-46.68,-7.4
2017-09-15,-83.57,-12.31
2017-10-15,-49.6,-7.96
2017-11-15,-102.7,-15.1
2017-12-15,-110.1,-15.5
2018-01-15,-92.76,-12.46
2018-02-15,-93.37,-12.63
2018-03-15,-101.97,-13.9
2018-04-15,-65.57,-8.98
2018-05-15,-52.61,-7.88
2018-06-15,-55.16,-8.39
2018-07-15,-40.68,-6.26
2018-08-15,-43.08,-7.08
2018-09-15,-43.57,-7.89
2018-10-15,-98.91,-13.85
2018-11-15,-95.62,-13.36
2018-12-15,-76.86,-10.72
2019-01-15,-101.42,-14.12
2019-02-15,-122.87,-16.7
2019-03-15,-73.41,-10.12
2019-04-15,-86.23,-12.17
2019-05-15,-74.8,-10.84
2019-06-15,-39.27,-6.56
