date,delta_2h,delta_18o
2007-01-15,-73.78,-10.57
2007-02-15,-107.4,-14.55
2007-03-15,-119.19,-15.95
2007-04-15,-64.51,-9.96
2007-05-15,-94.74,-12.87
2007-06-15,-65.51,-9.38
2007-07-15,-64.88,-9.8
2007-08-15,-67.08,-9.92
2007-09-15,-66.34,-9.93
2007-10-15,-71.08,-10.12
2007-11-15,-91.98,-12.75
2007-12-15,-102.47,-14.39
2008-01-15,-110.68,-14.7
2008-02-15,-112.49,-15.0
2008-03-15,-115.23,-15.71
2008-04-15,-101.04,-13.66
2008-05-15,-60.54,-8.28
2008-06-15,-75.7,-10.48
2008-07-15,-57.62,-8.32
2008-08-15,-48.88,-7.54
2008-09-15,-65.65,-9.53
2008-10-15,-103.33,-14.17
2008-11-15,-85.9,-12.39
2008-12-15,-123.93,-16.83
2009-01-15,-113.77,-15.21
2009-02-15,-135.4,-18.01
2009-03-15,-119.36,-15.79
2009-04-15,-101.02,-13.63
2009-05-15,-82.33,-11.74
2009-06-15,-51.41,-7.62
2009-07-15,-43.36,-6.74
2009-08-15,-42.29,-6.52
2009-09-15,-39.65,-6.55
2009-10-15,-72.17,-10.44
2009-11-15,-118.21,-16.51
2009-12-15,-129.47,-18.02
2010-01-15,-138.37,-18.27
2010-02-15,-136.44,-18.12
2010-03-15,-95.36,-13.49
2010-04-15,-101.68,-14.04
2010-05-15,-81.69,-11.42
2010-06-15,-73.99,-10.64
2010-07-15,-45.74,-7.21
2010-08-15,-73.44,-10.65
2010-09-15,-63.46,-9.4
2010-10-15,-115.3,-15.86
2010-11-15,-133.62,-17.97
2010-12-15,-125.73,-17.36
2011-01-15,-106.37,-14.18
2011-02-15,-135.2,-18.03
2011-03-15,-102.71,-13.87
2011-04-15,-60.03,-8.79
2011-05-15,-55.44,-8.26
2011-06-15,-56.61,-8.46
2011-07-15,-60.97,-9.17
2011-08-15,-47.26,-7.38
2011-09-15,-61.03,-9.17
2011-10-15,-67.84,-9.78
2011-11-15,-83.46,-10.62
2011-12-15,-106.76,-14.76
2012-01-15,-109.96,-15.86
2012-02-15,-146.9,-18.93
2012-03-15,-95.2,-13.3
2012-04-15,-103.98,-14.44
2012-05-15,-79.13,-11.41
2012-06-15,-59.82,-8.56
2012-07-15,-33.0,-5.63
2012-08-15,-36.57,-6.12
2012-09-15,-74.39,-10.97
2012-10-15,-113.63,-15.48
2012-11-15,-131.49,-17.66
2012-12-15,-128.84,-17.45
2013-01-15,-138.62,-18.48
2013-02-15,-134.56,-18.1
2013-03-15,-124.43,-17.06
2013-04-15,-90.21,-12.49
2013-05-15,-91.34,-12.88
2013-06-15,-81.39,-10.74
2013-07-15,-60.7,-8.75
2013-08-15,-36.93,-6.07
2013-09-15,-59.47,-9.14
2013-10-15,-70.6,-10.35
2013-11-15,-126.97,-17.24
2013-12-15,-142.49,-18.73
2014-01-15,-130.57,-17.2
2014-02-15,-117.86,-15.65
2014-03-15,-139.51,-18.3
2014-04-15,-114.64,-15.16
2014-05-15,-68.42,-9.75
2014-06-15,-41.32,-6.51
2014-07-15,-79.59,-11.44
2014-08-15,-64.45,-9.7
2014-09-15,-64.91,-9.16
2014-10-15,-52.74,-8.21
2014-11-15,-133.11,-17.9
2014-12-15,-123.01,-16.5
