date,delta_2h,delta_18o
2007-01-15,-88.85,-12.3
2007-02-15,-126.45,-17.01
2007-03-15,-128.99,-17.07
2007-04-15,-79.84,-12.16
2007-05-15,-101.54,-13.83
2007-06-15,-72.99,-10.3
2007-07-15,-70.44,-10.56
2007-08-15,-72.24,-10.65
2007-09-15,-70.23,-10.6
2007-10-15,-77.8,-11.09
2007-11-15,-99.54,-13.87
2007-12-15,-110.56,-15.34
2008-01-15,-119.62,-15.82
2008-02-15,-123.52,-16.52
2008-03-15,-111.91,-15.18
2008-04-15,-107.33,-14.53
2008-05-15,-64.18,-8.91
2008-06-15,-79.07,-11.09
2008-07-15,-64.58,-9.38
2008-08-15,-59.98,-9.08
2008-09-15,-82.44,-11.83
2008-10-15,-102.25,-14.26
2008-11-15,-96.86,-13.62
2008-12-15,-128.16,-17.37
2009-01-15,-122.16,-16.17
2009-02-15,-144.16,-19.08
2009-03-15,-132.51,-17.56
2009-04-15,-114.1,-15.47
2009-05-15,-69.34,-10.33
2009-06-15,-55.5,-8.35
2009-07-15,-49.31,-7.71
2009-08-15,-52.19,-7.97
2009-09-15,-47.67,-7.64
2009-10-15,-78.81,-11.44
2009-11-15,-120.3,-16.71
2009-12-15,-139.44,-19.11
2010-01-15,-145.41,-19.4
2010-02-15,-140.35,-18.82
2010-03-15,-108.65,-14.97
2010-04-15,-105.14,-14.67
2010-05-15,-90.41,-12.74
2010-06-15,-76.08,-11.0
2010-07-15,-55.44,-8.82
2010-08-15,-79.71,-11.61
2010-09-15,-80.41,-11.66
2010-10-15,-129.42,-17.64
2010-11-15,-147.67,-19.72
2010-12-15,-139.17,-19.03
2011-01-15,-113.4,-14.97
2011-02-15,-153.36,-20.18
2011-03-15,-106.92,-14.27
2011-04-15,-61.03,-8.84
2011-05-15,-62.93,-9.61
2011-06-15,-60.34,-8.95
2011-07-15,-64.66,-9.87
2011-08-15,-48.43,-7.99
2011-09-15,-70.28,-10.39
2011-10-15,-78.62,-11.34
2011-11-15,-87.31,-10.27
2011-12-15,-119.14,-16.33
2012-01-15,-113.78,-16.05
2012-02-15,-160.37,-20.36
2012-03-15,-108.71,-15.11
2012-04-15,-112.4,-15.44
2012-05-15,-77.38,-11.35
2012-06-15,-68.29,-9.74
2012-07-15,-34.02,-5.94
2012-08-15,-43.91,-7.23
2012-09-15,-83.74,-12.25
2012-10-15,-132.41,-17.98
2012-11-15,-151.79,-20.25
2012-12-15,-138.21,-18.61
2013-01-15,-145.91,-19.4
2013-02-15,-150.83,-20.73
2013-03-15,-135.69,-18.39
2013-04-15,-99.62,-13.55
2013-05-15,-94.11,-13.28
2013-06-15,-76.21,-10.68
2013-07-15,-63.21,-9.1
2013-08-15,-42.04,-6.9
2013-09-15,-65.87,-10.09
2013-10-15,-82.32,-11.88
2013-11-15,-142.83,-19.36
2013-12-15,-156.14,-20.76
2014-01-15,-144.27,-19.13
2014-02-15,-126.55,-16.76
2014-03-15,-153.57,-20.23
2014-04-15,-121.13,-17.5
2014-05-15,-90.94,-12.84
2014-06-15,-44.76,-7.02
2014-07-15,-85.83,-12.29
2014-08-15,-65.51,-9.76
2014-09-15,-63.04,-9.32
2014-10-15,-57.78,-9.16
2014-11-15,-144.93,-19.34
2014-12-15,-137.6,-18.08
2015-01-15,-125.36,-16.83
2015-02-15,-154.58,-20.09
2015-03-15,-112.18,-14.76
2015-04-15,-97.43,-13.12
2015-05-15,-92.03,-12.48
2015-06-15,-59.31,-8.84
2015-07-15,-41.19,-6.34
2015-08-15,-68.32,-9.85
2015-09-15,-66.13,-10.0
2015-10-15,-92.84,-13.32
2015-11-15,-135.77,-18.24
2015-12-15,-107.33,-14.58
2016-01-15,-124.84,-16.88
2016-02-15,-120.06,-16.31
2016-03-15,-126.15,-16.97
2016-04-15,-85.46,-12.23
2016-05-15,-106.96,-15.39
2016-06-15,-86.16,-12.01
2016-07-15,-40.48,-6.75
2016-08-15,-42.42,-6.84
2016-09-15,-78.18,-11.28
2016-10-15,-79.93,-11.6
2016-11-15,-113.82,-16.08
2016-12-15,-139.67,-20.64
2017-01-15,-117.83,-16.09
2017-02-15,-124.82,-16.82
2017-03-15,-107.47,-14.65
2017-04-15,-86.68,-12.71
2017-05-15,-98.71,-13.85
2017-06-15,-54.05,-8.16
2017-07-15,-53.99,-7.92
2017-08-15,-54.12,-8.94
2017-09-15,-73.31,-11.06
2017-10-15,-59.0,-9.38
2017-11-15,-120.91,-16.78
2017-12-15,-130.79,-17.83
2018-01-15,-106.21,-14.15
2018-02-15,-131.22,-17.27
2018-03-15,-121.25,-16.65
2018-04-15,-77.3,-10.78
2018-05-15,-50.42,-8.18
2018-06-15,-61.42,-9.03
2018-07-15,-44.09,-7.29
2018-08-15,-40.62,-6.87
2018-09-15,-51.41,-7.99
2018-10-15,-103.18,-14.74
2018-11-15,-95.95,-13.71
2018-12-15,-94.73,-13.27
2019-01-15,-130.01,-17.83
2019-02-15,-142.65,-18.98
2019-03-15,-90.98,-12.39
2019-04-15,-95.68,-13.29
2019-05-15,-96.66,-13.56
2019-06-15,-41.2,-6.86
2019-07-15,-35.32,-6.0
2019-08-15,-42.56,-7.05
2019-09-15,-61.4,-9.59
2019-10-15,-77.89,-11.13
2019-11-15,-144.16,-18.83
2019-12-15,-129.49,-17.0
2020-01-15,-135.89,-18.25
2020-02-15,-98.33,-13.59
2020-03-15,-100.05,-13.73
2020-04-15,-87.53,-12.24
2020-05-15,-57.68,-8.47
2020-06-15,-75.08,-11.01
2020-07-15,-41.93,-7.09
2020-08-15,-66.18,-10.13
2020-09-15,-78.31,-11.81
2020-10-15,-90.3,-12.64
2020-11-15,-83.56,-11.92
2020-12-15,-153.72,-20.32
