date,delta_2h,delta_18o
2007-01-15,-124.16,-16.34
2007-02-15,-172.54,-22.76
2007-03-15,-136.2,-17.61
2007-04-15,-96.61,-13.37
2007-05-15,-85.2,-11.59
2007-06-15,-64.43,-9.28
2007-07-15,-70.46,-10.36
2007-08-15,-53.91,-8.42
2007-09-15,-85.37,-12.52
2007-10-15,-97.84,-13.56
2007-11-15,-132.57,-17.88
2007-12-15,-152.28,-20.2
2008-01-15,-147.65,-19.46
2008-02-15,-169.33,-21.96
2008-03-15,-116.1,-15.26
2008-04-15,-119.29,-16.2
2008-05-15,-94.59,-13.03
2008-06-15,-97.03,-13.35
2008-07-15,-63.25,-9.25
2008-08-15,-62.3,-9.28
2008-09-15,-91.88,-12.88
2008-10-15,-100.2,-14.18
2008-11-15,-126.77,-17.51
2008-12-15,-153.48,-20.47
2009-01-15,-144.74,-19.14
2009-02-15,-177.34,-23.01
2009-03-15,-172.58,-22.2
2009-04-15,-109.14,-15.2
2009-05-15,-49.63,-7.47
2009-06-15,-65.62,-9.55
2009-07-15,-64.84,-9.5
2009-08-15,-52.84,-7.87
2009-09-15,-48.53,-7.51
2009-10-15,-103.57,-14.46
2009-11-15,-144.12,-19.44
2009-12-15,-157.88,-20.86
2010-01-15,-174.71,-22.63
2010-02-15,-179.04,-23.44
2010-03-15,-118.83,-16.23
2010-04-15,-142.28,-18.91
2010-05-15,-91.23,-12.98
2010-06-15,-115.31,-15.42
2010-07-15,-45.7,-6.57
2010-08-15,-100.34,-14.11
2010-09-15,-111.89,-16.0
2010-10-15,-160.1,-21.24
2010-11-15,-165.0,-21.91
2010-12-15,-153.97,-20.42
2011-01-15,-117.05,-15.98
2011-02-15,-205.39,-26.12
2011-03-15,-144.91,-19.12
2011-04-15,-104.38,-13.46
2011-05-15,-76.04,-11.01
2011-06-15,-74.04,-10.5
2011-07-15,-55.53,-8.66
2011-08-15,-54.0,-8.38
2011-09-15,-94.99,-13.57
2011-10-15,-101.76,-13.94
2011-11-15,-72.02,-9.21
2011-12-15,-167.22,-21.94
2012-01-15,-157.16,-20.98
2012-02-15,-234.5,-29.22
2012-03-15,-111.53,-15.0
2012-04-15,-148.66,-19.1
2012-05-15,-85.77,-12.15
2012-06-15,-93.7,-12.93
2012-07-15,-29.36,-5.26
2012-08-15,-41.62,-6.8
2012-09-15,-83.42,-11.93
2012-10-15,-162.58,-21.54
2012-11-15,-145.46,-19.53
2012-12-15,-185.89,-24.1
2013-01-15,-180.59,-23.44
2013-02-15,-204.33,-27.41
2013-03-15,-162.93,-21.41
2013-04-15,-92.04,-13.12
2013-05-15,-94.7,-13.18
2013-06-15,-83.39,-11.83
2013-07-15,-55.85,-8.4
2013-08-15,-71.42,-10.34
2013-09-15,-81.77,-11.66
2013-10-15,-92.44,-13.37
2013-11-15,-176.07,-23.21
2013-12-15,-124.25,-16.99
2014-01-15,-168.01,-22.01
2014-02-15,-134.04,-17.7
2014-03-15,-177.96,-22.86
2014-04-15,-122.64,-17.06
2014-05-15,-78.74,-11.25
2014-06-15,-69.67,-10.11
