date,delta_2h,delta_18o
2007-01-15,-72.48,-10.2
2007-02-15,-95.39,-13.07
2007-03-15,-101.96,-13.73
2007-04-15,-56.31,-8.69
2007-05-15,-82.04,-11.31
2007-06-15,-62.39,-8.82
2007-07-15,-55.48,-8.3
2007-08-15,-64.8,-9.54
2007-09-15,-56.78,-8.7
2007-10-15,-61.67,-9.11
2007-11-15,-80.28,-11.33
2007-12-15,-79.5,-11.45
2008-01-15,-97.28,-12.94
2008-02-15,-93.71,-12.73
2008-03-15,-88.07,-12.14
2008-04-15,-90.22,-12.39
2008-05-15,-56.33,-7.84
2008-06-15,-64.37,-9.11
2008-07-15,-52.17,-7.59
2008-08-15,-43.21,-6.83
2008-09-15,-65.44,-9.46
2008-10-15,-99.12,-13.68
2008-11-15,-84.09,-11.9
2008-12-15,-116.24,-15.8
2009-01-15,-103.15,-13.8
2009-02-15,-121.68,-16.27
2009-03-15,-103.67,-13.96
2009-04-15,-94.39,-12.73
2009-05-15,-58.23,-8.58
2009-06-15,-46.52,-6.86
2009-07-15,-38.82,-6.14
2009-08-15,-39.5,-6.11
2009-09-15,-36.85,-6.06
2009-10-15,-66.46,-9.84
2009-11-15,-102.28,-14.31
2009-12-15,-115.79,-16.06
2010-01-15,-128.34,-17.17
2010-02-15,-122.99,-16.48
2010-03-15,-92.85,-12.85
2010-04-15,-89.54,-12.43
2010-05-15,-73.41,-10.33
2010-06-15,-66.22,-9.53
2010-07-15,-42.11,-6.64
2010-08-15,-67.75,-9.79
2010-09-15,-59.41,-8.83
2010-10-15,-97.74,-13.74
2010-11-15,-124.9,-16.81
2010-12-15,-117.33,-16.07
2011-01-15,-98.23,-13.01
2011-02-15,-116.78,-15.61
2011-03-15,-84.86,-11.4
2011-04-15,-54.57,-7.85
2011-05-15,-48.56,-7.28
2011-06-15,-49.69,-7.36
2011-07-15,-54.6,-8.25
2011-08-15,-43.94,-6.76
2011-09-15,-54.96,-8.34
2011-10-15,-61.53,-9.05
2011-11-15,-75.6,-9.7
2011-12-15,-92.47,-12.97
2012-01-15,-93.73,-12.77
2012-02-15,-124.48,-16.16
2012-03-15,-88.23,-12.35
2012-04-15,-88.35,-12.24
2012-05-15,-68.65,-9.75
2012-06-15,-53.76,-7.72
2012-07-15,-33.73,-5.56
2012-08-15,-35.39,-5.8
2012-09-15,-61.64,-9.25
2012-10-15,-99.47,-13.66
2012-11-15,-119.09,-16.1
2012-12-15,-107.21,-14.7
2013-01-15,-120.84,-16.15
2013-02-15,-121.84,-16.39
2013-03-15,-117.61,-16.0
2013-04-15,-84.29,-11.68
2013-05-15,-83.08,-11.63
2013-06-15,-67.2,-9.39
2013-07-15,-57.99,-8.25
2013-08-15,-39.03,-6.36
2013-09-15,-51.32,-7.96
2013-10-15,-68.67,-9.96
2013-11-15,-117.7,-15.97
2013-12-15,-147.53,-19.39
2014-01-15,-118.25,-15.69
2014-02-15,-107.55,-14.42
2014-03-15,-111.52,-14.95
2014-04-15,-99.26,-13.17
2014-05-15,-65.11,-9.34
2014-06-15,-38.17,-6.08
2014-07-15,-68.28,-9.86
2014-08-15,-51.28,-7.61
2014-09-15,-50.98,-7.54
2014-10-15,-46.67,-7.47
2014-11-15,-137.5,-18.4
2014-12-15,-112.57,-15.15
2015-01-15,-108.8,-14.7
2015-02-15,-129.51,-17.08
2015-03-15,-89.39,-11.73
2015-04-15,-84.29,-11.37
2015-05-15,-67.59,-9.3
2015-06-15,-47.3,-7.06
2015-07-15,-36.03,-5.26
2015-08-15,-49.82,-7.41
2015-09-15,-63.17,-9.31
2015-10-15,-82.08,-11.62
2015-11-15,-105.12,-14.26
2015-12-15,-74.47,-10.68
2016-01-15,-103.37,-14.17
2016-02-15,-98.86,-13.42
2016-03-15,-104.49,-14.08
2016-04-15,-71.94,-10.36
2016-05-15,-86.65,-12.17
2016-06-15,-72.08,-10.04
2016-07-15,-33.23,-5.53
2016-08-15,-35.79,-5.79
2016-09-15,-62.81,-9.24
2016-10-15,-73.08,-10.62
2016-11-15,-90.36,-13.05
2016-12-15,-98.99,-16.2
