date,delta_2h,delta_18o
2007-01-15,-74.31,-10.79
2007-02-15,-113.6,-15.22
2007-03-15,-116.41,-15.58
2007-04-15,-78.37,-11.49
2007-05-15,-99.01,-13.19
2007-06-15,-59.86,-8.52
2007-07-15,-65.21,-9.51
2007-08-15,-56.45,-8.71
2007-09-15,-67.71,-10.38
2007-10-15,-66.76,-10.12
2007-11-15,-86.85,-12.41
2007-12-15,-106.09,-14.78
2008-01-15,-114.81,-15.03
2008-02-15,-88.22,-12.01
2008-03-15,-104.71,-14.4
2008-04-15,-96.25,-13.26
2008-05-15,-85.42,-11.57
2008-06-15,-62.98,-8.96
2008-07-15,-61.79,-8.95
2008-08-15,-56.85,-8.82
2008-09-15,-74.99,-11.01
2008-10-15,-92.36,-13.07
2008-11-15,-90.56,-12.95
2008-12-15,-99.69,-13.93
2009-01-15,-119.52,-15.69
2009-02-15,-124.92,-16.66
2009-03-15,-115.3,-15.48
2009-04-15,-100.95,-13.48
2009-05-15,-45.25,-7.15
2009-06-15,-54.85,-8.36
2009-07-15,-50.05,-7.87
2009-08-15,-48.09,-7.4
2009-09-15,-41.58,-7.01
2009-10-15,-83.33,-12.33
2009-11-15,-124.16,-17.01
2009-12-15,-127.25,-17.0
2010-01-15,-124.54,-16.89
2010-02-15,-140.58,-18.99
2010-03-15,-109.8,-14.63
2010-04-15,-98.42,-13.45
2010-05-15,-84.46,-11.86
2010-06-15,-75.46,-10.98
2010-07-15,-60.23,-9.18
2010-08-15,-83.78,-12.0
2010-09-15,-107.82,-15.44
2010-10-15,-112.11,-15.37
2010-11-15,-136.27,-18.3
2010-12-15,-130.14,-17.74
2011-01-15,-100.06,-13.43
2011-02-15,-123.08,-16.71
2011-03-15,-96.59,-13.12
2011-04-15,-45.29,-7.44
2011-05-15,-55.74,-8.47
2011-06-15,-55.39,-8.31
2011-07-15,-58.72,-9.12
2011-08-15,-47.3,-7.55
2011-09-15,-61.96,-9.34
2011-10-15,-75.66,-11.1
2011-11-15,-65.61,-9.01
2011-12-15,-109.94,-15.02
2012-01-15,-88.82,-12.34
2012-02-15,-113.77,-15.23
2012-03-15,-95.91,-13.09
2012-04-15,-102.46,-14.14
2012-05-15,-56.68,-8.41
2012-06-15,-75.71,-10.68
2012-07-15,-36.05,-5.96
2012-08-15,-41.94,-6.91
2012-09-15,-63.79,-9.76
2012-10-15,-118.39,-16.29
2012-11-15,-132.98,-18.08
2012-12-15,-117.98,-16.21
2013-01-15,-121.2,-16.31
2013-02-15,-142.26,-19.26
2013-03-15,-119.47,-16.4
2013-04-15,-93.68,-12.76
2013-05-15,-81.95,-11.97
2013-06-15,-73.02,-10.48
2013-07-15,-59.91,-8.59
2013-08-15,-55.11,-8.55
2013-09-15,-60.82,-9.43
2013-10-15,-97.96,-13.77
2013-11-15,-126.14,-17.34
2013-12-15,-120.47,-16.62
2014-01-15,-133.31,-17.81
2014-02-15,-116.06,-15.5
2014-03-15,-122.26,-16.51
2014-04-15,-95.91,-13.88
2014-05-15,-81.52,-11.93
2014-06-15,-49.78,-7.8
2014-07-15,-71.06,-10.66
2014-08-15,-57.29,-8.7
2014-09-15,-72.17,-10.62
2014-10-15,-67.96,-10.3
2014-11-15,-143.21,-19.29
2014-12-15,-125.81,-16.54
2015-01-15,-105.3,-14.31
2015-02-15,-132.9,-17.66
2015-03-15,-93.04,-12.81
2015-04-15,-79.18,-11.24
2015-05-15,-79.18,-10.92
2015-06-15,-60.86,-9.05
2015-07-15,-35.44,-5.54
2015-08-15,-52.07,-7.87
2015-09-15,-75.64,-11.26
2015-10-15,-95.53,-13.67
2015-11-15,-122.8,-16.3
2015-12-15,-69.14,-9.89
2016-01-15,-114.37,-15.66
2016-02-15,-103.87,-14.1
2016-03-15,-132.98,-17.66
2016-04-15,-89.74,-12.8
2016-05-15,-95.88,-13.99
2016-06-15,-89.44,-12.32
2016-07-15,-49.43,-7.8
2016-08-15,-53.44,-8.58
2016-09-15,-85.14,-12.13
2016-10-15,-76.73,-11.29
2016-11-15,-117.34,-16.3
2016-12-15,-93.9,-14.64
