date,delta_2h,delta_18o
2007-01-15,-65.87,-9.86
2007-02-15,-104.94,-14.3
2007-03-15,-122.19,-16.38
2007-04-15,-65.97,-10.04
2007-05-15,-98.33,-13.28
2007-06-15,-65.29,-9.38
2007-07-15,-65.78,-9.94
2007-08-15,-67.68,-10.03
2007-09-15,-67.93,-10.11
2007-10-15,-72.81,-10.26
2007-11-15,-91.81,-12.79
2007-12-15,-107.18,-15.06
2008-01-15,-109.36,-14.65
2008-02-15,-113.69,-15.17
2008-03-15,-121.73,-16.56
2008-04-15,-103.4,-13.87
2008-05-15,-61.31,-8.32
2008-06-15,-77.85,-10.71
2008-07-15,-59.97,-8.67
2008-08-15,-49.44,-7.56
2008-09-15,-63.86,-9.32
2008-10-15,-102.33,-14.07
2008-11-15,-83.42,-12.21
2008-12-15,-117.56,-16.03
2009-01-15,-115.43,-15.52
2009-02-15,-137.77,-18.3
2009-03-15,-120.07,-15.87
2009-04-15,-100.78,-13.61
2009-05-15,-88.74,-12.59
2009-06-15,-51.75,-7.67
2009-07-15,-43.6,-6.77
2009-08-15,-42.81,-6.61
2009-09-15,-38.62,-6.43
2009-10-15,-72.5,-10.45
2009-11-15,-119.38,-16.75
2009-12-15,-129.09,-18.14
2010-01-15,-135.96,-18.0
2010-02-15,-138.5,-18.44
2010-03-15,-93.52,-13.4
2010-04-15,-102.71,-14.18
2010-05-15,-83.71,-11.7
2010-06-15,-75.41,-10.84
2010-07-15,-48.76,-7.64
2010-08-15,-72.96,-10.56
2010-09-15,-64.15,-9.45
2010-10-15,-118.92,-16.22
2010-11-15,-131.44,-17.84
2010-12-15,-126.13,-17.54
2011-01-15,-107.18,-14.35
2011-02-15,-133.2,-17.88
2011-03-15,-105.36,-14.3
2011-04-15,-59.09,-8.75
2011-05-15,-56.57,-8.42
2011-06-15,-57.58,-8.6
2011-07-15,-62.72,-9.41
2011-08-15,-47.26,-7.45
2011-09-15,-61.6,-9.21
2011-10-15,-69.07,-9.98
2011-11-15,-85.83,-10.82
2011-12-15,-108.49,-14.97
2012-01-15,-111.31,-16.41
2012-02-15,-152.45,-19.66
2012-03-15,-95.58,-13.34
2012-04-15,-106.69,-14.85
2012-05-15,-81.64,-11.82
2012-06-15,-60.96,-8.7
2012-07-15,-31.51,-5.36
2012-08-15,-36.5,-6.15
2012-09-15,-75.16,-11.06
2012-10-15,-114.67,-15.58
2012-11-15,-131.54,-17.66
2012-12-15,-128.47,-17.56
2013-01-15,-139.75,-18.7
2013-02-15,-134.85,-18.28
2013-03-15,-122.11,-16.89
2013-04-15,-90.94,-12.6
2013-05-15,-93.18,-13.19
2013-06-15,-84.17,-10.96
2013-07-15,-61.0,-8.85
2013-08-15,-35.47,-5.82
2013-09-15,-60.67,-9.32
2013-10-15,-68.21,-10.12
2013-11-15,-127.14,-17.27
2013-12-15,-137.2,-18.07
2014-01-15,-129.47,-17.15
2014-02-15,-117.35,-15.65
2014-03-15,-143.2,-18.75
2014-04-15,-118.01,-15.42
2014-05-15,-66.46,-9.57
2014-06-15,-41.22,-6.5
2014-07-15,-80.79,-11.51
2014-08-15,-67.28,-10.14
2014-09-15,-69.45,-9.72
2014-10-15,-53.34,-8.27
2014-11-15,-130.81,-17.62
2014-12-15,-121.63,-16.39
2015-01-15,-126.37,-17.09
2015-02-15,-141.35,-18.64
2015-03-15,-105.54,-13.83
2015-04-15,-110.05,-14.56
2015-05-15,-92.3,-12.51
2015-06-15,-60.59,-8.99
2015-07-15,-39.81,-6.06
2015-08-15,-65.34,-9.24
2015-09-15,-68.11,-10.03
2015-10-15,-85.38,-12.25
2015-11-15,-119.7,-16.49
2015-12-15,-96.94,-13.39
2016-01-15,-115.11,-15.73
2016-02-15,-118.8,-15.99
2016-03-15,-100.58,-14.1
2016-04-15,-75.77,-10.96
2016-05-15,-101.01,-14.22
2016-06-15,-82.89,-11.49
2016-07-15,-36.71,-5.91
2016-08-15,-36.56,-5.62
2016-09-15,-64.9,-9.57
2016-10-15,-82.72,-11.82
2016-11-15,-94.27,-13.84
2016-12-15,-126.67,-20.44
2017-01-15,-111.47,-15.14
2017-02-15,-116.33,-15.86
2017-03-15,-107.18,-14.49
2017-04-15,-71.24,-10.61
2017-05-15,-99.8,-13.73
2017-06-15,-50.69,-7.67
2017-07-15,-47.03,-6.86
2017-08-15,-51.74,-8.39
2017-09-15,-58.89,-8.68
2017-10-15,-52.15,-8.22
2017-11-15,-123.88,-15.03
2017-12-15,-114.11,-15.92
2018-01-15,-93.92,-12.64
2018-02-15,-113.99,-15.24
2018-03-15,-114.72,-15.42
2018-04-15,-78.73,-11.0
2018-05-15,-47.01,-7.47
2018-06-15,-65.26,-9.44
2018-07-15,-38.21,-6.14
2018-08-15,-36.24,-6.07
2018-09-15,-45.22,-7.16
2018-10-15,-111.3,-15.62
2018-11-15,-93.9,-13.49
2018-12-15,-87.46,-12.12
2019-01-15,-121.78,-16.82
2019-02-15,-137.83,-18.39
2019-03-15,-83.04,-11.47
2019-04-15,-99.07,-13.88
2019-05-15,-83.45,-11.95
2019-06-15,-41.46,-7.18
2019-07-15,-36.16,-6.32
2019-08-15,-41.54,-6.99
2019-09-15,-58.85,-9.02
