date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
21.01.1983 12:00,5.5
22.02.1983 12:00,5.3
22.03.1983 12:00,7.0
19.04.1983 12:00,7.8
27.05.1983 12:00,12.4
21.06.1983 12:00,17.8
19.07.1983 12:00,25.6
18.08.1983 12:00,22.1
22.09.1983 12:00,19.9
25.10.1983 12:00,14.6
22.11.1983 12:00,10.2
22.12.1983 12:00,6.8
24.01.1984 12:00,4.7
21.02.1984 12:00,
22.03.1984 12:00,6.5
25.04.1984 12:00,9.8
24.05.1984 12:00,12.1
19.06.1984 12:00,
17.07.1984 12:00,22.1
21.08.1984 12:00,21.5
20.09.1984 12:00,18.7
23.10.1984 12:00,14.4
20.11.1984 12:00,11.6
18.12.1984 12:00,8.6
17.01.1985 12:00,4.8
14.02.1985 12:00,5.1
07.03.1985 12:00,5.2
21.03.1985 12:00,5.0
04.04.1985 12:00,7.4
18.04.1985 12:00,8.2
04.05.1985 12:00,10.7
14.05.1985 12:00,10.6
30.05.1985 12:00,17.0
13.06.1985 12:00,18.5
27.06.1985 12:00,20.1
11.07.1985 12:00,22.9
25.07.1985 12:00,23.2
08.08.1985 12:00,21.7
22.08.1985 12:00,23.9
05.09.1985 12:00,20.9
19.09.1985 12:00,20.1
03.10.1985 12:00,20.4
17.10.1985 12:00,17.8
29.10.1985 12:00,15.2
14.11.1985 12:00,12.3
04.12.1985 12:00,9.1
09.01.1986 12:00,6.4
13.02.1986 12:00,5.0
20.03.1986 12:00,5.9
17.04.1986 12:00,7.2
15.05.1986 12:00,12.9
13.06.1986 12:00,17.7
10.07.1986 12:00,23.2
07.08.1986 12:00,25.0
04.09.1986 12:00,20.5
02.10.1986 12:00,19.4
30.10.1986 12:00,14.7
03.12.1986 12:00,10.4
21.01.1987 12:00,5.2
19.02.1987 12:00,4.61
18.03.1987 12:00,5.0
16.04.1987 12:00,7.51
13.05.1987 12:00,13.07
23.06.1987 12:00,20.24
16.07.1987 12:00,24.99
20.08.1987 12:00,24.75
17.09.1987 12:00,22.93
15.10.1987 12:00,15.87
12.11.1987 12:00,12.88
10.12.1987 12:00,8.83
21.01.1988 12:00,6.6
18.02.1988 12:00,5.9
17.03.1988 12:00,6.4
14.04.1988 12:00,9.2
19.05.1988 12:00,16.2
16.06.1988 12:00,19.9
14.07.1988 12:00,23.5
18.08.1988 12:00,25.2
15.09.1988 12:00,20.5
13.10.1988 12:00,17.2
10.11.1988 12:00,12.8
21.12.1988 12:00,6.6
24.01.1989 12:00,5.6
21.02.1989 12:00,5.2
21.03.1989 12:00,6.8
18.04.1989 12:00,9.5
17.05.1989 12:00,13.43
13.06.1989 12:00,19.13
18.07.1989 12:00,22.7
16.08.1989 12:00,24.2
19.09.1989 12:00,20.7
17.10.1989 12:00,16.3
14.11.1989 12:00,13.0
19.12.1989 12:00,
23.01.1990 12:00,6.0
27.02.1990 12:00,6.7
27.03.1990 12:00,7.9
24.04.1990 12:00,9.5
22.05.1990 12:00,18.9
26.06.1990 12:00,21.8
27.07.1990 12:00,24.3
04.09.1990 12:00,22.6
26.09.1990 12:00,19.9
18.10.1990 12:00,17.9
19.11.1990 12:00,12.0
18.12.1990 12:00,7.6
31.01.1991 12:00,5.7
